Gene	Exp1	Exp2	Exp3	Exp4	Exp5	Exp6	Exp7	Exp8	Exp9	Exp10	Exp11	Exp12	Exp13	Exp14
ENSBTAG00000008219	-1.50654	0.341861	1.11964	0.894603	0.371731	-0.447181	-0.774125	-2.20706	-1.92463	1.45561	2.79515	1.61751	-0.0916553	-1.64493
ENSBTAG00000008220	-0.774125	-0.90928	0.0663007	0.737935	1.24454	0.679061	-1.04444	-1.49898	-1.10895	1.00645	2.74647	2.23605	-0.783452	-2.59759
ENSBTAG00000008222	-0.0483597	-0.091303	-0.210195	0.193106	0.104624	0.143428	-0.091303	-1.64195	-0.909546	-0.219188	1.61728	2.25698	-0.364294	-0.739271
ENSBTAG00000008224	0.13733	-0.303255	-0.720843	0.926375	0.0466857	-0.207361	0.121067	-3.1406	-1.87171	-0.199876	2.02627	2.50897	0.664486	0.0124497
ENSBTAG00000008227	-1.23863	-0.872422	-0.35894	0.575514	1.00979	0.623375	0.261312	-1.90361	-1.17121	-1.62118	2.44475	2.55713	1.06127	-1.36714
ENSBTAG00000008237	-0.337075	0.212122	-0.0776403	0.291948	0.321978	-0.568124	0.156793	-2.74958	-1.46151	1.43791	2.13809	1.62936	-0.248005	-0.746264
ENSBTAG00000008248	0.197614	0.0802063	0.337935	0.378146	-0.764359	-0.039441	-0.190103	-2.36405	-2.03635	0.167743	2.05424	1.63467	0.62633	-0.0825797
ENSBTAG00000008250	-0.375382	-0.0217587	-0.131593	0.462875	0.343225	0.0852703	-0.362641	-2.48795	-0.742548	0.373202	0.756975	1.57026	0.717132	-0.187075
ENSBTAG00000008267	-1.08984	0.01489	-0.00380733	0.383555	0.463942	0.0877863	0.14347	-1.70271	-0.685934	0.936551	1.92105	1.39474	-0.389857	-1.47384
ENSBTAG00000008292	0.131766	0.166886	-0.250702	0.954059	0.092505	0.250658	-1.34518	-1.88113	-0.808174	-0.623972	2.28419	1.41896	-0.234536	-0.155333
ENSBTAG00000008296	-0.724795	-0.319329	0.427177	0.631547	0.042734	-0.258555	0.201219	-1.52367	-0.668683	-2.25607	1.86331	2.22118	1.03835	-0.67443
ENSBTAG00000008302	-0.02091	-0.0209097	-0.0654203	0.794655	0.062862	0.0151607	-0.765441	-1.51871	-1.34844	0.836573	2.75646	0.350264	-0.549142	-0.526997
ENSBTAG00000008303	-0.332106	0.381605	0.0238403	0.568142	0.169252	-0.382733	-0.428	-2.003	-1.77798	0.200808	1.62712	2.01577	0.250308	-0.313026
ENSBTAG00000008306	-0.341992	0.202392	0.411928	0.64985	0.045725	-0.477147	-0.490755	-1.81753	-0.811463	0.159884	2.49747	1.55741	-0.632416	-0.953352
ENSBTAG00000008309	-0.517942	-0.174736	-0.354401	0.339501	0.483097	0.0973327	0.127149	-1.78799	-1.4414	-0.406392	1.70094	1.20916	0.376306	0.34937
ENSBTAG00000008310	-0.0304883	0.1613	-0.510335	0.317968	0.737532	-0.37518	-0.300799	-1.49398	-1.8706	-0.640484	2.02256	2.05962	0.158666	-0.235771
ENSBTAG00000008314	0.074026	-0.359068	0.013252	-0.0415157	0.543615	-0.153673	-0.0766357	-1.36857	-0.96453	-0.747724	1.66578	1.78322	0.119009	-0.487189
ENSBTAG00000008321	-0.580763	0.112385	-0.445608	0.186766	0.755015	-0.410488	0.382695	-2.1704	-0.460433	-1.80419	1.51928	2.50391	0.298503	0.113328
ENSBTAG00000008330	-0.000181333	-1.1623	-0.00618767	0.355657	0.591064	0.071468	0.15048	-2.56771	-1.3038	-0.738828	2.51766	1.46794	0.087174	0.537558
ENSBTAG00000008338	-1.23805	-0.0759263	0.736115	0.240871	0.687498	-0.178693	-0.17182	-2.37179	-1.87704	1.56732	2.97262	1.69481	-0.835313	-1.15061
ENSBTAG00000008339	-0.033869	0.062025	-0.556742	0.843495	-0.691897	0.236441	0.140547	-0.625731	-1.10409	-1.10409	1.38509	1.82325	0.164795	-0.539228
ENSBTAG00000008341	-0.491747	-0.244435	0.002121	0.121768	-0.30331	0.304199	0.611404	-2.05589	-2.05589	-0.108042	2.65673	2.64823	0.434267	-1.51941
ENSBTAG00000008347	-0.815141	0.00377167	0.115929	0.20495	0.57632	0.132054	-0.217887	-0.182645	-0.693776	0.181955	2.03362	1.40127	-0.864562	-1.87586
ENSBTAG00000008361	-0.72997	0.327058	0.233488	0.632487	0.425276	-0.19349	-0.69485	-2.00508	-1.89293	0.008705	2.67837	1.87024	0.697148	-1.35645
ENSBTAG00000008382	-0.0607387	0.118927	-0.0513483	1.06528	-0.247277	0.0548027	-0.879651	-2.37952	-0.726049	0.998	2.12816	1.46124	0.0402577	-1.5221
ENSBTAG00000008388	-1.7406	-0.263654	0.569897	0.487613	0.882798	0.388367	-0.324428	-1.72166	-0.161329	0.912134	0.977947	1.29934	0.197954	-1.50438
ENSBTAG00000008390	-0.607431	-0.838481	0.773614	0.914884	-0.145333	0.227745	-0.324998	-2.85353	-1.51775	1.40572	2.90653	0.786092	0.491371	-1.21844
ENSBTAG00000008399	-0.357735	-0.148198	-0.161805	0.677315	0.25578	-0.341472	0.0761167	-1.21975	-2.01905	0.588517	2.39735	1.3616	-0.213087	-0.895594
ENSBTAG00000008401	-0.600892	0.129192	0.070742	0.571486	0.0187403	0.129192	-0.31846	-1.35519	-1.11721	-1.27707	1.41545	2.32896	0.832354	-0.827302
ENSBTAG00000008406	-0.542242	-0.0206753	-0.43195	0.590655	0.516545	-0.245253	0.132918	-2.19944	-2.10091	0.0742803	1.38993	1.56894	0.457684	0.809514
ENSBTAG00000008416	-0.284942	-0.093154	0.221048	0.930046	0.530781	-0.629634	-0.674144	-1.95289	-2.3191	0.198547	2.71165	2.9082	-0.325911	-1.22049
ENSBTAG00000008423	-0.305327	-0.305327	-0.381608	0.597963	0.607503	0.485955	-0.69916	-1.94268	-2.23844	-0.534892	2.31926	1.6394	1.11779	-0.360442
ENSBTAG00000008428	0.198718	-0.441638	0.532043	0.305588	0.435876	-0.326131	-0.704457	-2.08702	-1.86904	0.289672	1.63285	1.29758	1.46953	-0.733575
ENSBTAG00000008436	-0.594354	-0.549843	-0.330916	0.624909	0.844539	0.031147	-0.025486	-2.01206	-2.80258	0.14744	1.79385	2.19886	0.68013	-0.00563967
ENSBTAG00000008438	-0.398446	0.063653	0.25544	0.276871	0.804691	-0.237561	-0.76465	-1.41165	-1.5511	-0.473332	1.99434	2.4899	0.33511	-1.38326
ENSBTAG00000008453	-0.575565	-0.428287	-0.17424	0.69346	0.371011	-0.017572	0.13119	-2.32367	-1.37826	1.2305	1.99518	1.68808	0.133064	-1.3449
ENSBTAG00000008461	-0.040553	0.264875	-0.577033	0.308771	0.116115	-0.250089	0.177915	-2.40504	-1.32857	-0.216252	2.30466	1.54076	0.140245	-0.035812
ENSBTAG00000008465	-0.850389	-0.066596	0.283345	0.983366	0.565777	-0.274648	-0.640853	-2.99304	-1.92009	0.728319	3.44577	1.86939	-0.43145	-0.698898
ENSBTAG00000008468	-0.869439	-0.355958	0.241294	0.256804	0.655693	-0.0641347	0.13574	-2.70576	-1.41769	0.603754	1.4151	1.75686	1.07975	-0.732026
ENSBTAG00000008472	-0.503833	0.343659	-0.093736	1.25143	0.704773	-0.52683	-1.17547	-1.28522	-0.636587	-0.440658	2.08447	2.16374	-0.064037	-1.8217
ENSBTAG00000008483	-0.311419	-1.00457	0.054786	1.49395	0.546755	-0.237038	-0.542468	-2.05074	-2.06264	-0.219575	1.47335	1.63416	1.00301	0.222431
ENSBTAG00000008485	-0.752857	-0.521807	0.6727	0.894358	-0.848752	0.94301	-0.386653	-1.23223	-0.949794	0.52544	1.86412	1.22355	0.337615	-1.7687
ENSBTAG00000008510	-0.409668	-0.0272003	0.221332	-0.027957	0.040308	0.298035	-0.094847	-1.76196	-1.38534	-0.349063	1.86272	1.22346	0.190476	0.21972
ENSBTAG00000008518	-0.135426	-0.659783	-0.428734	0.353352	0.130743	0.548329	0.191517	-1.7214	-3.0099	-0.0741177	2.39233	1.79778	0.706345	-0.0910443
ENSBTAG00000008523	-0.527964	-0.453582	0.418396	0.804464	-0.184757	0.073431	-0.129989	-2.34965	-0.84603	-0.524374	2.59611	1.2891	0.521006	-0.686172
ENSBTAG00000008527	0.280763	-0.508279	0.326897	1.64439	0.0889747	-1.24069	-0.592051	-1.5831	-1.66687	0.84775	2.90889	1.81828	-0.602391	-1.72255
ENSBTAG00000008541	-1.06849	-0.53201	0.370675	0.422058	0.59499	0.126018	0.0867573	-2.71002	-1.35463	1.87326	1.9294	0.691504	0.455954	-0.885469
ENSBTAG00000008548	-0.994871	-0.493512	0.600959	0.82922	0.548009	-0.689441	0.199636	-2.6553	-2.40125	0.32393	1.80766	2.25067	1.1375	-0.463209
ENSBTAG00000008551	0.35969	-0.311946	0.346083	0.420464	0.651513	-0.155278	-1.31052	-2.13229	-3.03497	-0.357957	2.53808	3.4123	1.02244	-1.44759
ENSBTAG00000008562	-1.07782	-0.062979	-0.406186	0.644726	0.242451	0.560954	0.098856	-2.83038	-1.25068	0.623513	2.73071	1.64956	0.233771	-1.15649
ENSBTAG00000008570	-0.493462	-1.18661	0.463371	0.909551	0.571057	-0.127258	-0.136648	-2.23679	-3.13947	-0.619275	3.84292	2.06923	0.329366	-0.245977
ENSBTAG00000008577	0.277271	0.312391	0.163629	-0.163315	0.54344	-0.0674203	-1.066	-2.2313	-1.37632	0.337365	1.3081	2.25533	0.959786	-1.25296
ENSBTAG00000008595	0.242362	-0.84686	0.0207037	0.239172	0.181588	0.0558237	0.107207	-2.32257	-1.41989	0.65839	2.27792	0.969985	-0.0437173	-0.120108
ENSBTAG00000008617	-0.386904	0.547549	-0.342394	0.756219	-0.634217	-0.0154503	0.075194	-1.09165	-1.79597	-0.0261033	2.05478	2.19011	-0.328921	-1.00223
ENSBTAG00000008629	-0.421372	-0.234833	0.311037	0.818511	0.503691	-0.263838	-0.713195	-1.76129	-0.839422	0.557892	2.57449	1.94256	-0.346722	-2.1275
ENSBTAG00000008632	-0.326374	0.068835	-0.370884	0.539782	0.191409	0.143216	-0.245986	-1.75404	-0.840943	0.900268	2.56804	1.58999	-0.930365	-1.53295
ENSBTAG00000008656	-0.462489	-0.292214	0.487471	-0.18693	0.217161	0.0441197	0.192882	-1.45383	-1.73626	0.502196	2.05568	0.801509	0.494016	-0.663307
ENSBTAG00000008664	-0.222153	-0.210031	-0.462593	0.239943	0.376126	0.0995403	0.179171	-0.99792	-2.51487	-0.050102	2.38124	2.07404	0.057829	-0.95022
ENSBTAG00000008674	-0.724202	-0.351125	-0.463282	0.490514	0.566198	0.347922	0.133971	-1.67978	-1.03115	-0.973029	2.03097	2.061	0.340701	-0.748714
ENSBTAG00000008692	-0.0673573	0.135306	0.285503	0.381397	0.079622	-0.116307	-0.698163	-2.67083	-1.33506	1.18053	2.34954	1.98596	-0.203045	-1.30709
ENSBTAG00000008699	-0.436532	-0.520304	0.374888	0.529656	-0.0230857	0.0376877	0.0376877	-2.81726	-0.854631	1.26095	2.53421	1.15336	-0.133248	-1.14337
ENSBTAG00000008703	-0.293916	0.409488	-0.293917	0.650489	0.037168	0.111549	-0.62086	-2.22376	-0.9461	-0.0529807	2.78213	1.6165	-0.241591	-0.934194
ENSBTAG00000008709	-0.432243	-0.067524	0.536602	0.462949	1.32026	-0.64178	-1.17826	-1.92728	-2.37999	1.17822	2.99238	1.88698	-0.189232	-1.56108
ENSBTAG00000008719	0.279611	0.116404	-0.27313	0.188967	-0.106205	-0.00955433	-0.196093	-2.05159	-1.28885	1.49235	2.28653	1.60143	-0.138936	-1.90093
ENSBTAG00000008721	-0.182387	-0.182387	-0.143126	0.537439	0.100045	0.148697	-0.278282	-0.60646	-1.07563	-0.329881	2.96182	0.751848	-0.60646	-1.09524
ENSBTAG00000008728	-0.854657	-0.335925	0.722124	0.692524	-0.261544	-0.341175	0.378652	-3.50072	-1.06633	1.00584	2.8126	1.78221	-0.497699	-0.535896
ENSBTAG00000008729	-0.511291	-0.280242	0.439586	0.0382613	0.752621	0.281892	-0.720828	-2.36969	-0.503411	-0.695794	1.40786	2.47696	0.656653	-0.972577
ENSBTAG00000008730	-0.752568	-0.439233	-0.399972	0.694498	0.524224	0.332437	0.040614	-0.803415	-0.959943	0.204332	2.95756	0.925283	-0.265259	-2.05855
ENSBTAG00000008731	-1.00743	-0.493944	0.723558	0.662786	0.324969	-0.629098	0.419157	-1.75587	-1.02347	-0.534687	3.04205	2.29698	-1.68898	-0.336026
ENSBTAG00000008733	-0.458785	-0.0627097	-0.09258	-0.114093	-0.078973	0.343029	0.464108	-2.11454	-0.582838	0.672021	1.20784	1.23932	-0.0107287	-0.411073
ENSBTAG00000008734	0.233712	-0.855511	0.291829	-0.123101	0.352604	-0.087981	0.188445	-0.266631	-1.45174	0.0543067	2.56562	0.450624	-1.28147	-0.0707023
ENSBTAG00000008755	-0.428187	-0.619975	0.163817	1.22609	0.147552	-0.167267	-0.322037	-2.42317	-1.40355	1.39011	2.2111	1.56705	-0.528741	-0.812791
ENSBTAG00000008771	-0.879361	-0.722693	-0.169949	1.18065	0.87314	-0.169949	-0.111831	-2.84998	-2.11758	-0.566258	2.58111	2.23731	0.996516	-0.281117
ENSBTAG00000008800	-0.787163	-0.608116	-0.058896	0.630903	0.59913	0.139111	0.0850313	-1.08894	-1.31782	0.569343	1.91345	0.798961	-0.0685027	-0.806505
ENSBTAG00000008802	-0.609956	0.0779423	-0.047822	0.511035	0.427881	-0.131594	-0.227488	-2.1214	-1.21451	1.50952	1.43922	1.40718	0.106151	-1.12617
ENSBTAG00000008816	-0.456245	-0.372473	-0.477758	0.460995	0.299161	0.552588	-0.00626933	-2.41027	-1.73598	0.482113	2.24734	2.2645	0.435588	-1.28328
ENSBTAG00000008840	-0.286552	-0.324328	-0.533865	1.278	0.400589	-0.517601	-0.0162417	-1.65256	-1.9931	-1.42824	1.89586	1.72804	0.941824	0.508168
ENSBTAG00000008841	-0.558661	0.184004	0.105482	0.505855	0.0899753	-0.0896903	-0.236968	-1.63485	-1.33554	-0.357977	2.00424	1.57216	0.237496	-0.485528
ENSBTAG00000008864	-0.552453	-0.648347	0.122864	1.07006	0.71146	-0.321403	-0.382177	-2.30905	-1.19933	1.23654	1.29376	1.61851	0.268904	-0.909333
ENSBTAG00000008871	-0.0404363	-1.19568	0.67046	1.05155	0.79474	-0.547045	-0.733584	-0.342709	-1.24539	0.023495	1.08561	1.07186	-0.0798893	-0.512983
ENSBTAG00000008887	0.06561	-0.396488	-0.223557	0.418207	0.546737	-0.431609	0.0210993	-0.136523	-0.531112	-2.08243	1.76778	1.48237	-0.0527513	-0.447341
ENSBTAG00000008888	-0.028659	-0.022543	-0.231323	0.906358	0.038231	-0.6044	-0.057663	-1.32422	-1.92242	-0.886662	1.96665	2.61717	-0.019355	-0.431171
ENSBTAG00000008909	0.281947	-0.0706503	-0.64225	0.115888	0.0293847	-0.180152	0.465829	-1.43868	-0.731932	0.610377	2.4946	1.85046	-1.60896	-1.17587
ENSBTAG00000008911	0.0288047	0.551677	-0.202245	0.551677	0.857107	-0.315887	-1.47114	-2.07779	-1.62509	0.00402533	2.80734	3.19914	0.50257	-2.8102
ENSBTAG00000008913	-0.487995	-0.167168	0.431243	-0.0414037	-0.188681	0.328483	0.125521	-1.22136	-1.30514	-0.233269	1.94332	1.88988	0.0810507	-1.15447
ENSBTAG00000008915	-0.78285	0.247498	-0.124822	0.472429	0.19273	-0.015321	0.010333	-2.72208	-1.31722	0.848574	2.25828	1.55425	0.178564	-0.800355
ENSBTAG00000008921	-0.31469	-0.293177	-0.106639	0.681098	0.20818	0.580504	-0.755276	-1.52224	-1.71787	0.123581	1.93232	1.47377	0.112011	-0.401576
ENSBTAG00000008933	0.132621	-0.304774	-0.125108	0.363669	-0.456192	0.276215	0.113569	-2.02311	-2.0515	0.247935	2.52561	2.00073	0.111464	-0.811124
ENSBTAG00000008934	-0.119537	-0.791173	0.149288	0.200672	0.351333	0.328954	-0.119537	-1.07526	-0.754326	0.566497	1.37676	0.932385	-0.689446	-0.356603
ENSBTAG00000008948	-0.154825	0.114	0.101878	0.561652	0.041102	-0.399481	-0.264326	-1.85887	-1.49266	1.44168	2.38266	1.09011	-0.320761	-1.24216
ENSBTAG00000008964	-0.526728	-1.12398	0.180028	0.471851	0.748276	0.471851	-0.221297	-1.75928	-2.12549	-0.291737	2.16955	2.94894	-0.0853907	-0.856601
ENSBTAG00000008969	-0.325098	-0.263458	0.189866	0.683738	-0.041181	-0.044531	-0.199334	-1.40154	-1.39071	0.0930127	2.4914	1.53994	-0.851315	-0.480784
ENSBTAG00000008973	-0.144721	-0.228494	-0.0576227	0.449741	0.16439	-0.173726	-0.009568	-2.03365	-2.03365	0.926541	2.60724	0.739935	-0.360388	0.153982
ENSBTAG00000008987	-0.045314	-0.201982	0.572148	0.443464	0.687092	-0.507413	-0.947998	-2.21912	-2.67182	0.119575	1.50029	3.06135	1.10213	-0.892397
ENSBTAG00000008989	-0.614172	-0.212848	0.496563	0.572921	0.092583	-0.614172	0.279121	-1.00486	-2.30213	-0.647855	1.20729	2.43939	-0.0139707	0.322141
ENSBTAG00000008997	-0.265512	-0.118234	0.19058	0.219583	-0.050726	-0.0952367	0.119549	-1.47909	-1.39118	-0.281596	1.90866	1.20094	0.666041	-0.623779
ENSBTAG00000008998	-0.876045	0.061224	0.487849	0.868871	0.379233	-0.30179	-0.619343	-1.66724	-1.32669	0.543136	2.52198	1.70154	-1.00818	-0.764554
ENSBTAG00000009005	-1.15718	-0.193719	0.642211	0.558897	-0.080077	0.497103	-0.267234	-2.32692	-0.306439	0.230039	2.66237	1.03853	-0.136164	-1.16142
ENSBTAG00000009014	-1.23647	-0.333782	0.279735	1.06277	0.215771	-0.408163	0.420138	-1.54983	-2.21247	1.12291	1.91981	0.841216	-0.289905	0.168276
ENSBTAG00000009034	-0.114293	-0.522491	0.197337	0.467647	-0.142679	0.354539	-0.240058	-1.83971	-0.725035	-0.647756	2.60107	0.90942	-0.0346797	-0.263309
ENSBTAG00000009035	-0.338856	0.207014	0.5769	1.1715	-0.373976	-0.255084	-0.987494	-2.13877	-0.587456	0.598806	1.85529	1.60126	-0.37546	-0.953661
ENSBTAG00000009042	-0.113794	-0.0421803	-0.220894	0.507371	-0.0259157	-0.039413	-0.0651767	-2.29823	-1.32866	0.434234	2.60967	1.26118	-0.168715	-0.509472
ENSBTAG00000009087	-0.553361	0.250238	0.027629	0.481286	0.529479	-0.508851	-0.226418	-1.34879	-1.07233	-0.743645	2.17719	2.10072	-0.452084	-0.661054
ENSBTAG00000009091	-0.230921	-0.291695	0.816252	0.472482	0.563287	-0.828174	-0.501231	-1.38132	-1.09888	-0.084046	1.75625	1.25444	-0.308361	-0.138086
ENSBTAG00000009098	0.202021	0.0696333	0.124985	0.166904	-0.395231	-0.01352	-0.154791	-2.83609	-1.06965	-0.455148	2.72046	2.00746	0.609651	-0.976684
ENSBTAG00000009104	-0.044263	-0.15642	0.344939	0.57537	0.794455	-0.223929	-1.29015	-2.29452	-1.18684	0.773356	1.39033	2.20529	-0.001211	-0.886391
ENSBTAG00000009117	-0.923604	-0.32635	-0.618174	0.272442	1.05115	0.514075	0.030464	-1.32205	-0.603412	0.0254377	0.931208	1.24128	0.358604	-0.631062
ENSBTAG00000009127	-0.177041	-0.154043	0.0891283	0.176582	0.037745	0.13778	-0.110151	-2.36104	-0.697564	-0.0969277	1.76045	0.882299	-0.231521	0.744309
ENSBTAG00000009129	-0.93726	0.23425	-0.183338	0.928883	0.459294	-0.183338	-0.318493	-2.34286	-2.20038	0.323973	1.78558	1.57276	1.03057	-0.16964
ENSBTAG00000009151	0.226892	0.203894	-0.383969	1.0092	0.0781293	-1.21227	0.0781293	-2.66579	-1.11447	-0.44475	3.27177	2.38125	-1.27433	-0.153672
ENSBTAG00000009152	-1.00719	0.068423	-0.178889	0.884144	0.530521	-0.0437343	-0.253271	-1.72057	-0.169253	-0.817888	3.63785	1.60832	-0.817889	-1.72057
ENSBTAG00000009154	-0.362466	-0.14768	0.195526	1.00757	0.0388583	-0.278694	-0.453111	-2.79089	-1.01011	0.320407	1.71278	2.01346	0.65337	-0.899019
ENSBTAG00000009157	-1.18679	-0.820587	0.36978	1.0947	0.199505	0.66677	-0.323368	-1.9213	-1.10239	-0.257825	3.06488	1.2843	-0.219321	-0.848344
ENSBTAG00000009167	-0.243209	0.290946	-0.00528733	0.0411997	0.428424	-0.364757	-0.147315	-2.89218	-1.25709	0.815913	1.15681	1.42735	0.907667	-0.158476
ENSBTAG00000009169	0.246658	-0.401979	-0.401979	1.04595	0.951821	-0.537135	-0.903339	-0.729002	-0.259836	0.017322	1.79903	2.12642	-1.66007	-1.29387
ENSBTAG00000009175	-0.131206	-0.301481	-0.362255	0.898192	0.205994	0.113782	-0.423029	-1.40169	-0.999418	0.131932	1.90098	1.0529	0.0210727	-0.70578
ENSBTAG00000009178	-0.73472	0.499048	-0.1941	0.184227	-0.277872	0.255418	0.267999	-1.14192	-1.50813	-0.152739	1.49104	0.811881	0.260743	0.239119
ENSBTAG00000009191	-0.0715813	-0.0108073	-0.974266	0.715893	0.759487	-0.363405	-0.055318	-0.672253	-0.501979	-0.926299	2.21012	1.96733	-0.672253	-1.40466
ENSBTAG00000009200	0.091618	-0.375647	0.056498	0.160831	0.47054	-0.471541	0.067704	-2.34239	-1.20255	0.0756043	2.53085	1.59213	0.182703	-0.836342
ENSBTAG00000009201	-0.252799	0.0971413	0.460557	0.040508	0.668504	-0.43417	-0.579742	-1.53832	-1.53832	0.160089	1.53177	1.58758	0.27339	-0.476199
ENSBTAG00000009208	0.270768	0.257161	0.016721	0.48821	0.379735	-1.30355	-0.109044	0.16615	-1.85433	-0.0966697	2.0476	2.00676	-1.85433	-0.415174
ENSBTAG00000009213	-0.772161	-0.270801	-0.0242453	0.711511	0.185291	-0.100526	0.270928	-2.42244	-2.16839	-0.0778403	2.04544	2.49443	0.793578	-0.664777
ENSBTAG00000009228	-0.286216	-0.501002	0.250263	0.760395	0.100197	-0.38211	0.058475	-2.57834	-1.77904	1.02654	2.4699	1.77553	-0.652453	-0.262145
ENSBTAG00000009236	-0.320866	-0.439758	0.0200163	0.304774	0.0196857	0.705243	-0.289096	-2.18311	-2.43989	-1.14616	2.66883	2.19028	0.653966	0.256093
ENSBTAG00000009237	-0.0307247	-0.361809	-0.0348663	0.738562	0.965196	-0.592858	-0.683503	-0.86749	-2.50258	-1.23369	2.71237	2.04666	0.429782	-0.585057
ENSBTAG00000009245	-1.01203	-0.0201867	0.506629	1.07309	0.722638	-0.951257	-0.318883	-2.25484	-2.31131	0.270454	2.78411	1.94871	-0.00391933	-0.433205
ENSBTAG00000009246	-0.556366	0.413208	0.0118837	0.715288	-0.155042	-0.691521	0.262546	-2.3241	-1.5917	1.08863	2.92897	0.845571	-0.576858	-0.370512
ENSBTAG00000009271	0.171758	-0.818379	0.068374	0.763266	-0.0345877	-0.3914	0.240971	-1.60364	-1.75287	0.304061	1.72488	1.64189	-0.00854133	-0.305774
ENSBTAG00000009278	0.151886	0.210337	-0.615642	0.393192	0.191148	0.210337	-0.54126	-1.68572	-1.36479	-0.730902	1.73201	1.66874	0.648184	-0.267522
ENSBTAG00000009279	-0.310688	-0.497227	-0.653895	0.938587	0.867556	0.24879	-0.593121	-1.3925	-1.22222	-0.219451	3.09557	1.69866	-0.763477	-1.19657
ENSBTAG00000009281	-0.047913	-0.323473	-0.217322	0.31304	0.087242	-0.112037	0.30046	-1.90771	-1.40097	0.00383367	1.95456	1.69679	0.367814	-0.714319
ENSBTAG00000009288	-0.385896	-0.364383	-0.290003	0.931185	0.047199	0.0532053	0.00869467	-1.57597	-1.85841	0.007808	1.4027	1.71894	0.539971	-0.235042
ENSBTAG00000009290	-0.470533	0.187494	0.579427	0.357769	-0.775964	-0.021176	0.142983	-1.77442	-1.40822	0.519722	2.52415	1.12145	0.1431	-1.12578
ENSBTAG00000009298	-0.438423	-0.974903	0.129826	0.620928	0.0750583	0.512452	0.0750583	-1.5884	-2.06676	-0.041463	1.72854	2.04852	0.284341	-0.364779
ENSBTAG00000009304	-0.082352	-0.595834	0.0528033	0.814323	0.505511	-0.194509	-0.49994	-1.85862	-0.477573	-1.36984	2.43763	2.29446	-0.352566	-0.673502
ENSBTAG00000009305	0.03987	0.068874	0.0243633	0.207711	0.120257	-0.460733	-0.00034	-1.76082	-0.52529	0.217946	2.32534	1.13637	-0.755172	-0.638385
ENSBTAG00000009307	-0.073188	-0.169082	0.354656	-0.094701	0.356633	-0.235106	-0.139212	-1.91315	-1.16789	0.529374	2.39418	1.15479	-0.129324	-0.867984
ENSBTAG00000009330	-0.381508	0.221861	-0.150459	0.391679	0.094196	0.051586	-0.227358	-1.62778	-0.979143	-0.725096	1.59977	2.07282	-0.104253	-0.236316
ENSBTAG00000009334	-0.495523	-0.042814	0.0409577	0.679933	0.040958	-0.0941973	-0.129317	-1.96299	-0.890453	-0.297572	3.03364	1.99815	-0.962039	-0.918744
ENSBTAG00000009336	-0.00803033	-0.28359	-0.932228	0.484889	1.52255	-0.239079	-0.54451	-2.03771	-1.22603	0.145452	1.72052	2.12076	0.347252	-1.07024
ENSBTAG00000009351	0.130952	-0.149615	-0.585034	0.333913	-0.319024	0.230195	0.358617	-1.59238	-1.0559	0.272473	3.16553	1.28491	-0.764693	-1.30994
ENSBTAG00000009363	0.355283	0.421307	-0.19746	0.145747	0.145747	-0.136686	-0.733939	-0.53671	-0.995459	-0.687372	2.79614	2.33904	-0.481026	-2.43462
ENSBTAG00000009372	-0.360384	-0.0334407	-0.0685607	-0.299611	0.528693	0.176096	0.057204	-0.818396	-0.84405	-0.436125	1.23837	1.56592	-0.16976	-0.535964
ENSBTAG00000009376	-0.586535	0.003844	-0.0345487	0.283954	0.402382	-0.0663187	-0.00277867	-1.10349	-1.68523	-0.273866	1.3064	1.27377	0.283493	0.198927
ENSBTAG00000009390	-0.724735	0.0549163	0.11569	0.577788	0.273842	0.161067	-0.458565	-0.989602	-1.04174	0.101601	2.12315	1.50901	-0.662686	-1.03973
ENSBTAG00000009410	-1.21962	0.476249	0.272829	0.488371	0.459367	-0.316934	-0.160266	-2.41403	-1.51135	1.19618	2.96668	1.34471	-0.465417	-1.11676
ENSBTAG00000009412	0.06189	-0.169159	-0.325827	0.338316	0.804552	-0.631258	-0.0785147	-1.41562	-1.65036	1.58046	2.22898	1.47856	-0.468278	-1.75374
ENSBTAG00000009415	-0.464949	0.153818	-0.352791	0.934956	0.279582	0.123865	-0.674485	-1.19102	-0.908588	0.552681	2.2255	1.08322	-0.288337	-1.47345
ENSBTAG00000009427	-0.789099	-0.387773	0.497161	0.437741	0.340494	-0.0539573	-0.044567	-2.50064	-1.4564	0.993701	2.49371	1.4049	0.00333733	-0.938611
ENSBTAG00000009432	-0.281809	0.0965173	-0.154145	0.435616	-0.565727	0.201801	0.267743	-1.87163	-1.46662	-0.169647	1.80181	1.44554	0.373118	-0.112568
ENSBTAG00000009435	0.171518	0.327234	0.009683	0.084063	0.0484853	0.238408	-0.879394	-1.99498	-1.8247	-1.22133	2.15313	2.24637	1.2265	-0.584991
ENSBTAG00000009446	0.0353093	0.520406	0.302428	0.622903	0.183537	-0.76209	-0.902494	-1.3647	-1.34142	0.410815	1.93656	1.46876	0.025585	-1.1356
ENSBTAG00000009458	0.122387	-0.126411	-0.549248	0.910616	0.684518	-0.222305	-0.819559	-1.28907	-1.31472	-0.614273	2.39263	1.78585	0.206073	-1.16649
ENSBTAG00000009459	0.0515673	0.103569	0.147461	0.0101363	-0.105968	0.199462	-0.40623	-1.91241	-1.33421	-0.0878523	1.23359	1.91114	0.74828	-0.558543
