Gene	Exp1	Exp2	Exp3	Exp4	Exp5	Exp6	Exp7	Exp8	Exp9	Exp10	Exp11	Exp12	Exp13	Exp14
ENSBTAG00000000054	-0.978455	0.679306	0.107577	0.390009	0.294115	0.15896	-0.651512	0.344823	1.88373	1.59068	-0.326252	-0.765696	-1.09541	-1.63188
ENSBTAG00000000057	-0.0265003	-0.213039	-0.273813	0.041008	0.220055	0.367951	-0.11566	0.998188	1.85792	1.18531	0.137008	0.194782	-1.38775	-2.98546
ENSBTAG00000000071	0.309101	0.437384	0.206334	0.14556	-0.390919	0.511765	-1.21922	0.683582	0.873048	0.12145	0.806157	-1.42987	-1.06366	0.00929233
ENSBTAG00000000072	-1.78539	0.857055	0.750901	1.10395	-0.234068	-0.516501	-0.17595	0.0363737	0.852844	2.54459	1.10156	0.25333	-2.9392	-1.84949
ENSBTAG00000000092	0.757743	-0.828426	-0.176405	0.503212	-0.000123667	-0.648761	0.39276	2.51237	-1.70509	-1.23129	1.81623	0.302647	-0.676915	-1.01795
ENSBTAG00000000097	-0.431041	0.49592	0.551604	-0.148609	0.169894	-0.685089	0.0473203	-0.924996	0.475474	1.44619	0.531441	-0.300956	-0.716799	-0.510349
ENSBTAG00000000103	0.300357	-0.348278	0.374315	-0.0888433	0.398229	-0.483434	-0.152349	-0.878386	2.14773	0.329841	-0.606371	-0.438828	-0.455709	-0.0982773
ENSBTAG00000000123	1.14783	0.371534	0.849895	0.602583	-0.836582	-1.06763	-1.06763	0.446118	0.532621	0.898825	0.0799147	-0.652492	-0.652492	-0.652492
ENSBTAG00000000131	0.394183	0.175256	0.307755	-0.303106	-0.20307	-0.494894	0.123873	2.18731	1.77878	1.11944	-0.590707	-1.09019	-1.58777	-1.81685
ENSBTAG00000000139	0.495545	0.758364	0.177993	-0.323367	-1.21244	0.623209	-0.519297	-0.338485	0.479941	1.3741	1.68329	-3.11391	-1.29977	1.21483
ENSBTAG00000000149	0.463054	0.981693	0.463055	-0.0734243	-0.737568	-0.31998	-0.776829	-2.12643	2.40558	2.29325	-0.298959	-0.379183	-0.905245	-0.989016
ENSBTAG00000000163	-0.202131	0.0905583	0.177678	0.00461667	-0.050603	-0.001035	-0.019084	0.161415	0.993665	0.746758	0.986682	0.156198	-1.10385	-1.94087
ENSBTAG00000000177	0.449916	0.354971	0.54581	0.378884	-0.707147	-0.742267	-0.280168	0.566441	0.548495	0.9252	0.379487	-0.728099	-1.34337	-0.348148
ENSBTAG00000000188	0.378054	0.124007	0.51784	0.628292	-0.207077	-0.585404	-0.855715	-0.513339	0.979861	1.10244	0.115683	-0.31741	-0.683614	-0.683614
ENSBTAG00000000204	0.149905	0.099388	0.179775	0.181675	-0.251419	-0.282323	-0.077003	1.06067	0.471098	0.719418	1.0282	-0.741205	-1.63469	-0.903496
ENSBTAG00000000222	0.707978	0.659784	0.641088	0.48951	-0.008499	-0.946303	-1.54356	1.44422	1.18446	2.0774	0.795789	-1.18075	-2.25852	-2.06259
ENSBTAG00000000267	0.534162	-0.0400937	0.239607	-0.567183	0.200346	0.104452	-0.471289	2.40357	0.903333	0.583433	-0.342679	-0.563614	-0.881428	-2.10261
ENSBTAG00000000278	0.706175	0.108921	0.234686	0.728554	0.122529	-0.488333	-1.41253	0.0525403	0.996945	0.681563	0.597792	0.0781947	-1.02042	-1.38662
ENSBTAG00000000292	0.294275	0.737323	-0.139437	0.297957	0.000967333	-0.0813197	-1.10977	1.15015	1.6194	2.26266	-0.349839	-1.17356	-1.68468	-1.82414
ENSBTAG00000000305	0.25934	-0.093257	-0.181246	0.287725	0.29111	-0.412295	-0.151375	0.745967	1.00953	0.992767	1.55189	0.367017	-3.32141	-1.34577
ENSBTAG00000000343	-0.162835	0.616815	0.497922	0.407279	-0.202096	-0.689848	-0.467239	-0.427009	2.05179	2.68529	1.11463	-0.864284	-2.20488	-2.35554
ENSBTAG00000000376	-0.350407	0.40868	-0.0679747	0.352996	-0.23825	0.03731	-0.142356	2.69438	0.597163	-0.0795603	-1.14654	-1.08842	-0.375328	-0.601699
ENSBTAG00000000385	-0.65478	0.260027	1.0242	0.837667	-1.02098	-0.0224057	-0.42373	-2.72522	1.08825	1.25721	0.598456	0.449516	0.538839	-1.20705
ENSBTAG00000000389	0.472451	0.237455	-0.359797	-0.64223	0.526621	-0.224642	-0.009856	1.16275	0.865217	0.646985	0.155813	-1.26341	-0.698542	-0.868817
ENSBTAG00000000428	0.0208527	0.146917	-0.038754	-0.139815	0.237561	-0.033664	-0.193098	2.6593	1.46984	0.0971473	0.333021	-0.366589	-1.68151	-2.51121
ENSBTAG00000000446	1.06177	0.0999053	-0.644626	-0.50947	0.0647853	-0.047372	-0.0249927	2.12593	2.19925	1.65559	-0.325739	-1.41515	-1.77637	-2.46352
ENSBTAG00000000526	0.391062	0.059978	0.682885	0.0173663	-0.511622	-0.319834	-0.319834	-1.02139	1.42633	2.69101	0.300665	-1.29462	-0.695215	-1.40678
ENSBTAG00000000539	-0.254519	-0.903157	0.191316	0.923724	0.557519	-0.0874347	-0.42745	0.414855	0.436291	1.20915	0.433801	-0.200999	-1.02811	-1.26499
ENSBTAG00000000565	0.843867	0.763533	0.371817	0.597775	-0.466743	-0.854461	-1.25579	0.944103	1.16466	2.10953	0.991017	-0.861789	-2.87386	-1.47367
ENSBTAG00000000629	-0.00364067	-0.019904	0.863165	0.0956377	-0.167181	-0.482003	-0.286074	-0.985443	1.72086	2.33703	0.987344	-0.644789	-1.86276	-1.55225
ENSBTAG00000000642	0.0152883	-0.004325	-0.215761	-0.0867217	0.277318	0.140186	-0.125983	-1.01534	0.872006	2.2733	1.25597	-0.66104	-0.982897	-1.742
ENSBTAG00000000670	0.217979	-0.184487	0.848969	0.155228	-0.347889	-0.213491	-0.47631	-0.385973	1.1295	2.00364	0.606916	0.13523	-1.68337	-1.80594
ENSBTAG00000000682	0.483368	-0.0315997	-0.223388	1.19985	-0.113886	-0.493698	-0.820642	0.002412	0.971984	0.114569	0.734819	0.342961	-0.90027	-1.26647
ENSBTAG00000000750	0.340047	0.215768	0.417812	0.242448	-0.314595	-1.01386	0.112383	1.21123	1.22329	2.05009	1.17928	-1.05723	-2.24618	-2.36048
ENSBTAG00000000809	-0.0949903	0.489682	0.601839	0.0685507	0.393788	-0.63147	-0.8274	-0.833152	0.882462	0.737355	0.967237	0.474536	-0.662878	-1.56556
ENSBTAG00000000813	0.175922	0.136661	0.967733	-0.42133	-0.00693333	-0.482104	-0.369947	2.59138	1.97971	0.606987	-0.325006	-1.14843	-2.00071	-1.70394
ENSBTAG00000000824	0.395201	-0.217095	0.510144	0.122428	-0.369539	-0.302649	-0.13849	1.67585	1.0555	0.253265	0.725745	0.516275	-1.30597	-2.92066
ENSBTAG00000000835	1.02276	1.61157	-0.342026	-0.573076	-0.573076	-0.573076	-0.573076	1.57824	1.01338	-0.518325	-0.518325	-0.518325	-0.518325	-0.518325
ENSBTAG00000000877	0.605702	0.252995	-0.148329	0.0982267	-0.225366	-0.113209	-0.470023	1.84963	1.245	0.0149907	0.755757	-0.324778	-2.55117	-0.989433
ENSBTAG00000000878	-0.215766	1.19353	-0.521196	-0.059097	-0.302269	0.307107	-0.402304	1.51909	1.68106	1.17563	0.118403	-1.09734	-1.31803	-2.07882
ENSBTAG00000000908	0.128847	0.00995733	0.180231	-0.0377437	0.00246567	-0.542785	0.259028	0.047503	0.920553	2.06607	0.821117	-0.804738	-1.85624	-1.19427
ENSBTAG00000000910	0.909867	0.813973	0.659205	-0.31976	-1.19945	-1.19945	0.335612	0.495741	-0.0407373	1.25653	-0.124509	-0.773144	-0.773144	-0.0407373
ENSBTAG00000000940	-0.225943	0.51258	-1.12863	0.252418	0.422692	0.06588	0.101	-1.29301	0.951037	-0.698889	1.87514	1.33858	-0.707809	-1.46506
ENSBTAG00000000988	-0.563343	0.461915	1.20718	1.27905	-0.653987	-1.21198	-0.518832	-0.0927187	2.48775	2.14626	0.653211	-1.37552	-1.88847	-1.93052
ENSBTAG00000000995	0.528444	0.110855	-0.0261987	0.153467	0.118347	-0.637058	-0.247856	0.75218	1.15309	0.119186	0.548483	0.37261	-0.502959	-2.44259
ENSBTAG00000000998	0.84909	0.57045	-1.05866	0.135844	-0.361374	-0.297869	0.162524	2.81035	1.13308	-0.470049	0.0783367	-0.880031	-1.19599	-1.47569
ENSBTAG00000001020	0.648089	0.46155	0.958768	0.862875	-0.732958	-1.09916	-1.09916	1.10368	1.15138	0.360858	-0.287777	-0.287777	-1.02018	-1.02018
ENSBTAG00000001042	-0.761411	0.115086	1.15378	0.499986	0.0668907	-0.931686	-0.142644	-0.128593	1.83695	0.100116	0.882719	-0.368358	-1.23674	-1.08608
ENSBTAG00000001068	0.550123	0.621313	0.154916	0.366352	-0.413333	-0.770147	-0.509227	2.96047	2.3078	2.1287	0.0343123	-2.478	-2.27934	-2.67393
ENSBTAG00000001069	0.164499	0.125241	-0.254654	0.328043	0.251953	0.167612	-0.782693	0.467097	1.08539	-1.16337	0.57932	1.06702	0.79433	-2.82979
ENSBTAG00000001071	0.379816	0.521653	-0.12011	0.0914843	0.370236	-0.322913	-0.920166	1.1985	0.619255	-0.464768	-0.0726473	0.453622	-0.122198	-1.61176
ENSBTAG00000001088	-0.816606	0.946151	1.14911	0.464405	-0.877381	-0.450401	-0.415282	-0.669641	1.1445	0.345198	0.848317	-0.499366	-0.499366	-0.669641
ENSBTAG00000001093	-0.365145	0.761096	0.684815	-0.365144	-0.290763	-0.134095	-0.290763	-2.01153	1.11293	2.80136	0.258299	-0.563602	-1.22101	-0.376445
ENSBTAG00000001101	0.612906	0.658173	0.3716	0.931409	-0.626979	-1.45528	-0.491824	0.196902	0.196902	-0.169302	1.38202	-0.535505	-0.535505	-0.535505
ENSBTAG00000001117	0.909135	0.379531	-0.185335	0.5958	-0.962255	-0.917743	0.18087	2.73567	1.21395	-0.272387	-0.129057	-0.34627	-1.85686	-1.34504
ENSBTAG00000001119	0.69575	0.37378	-0.397886	-0.005002	-0.201957	0.029092	-0.49378	1.43364	-0.23865	0.237026	1.30503	0.0444963	-0.91579	-1.86575
ENSBTAG00000001173	1.46185	0.409502	0.288711	-0.716738	-0.247767	-0.163996	-1.03156	1.61933	1.66982	0.311375	-0.832855	-1.21721	-0.745202	-0.805265
ENSBTAG00000001178	0.0443723	0.46196	-0.112296	-0.186677	0.214648	-0.151557	-0.270449	0.423096	1.37548	-0.546476	0.0183877	-0.00999833	-1.27888	0.0183877
ENSBTAG00000001199	-0.277729	0.395805	0.470185	0.943458	-0.315505	-0.425006	-0.791211	-0.812014	1.73805	2.40821	2.05187	-0.343704	-2.37286	-2.66955
ENSBTAG00000001229	0.267127	0.0607813	-0.019606	0.326732	-0.165967	-0.096753	-0.372313	1.68844	1.19263	1.29877	-0.460895	-1.22938	-1.5787	-0.910872
ENSBTAG00000001255	0.463783	0.0163783	0.12937	-0.316464	-0.316464	-0.110118	0.133512	2.17519	0.973098	-0.703713	0.0868127	-1.18207	-0.449667	-0.899642
ENSBTAG00000001260	0.658116	0.484566	-0.0391723	0.0514723	-0.291734	-0.401236	-0.46201	2.13104	2.0406	0.0859033	-0.456617	-0.909323	-1.4458	-1.4458
ENSBTAG00000001289	0.0322187	0.43536	0.649681	1.08632	0.870781	-1.58513	-1.48923	0.4066	2.25292	1.02848	1.06948	0.927316	-2.76768	-2.91711
ENSBTAG00000001295	0.401927	0.69375	0.614875	0.307933	-1.01424	-0.356211	-0.648034	2.27878	2.46159	1.09967	-0.741732	-1.81799	-1.95988	-1.32044
ENSBTAG00000001325	0.335015	0.558574	-0.091961	-0.210853	-0.432511	0.164742	-0.32301	2.18587	2.02975	-0.603443	-0.697632	-0.980064	-0.700364	-1.23411
ENSBTAG00000001349	0.115551	0.207763	0.234443	0.051095	-0.0326767	-0.142178	-0.434001	2.0936	1.6469	0.314085	-0.0122853	-1.35029	-1.21915	-1.47287
ENSBTAG00000001354	0.385853	-0.041991	-0.098623	-0.147275	-0.002729	0.103422	-0.198658	-0.72748	1.53311	2.00255	-0.765984	0.102335	-0.729912	-1.41462
ENSBTAG00000001360	0.132974	0.17665	0.271812	1.20482	-0.538661	-1.40208	0.154488	-0.72056	1.24036	0.789926	0.811009	-0.0408443	-1.04923	-1.03066
ENSBTAG00000001405	0.200316	0.550257	0.392104	0.279946	0.386098	-0.396938	-1.41178	0.539016	0.552651	0.558206	0.172812	-0.514328	0.050536	-1.35889
ENSBTAG00000001415	1.44902	0.0398413	-0.227548	-0.343651	-0.465199	-0.1757	-0.276762	1.74887	1.94053	1.68013	1.18438	-1.08357	-1.96064	-3.5097
ENSBTAG00000001435	-0.378483	0.934671	0.833768	1.10043	-1.09314	-0.631045	-0.7662	-0.298171	1.53551	2.12644	1.9898	0.0575667	-2.15627	-3.25488
ENSBTAG00000001483	0.238324	0.79107	0.555043	0.243607	-0.589976	-1.07507	-0.162998	0.967565	1.24536	1.53146	0.478042	-1.69703	-1.02877	-1.49663
ENSBTAG00000001500	0.480002	0.025396	-0.096152	0.452374	0.12129	0.125431	-1.10834	2.74042	0.208198	-0.257845	-1.38484	-0.370002	-0.736206	-0.199728
ENSBTAG00000001546	0.411397	0.573232	0.2865	-0.395392	-0.0507	-0.902	0.076964	1.22892	1.87803	-0.0566857	-0.711705	-0.317469	-1.0934	-0.927692
ENSBTAG00000001548	0.146747	0.703787	0.266395	-0.386382	-0.482276	-0.116072	-0.132197	-0.164107	1.48648	1.26657	1.05244	-0.260104	-1.74503	-1.63625
ENSBTAG00000001551	0.289456	0.83982	0.573393	-0.319566	-0.765401	-0.646509	0.0288073	0.605384	1.57835	1.56441	-0.493226	-0.959546	-1.05659	-1.23877
ENSBTAG00000001589	-0.243107	0.0702283	1.92379	0.585196	-1.31607	-1.18091	0.160873	-1.39289	0.491268	2.07505	2.69717	-1.28074	-1.92937	-0.660487
ENSBTAG00000001597	-0.157638	0.185568	0.365234	0.125745	-0.180636	-0.523842	0.185568	1.5619	1.81724	1.50176	0.369571	-1.55435	-1.81622	-1.8799
ENSBTAG00000001600	0.03583	1.09862	-0.141936	-0.0161717	-0.449266	-0.465529	-0.0615487	-0.717261	1.64919	1.06314	0.320315	-1.46574	-1.09953	0.249879
ENSBTAG00000001617	0.278892	0.278892	-0.222468	0.79944	0.330275	-0.915617	-0.549412	-1.01406	1.48064	0.73542	-0.149887	0.45075	-0.421901	-1.08095
ENSBTAG00000001693	0.185572	0.365238	0.107509	-0.258695	0.21366	-0.219434	-0.39385	-0.982413	1.04404	2.2414	-0.493634	-0.445934	-0.9628	-0.400668
ENSBTAG00000001710	-0.034867	0.074101	0.349499	-0.0714713	-0.0322097	0.078242	-0.363294	0.753102	0.481806	1.12609	1.39383	-0.0666743	-1.29842	-2.38974
ENSBTAG00000001724	0.643634	-0.223929	-0.219789	0.163788	0.485481	-1.22251	0.373324	2.17854	0.956564	-2.02794	-1.04646	-0.0316183	-0.56039	0.531297
ENSBTAG00000001729	-0.611143	0.147944	0.0915857	0.953658	0.023996	0.0144957	-0.620534	-0.195342	1.80247	1.86307	0.0522777	0.134754	-1.11652	-2.54071
ENSBTAG00000001737	0.011597	1.17372	0.226382	-0.049177	-0.235715	-0.123558	-1.00324	0.0714637	1.99515	1.98737	-0.508543	-2.08676	-0.548326	-0.910348
ENSBTAG00000001774	0.0355627	0.835777	-1.43537	0.378769	0.6885	0.199722	-0.702962	1.46461	1.8385	0.300445	0.297229	0.284449	-1.11299	-3.07224
ENSBTAG00000001775	0.378641	0.649243	-0.20173	0.125213	-0.315372	-0.276111	-0.359883	1.68916	1.45496	0.0199603	-0.000651667	-0.505608	-1.58734	-1.07047
ENSBTAG00000001793	0.267198	-0.390829	0.446247	0.322527	-0.374566	-0.50033	0.229754	-0.461871	1.27668	2.74801	0.770816	-1.14779	-1.92669	-1.25916
ENSBTAG00000001796	-0.223897	0.722463	0.49258	0.56431	-0.067229	-1.1617	-0.326525	0.381468	2.31289	1.49071	1.63864	-0.677094	-2.67127	-2.47534
ENSBTAG00000001806	-0.094777	-0.235938	0.93121	0.544663	-0.342089	-0.708294	-0.094777	1.98628	1.47332	2.55612	-1.09443	-1.24832	-1.52198	-2.151
ENSBTAG00000001834	-0.292588	0.246215	-0.10448	0.221512	0.125615	0.113039	-0.309315	1.16564	0.722884	0.278424	1.58756	0.028171	-1.43546	-2.34723
ENSBTAG00000001855	0.382466	0.389613	0.807202	0.899745	-0.698853	-1.48265	-0.297529	0.480616	1.08489	2.33684	2.01264	-0.756531	-3.00059	-2.15786
ENSBTAG00000001856	0.265622	-0.176863	-0.081835	0.388619	-0.0357013	0.0190663	-0.378908	0.521093	0.203367	-1.1233	1.54811	1.23555	-0.802359	-1.58247
ENSBTAG00000001886	-0.376932	-0.0337253	0.538825	0.13655	-0.181003	-0.220264	0.13655	-1.08168	0.9915	2.59402	0.596379	-0.372006	-2.21909	-0.509127
ENSBTAG00000001903	0.164689	0.228194	0.221322	0.944338	-0.9947	-1.16497	0.601133	0.177311	-0.30105	0.459743	0.643353	-0.34875	-1.56994	0.939326
ENSBTAG00000001904	0.06389	-0.003	0.843542	0.34294	0.31136	-0.78406	-0.774669	0.188645	1.45153	1.51416	1.8028	0.712399	-2.30374	-3.36579
ENSBTAG00000001918	0.429115	1.14001	0.0670517	0.726105	-1.26261	-0.665357	-0.434308	1.08376	0.859449	0.0405393	-0.129735	-0.129735	-0.862142	-0.862142
ENSBTAG00000002004	1.13574	0.28593	-0.899187	-0.397827	0.465596	-0.532982	-0.0572763	3.30105	1.10308	-0.584511	-1.01761	-0.975884	-0.89503	-0.931103
ENSBTAG00000002006	0.450207	0.546363	0.0570607	0.280513	-0.642959	-0.225372	-0.465811	0.572199	0.926256	1.54407	0.0759657	-0.140794	-1.14131	-1.83638
ENSBTAG00000002015	-0.567922	1.07929	0.565812	0.260381	-1.03002	-0.567922	0.260381	-1.64756	-0.632718	0.816369	1.98558	0.207281	-1.81783	1.08888
ENSBTAG00000002025	-0.498893	0.184863	0.497362	-0.00692467	-0.036795	0.172741	-0.312355	0.412274	1.21755	0.602456	-0.464817	-0.0729587	-0.240502	-1.454
ENSBTAG00000002042	0.691873	0.205606	-0.323436	0.078192	-0.117846	-0.265123	-0.269264	1.62181	1.0166	0.667106	0.479286	0.0813557	-1.93934	-1.92682
ENSBTAG00000002045	0.94162	1.6172	-0.631215	-0.631215	0.197089	-0.631215	-0.862265	1.62578	2.19034	-0.780524	-1.14673	0.40459	-1.14673	-1.14673
ENSBTAG00000002052	0.285622	-0.00722667	-0.412692	0.384435	0.168297	-0.26393	-0.154504	1.32907	0.808224	0.666318	1.02923	-0.419212	-1.68647	-1.72716
ENSBTAG00000002115	0.24632	0.368894	0.881348	-0.544206	0.232713	0.373984	-1.55905	-0.590989	0.27319	1.38275	1.3695	-0.761263	-0.47883	-1.19436
ENSBTAG00000002117	0.979134	0.764967	0.860861	-0.468802	-1.23633	-1.23633	0.336504	-0.109075	0.00308233	0.343631	0.53956	-0.645553	-0.192847	0.0611993
ENSBTAG00000002126	0.35342	0.43281	-0.122287	0.214913	-0.099289	-0.269564	-0.510004	1.95342	1.57322	1.82189	0.122526	-0.969137	-2.08044	-2.42147
ENSBTAG00000002128	-0.174979	-0.018311	0.550693	-0.188587	-0.074944	-0.293871	0.199997	0.803942	0.776408	1.85877	0.317329	-1.43376	-1.27432	-1.04836
ENSBTAG00000002130	-0.069288	0.363806	0.511892	0.338154	-0.238537	-0.444883	-0.461146	-0.554734	1.20492	2.35307	0.44173	-0.157614	-0.927096	-2.36028
ENSBTAG00000002164	0.222081	0.329412	0.380234	-0.00147667	-0.689375	-0.419064	0.178187	-1.44967	-0.0686247	2.09588	1.31742	-0.546986	-1.44967	0.10165
ENSBTAG00000002176	0.424679	-0.230073	0.483283	-0.313845	0.049703	-0.948875	0.53513	0.151372	0.533566	1.07479	0.285754	-0.763038	-0.763038	-0.519408
ENSBTAG00000002181	0.103141	0.478736	-0.067134	-0.0618847	0.311193	0.147652	-0.911701	-1.02184	0.400927	1.46824	0.895262	-0.543476	-0.00699833	-1.19211
ENSBTAG00000002203	0.329835	0.52557	0.082524	0.387952	-0.379574	-0.463346	-0.48296	1.41958	0.418165	0.221429	1.44786	0.415859	-1.96122	-1.96168
ENSBTAG00000002215	0.197521	0.018474	1.26626	0.214402	-0.159292	-1.42069	-0.116681	-0.136805	1.51357	1.26773	1.54197	-0.572921	-2.94564	-0.667897
ENSBTAG00000002226	1.11426	-0.201213	-0.10486	-0.202129	0.151917	0.17933	-0.937304	1.08449	1.44485	1.63888	0.332203	-0.347254	-1.7895	-2.36366
ENSBTAG00000002242	-0.0643343	0.247102	-0.597464	-0.414116	0.817111	0.378116	-0.366414	-0.493348	0.548682	1.52066	0.386952	0.367009	-0.316075	-2.01388
ENSBTAG00000002257	0.268603	-0.257035	-0.0558563	-0.15175	-0.090976	0.0117907	0.275225	1.90484	0.876804	-0.0956867	0.11066	-0.866897	-1.96551	0.0357853
ENSBTAG00000002275	0.589006	0.796757	-0.27285	0.302891	-0.408005	-0.27285	-0.734948	1.60667	1.51515	0.096324	0.274637	-0.505472	-0.878378	-2.10893
ENSBTAG00000002291	0.552852	1.12859	0.196905	-0.467239	-0.110425	-0.833443	-0.467239	-0.223004	1.75339	1.66166	-0.144675	-0.813352	-2.12717	-0.106862
ENSBTAG00000002306	0.141251	-0.30199	-0.033165	-0.129059	-0.607421	0.542575	0.387807	3.12618	0.274684	-0.990702	-1.46067	-1.29322	0.177342	0.166384
ENSBTAG00000002335	0.16773	0.0718357	-1.65915	-0.00254533	0.99603	0.659697	-0.233595	2.90985	2.93014	-1.31408	-1.38097	-1.74717	-1.09854	-0.299238
ENSBTAG00000002345	-0.0267047	0.123957	0.298068	0.548167	0.372186	-0.303131	-1.01254	0.811553	2.61943	2.62028	-0.071007	-1.80472	-1.9273	-2.24823
ENSBTAG00000002362	0.883455	-0.491744	-0.417363	0.315044	-0.05865	0.0677307	-0.298471	2.14466	-0.0141173	-0.271529	0.373097	0.274275	-1.21253	-1.29386
ENSBTAG00000002368	0.468103	0.399839	-0.399458	-0.033254	-0.556126	-0.0871553	0.208052	-0.42863	1.36586	1.16834	-0.55804	-1.79213	-0.312115	0.556713
ENSBTAG00000002369	-0.101904	-0.297833	0.260159	0.446697	0.225039	-0.224937	-0.307224	0.536066	1.69106	2.8495	0.666904	-2.25626	-1.54951	-1.93776
ENSBTAG00000002385	0.289342	0.810788	0.22124	0.047776	-0.793599	-0.719218	0.143669	-0.35854	1.17272	0.783166	0.675453	-0.596374	-1.02036	-0.65607
ENSBTAG00000002445	0.345118	-0.0885943	0.053295	-0.095469	0.43352	0.371798	-1.01966	1.33753	0.846946	-0.735469	0.250656	-1.27195	-0.34088	-0.0868337
ENSBTAG00000002472	0.393075	-0.087043	0.083231	0.149665	-0.222198	-0.087043	-0.229689	1.96405	1.43689	1.2794	0.379259	-1.29568	-1.40127	-2.36266
ENSBTAG00000002473	-0.234841	0.590674	0.056982	-0.0483037	-0.003793	-0.186649	-0.174067	0.580008	0.827155	1.16348	0.935118	-0.906546	-1.23549	-1.36372
ENSBTAG00000002481	-0.61367	0.289014	0.249752	-0.0609267	0.00596333	0.0803443	0.049525	-0.478751	1.4461	3.06378	-0.08441	-1.07652	-1.50084	-1.36937
ENSBTAG00000002503	-0.103132	0.173293	-0.0115393	-0.1622	0.069909	-0.036242	0.069909	-0.500087	1.80411	1.6239	0.67094	-1.1665	-1.24592	-1.18644
ENSBTAG00000002505	-0.144068	1.51768	0.394929	-0.33748	-0.018442	-0.664423	-0.748194	-0.35387	1.72936	1.34241	-0.0521233	-0.552531	-1.60344	-0.509806
ENSBTAG00000002608	0.535175	0.37334	0.831948	-1.244	-0.268424	-0.110271	-0.117762	0.399558	0.940362	1.03802	-0.657005	-0.872545	-0.816862	-0.031527
ENSBTAG00000002660	0.35441	0.234653	-0.554389	0.71696	0.331413	-0.33273	-0.750318	2.05022	1.46292	-0.22979	-0.595995	-0.0534747	-1.0487	-1.58518
ENSBTAG00000002690	-0.606612	0.296072	0.517729	0.013021	-0.510718	-0.361955	0.652461	1.09294	1.15818	1.34575	1.10322	-1.02141	-1.84461	-1.83406
ENSBTAG00000002703	0.0810003	0.716836	0.428151	0.489812	-0.561631	-0.7183	-0.435867	0.803748	2.15663	2.04665	1.47358	-0.752787	-3.24513	-2.48269
ENSBTAG00000002739	0.325184	0.904688	0.652127	-0.27207	-0.5775	-1.30991	0.277483	0.619735	0.902167	0.189073	-0.883883	-1.25009	-0.517679	0.940671
ENSBTAG00000002756	0.217941	0.643212	0.136686	0.301711	-0.0841053	-1.61581	0.400372	0.0826873	1.20655	0.236624	1.77307	0.260144	-1.67612	-1.88296
ENSBTAG00000002758	-0.72493	0.366751	0.0470117	0.487597	-0.00613067	-0.170288	-1.13333e-05	0.629749	0.687456	1.47223	0.759576	0.436079	-1.36506	-2.62003
ENSBTAG00000002763	-0.039099	0.592441	0.043189	0.302517	0.162946	-0.367526	-0.694469	0.224868	1.29795	0.959481	1.9705	0.220028	-2.09723	-2.57559
ENSBTAG00000002765	-0.409702	-0.393439	0.376065	0.148289	-0.146883	-0.0398157	0.465488	0.270263	2.06983	1.12269	0.101298	-0.920007	-0.981247	-1.66283
ENSBTAG00000002791	0.945558	-0.194021	0.143798	-0.561931	-0.28318	-0.110249	0.0600263	2.89645	1.57416	-0.287387	-0.06864	-1.60933	-1.5389	-0.966348
ENSBTAG00000002830	-0.0965147	0.57193	-0.0890237	-0.403844	0.042941	0.353459	-0.378947	-0.255698	0.814278	1.00213	0.701122	0.705458	-1.17478	-1.79251
ENSBTAG00000002854	0.794722	0.128254	0.245662	0.376516	-0.0565787	-0.761849	-0.726728	1.25122	1.22699	1.06956	0.632889	-0.850667	-1.71608	-1.6139
ENSBTAG00000002855	0.18387	0.109489	-0.127566	0.244644	0.514954	0.306903	-1.2323	0.536516	0.218012	0.480831	0.480831	-0.318466	0.105855	-1.50358
ENSBTAG00000002907	0.096639	-0.13441	0.760782	0.314081	-0.0385163	-1.57358	0.575	-0.111818	1.35591	2.21489	1.98397	0.105911	-3.09875	-2.45012
ENSBTAG00000002938	0.657215	0.782979	-0.035933	0.51681	-0.192601	-0.864236	-0.864236	-0.786541	0.180975	1.3938	1.00967	0.360868	-1.8118	-0.346983
ENSBTAG00000002939	0.583854	0.056034	-0.898984	0.176631	-0.346241	0.170625	0.258079	1.56825	1.47845	0.114095	-0.125613	-1.25171	-1.12914	-0.654324
ENSBTAG00000002943	-0.33167	1.09905	0.911896	-0.392444	-0.0262397	-1.39102	0.130429	0.25954	-0.190435	0.608862	1.10684	-0.472867	-0.83907	-0.472867
ENSBTAG00000002972	-0.489167	0.308232	0.189341	0.571051	-0.645836	0.4649	-0.398522	-0.54828	0.323693	2.48852	0.434833	-1.23864	-0.682969	-0.777158
ENSBTAG00000002979	-0.108753	0.600659	0.526277	-0.0162093	-0.166871	-0.166871	-0.66823	0.57417	1.21776	1.27935	0.0851897	-0.16302	-0.69384	-2.29961
ENSBTAG00000003015	0.441374	0.835964	0.360987	0.488651	-0.730135	-1.07069	-0.326154	0.0445123	1.82921	2.12196	1.21	-0.927175	-2.49702	-1.78149
ENSBTAG00000003052	0.389153	0.0902633	-0.311061	-0.170656	-0.340932	0.497626	-0.154393	2.7511	1.89185	-0.147482	-0.194416	-0.773125	-1.2231	-2.30483
ENSBTAG00000003063	0.27434	0.809952	0.696227	-0.541222	-0.384554	-1.1736	0.31885	1.11558	1.56921	2.43668	0.140121	-2.72591	-1.31027	-1.22541
ENSBTAG00000003079	-0.510347	0.684158	0.0355227	0.282835	-0.099632	-0.353679	-0.038858	-0.779358	1.28992	1.60055	-0.975288	-0.496927	0.310732	-0.949633
