Gene	Exp1	Exp2	Exp3	Exp4	Exp5	Exp6	Exp7	Exp8	Exp9	Exp10	Exp11	Exp12	Exp13	Exp14
ENSRNOG00000000001	0.315535	0.575482	0.472097	0.0084	-0.393876	-0.384485	-0.593155	-1.08657	0.544096	1.35864	0.728379	-0.162371	-0.92154	-0.460636
ENSRNOG00000000041	1.5709	0.904596	0.172186	-0.877776	-1.10883	-0.415677	-0.245402	1.69896	1.64035	1.34757	-0.47689	-0.728146	-1.70373	-1.77811
ENSRNOG00000000047	-0.192607	0.0497433	0.401213	0.1549	-0.0373767	-0.0362	-0.339676	0.128831	1.41842	1.28383	0.689318	-0.372099	-1.64583	-1.50247
ENSRNOG00000000054	-0.0913917	0.807035	0.0384817	0.280968	-0.226662	-0.384815	-0.423615	0.636068	0.666775	1.8081	0.391345	-0.345412	-1.73585	-1.42103
ENSRNOG00000000138	-0.168882	0.62517	0.195	0.215072	0.175808	-0.883543	-0.158625	1.86115	0.840511	0.340599	-0.815513	-1.27761	-0.972181	0.0230477
ENSRNOG00000000145	-0.183874	0.618943	0.729394	0.481029	-0.963524	-0.749356	0.067385	0.262619	1.59661	1.99905	-0.394102	-1.10876	-0.793942	-1.56147
ENSRNOG00000000167	0.00609733	0.789132	0.362911	0.407421	0.451932	-1.47085	-0.546646	-0.18936	0.137583	0.0416893	1.17542	-0.555564	-0.786613	0.176845
ENSRNOG00000000172	-1.05602	0.562149	0.969719	1.58731	-0.583501	-1.65327	0.173613	-0.723762	0.638528	1.04956	1.10509	0.458531	-1.17982	-1.34813
ENSRNOG00000000190	0.673176	0.837928	0.105557	-0.225784	-0.321678	-0.368544	-0.700654	-0.00435233	0.851828	1.55732	1.1809	-0.615079	-0.820477	-2.15014
ENSRNOG00000000207	0.787196	0.551846	0.338626	0.262345	-0.787616	-0.922771	-0.229623	0.509619	0.413725	-0.25791	0.801442	-0.488959	-0.720008	-0.25791
ENSRNOG00000000233	0.697193	-0.090282	0.663639	0.670512	0.371816	-0.857812	-1.45507	-0.0573317	0.77097	-0.423536	0.248099	0.539922	-0.423536	-0.654585
ENSRNOG00000000247	0.193394	0.0242337	0.64665	0.349454	0.18707	-0.428628	-0.972175	0.540452	1.85424	0.956306	1.32957	-1.25246	-1.28656	-2.14154
ENSRNOG00000000299	-0.0106517	0.824332	0.0771717	0.396755	-0.541594	-0.26089	-0.48512	-0.287056	0.437837	0.328017	0.493584	0.368957	-0.0544627	-1.28688
ENSRNOG00000000322	0.924627	0.852679	-0.870818	-1.4073	-0.578993	0.660216	0.419585	1.01675	0.965367	-0.280523	-0.97367	-0.511572	-0.607466	0.391112
ENSRNOG00000000379	0.287411	0.816399	-0.98148	1.6276	0.675128	-1.21253	-1.21253	-1.1141	-0.420956	0.473289	2.2587	1.03128	-1.1141	-1.1141
ENSRNOG00000000380	0.679923	-0.0206917	-0.443529	0.804822	0.136843	-0.443529	-0.713839	1.37724	0.749834	-1.1832	-0.0494653	-0.259002	-0.7211	0.0856897
ENSRNOG00000000386	0.29771	1.31341	0.0174483	-0.516708	-0.280491	-0.0836137	-0.747757	2.09531	2.23385	1.04229	-1.00505	-1.68881	-1.68881	-0.988789
ENSRNOG00000000390	1.8877	0.375638	-0.452667	-0.452667	-0.452667	-0.452667	-0.452667	0.396084	-0.066014	-0.066014	-0.066014	-0.066014	-0.066014	-0.066014
ENSRNOG00000000394	0.387252	0.214321	0.0791633	0.302628	-0.425546	-0.331552	-0.226267	-1.47741	0.698576	1.9225	0.327956	-0.513953	-0.784264	-0.173403
ENSRNOG00000000486	0.22536	0.0651463	0.592887	-0.32051	-0.091166	-0.253002	-0.218717	1.17979	1.91983	1.36017	0.17772	-1.70033	-1.86311	-1.07407
ENSRNOG00000000498	0.858163	0.21511	0.108957	0.625436	0.11645	-0.393351	-1.53077	0.867805	1.01581	0.989335	0.757315	-0.130192	-1.37703	-2.12305
ENSRNOG00000000508	-0.811596	0.745569	0.270754	-0.496774	0.186982	0.004585	0.100479	1.23219	1.19998	0.706523	-0.211392	-0.943801	-1.4059	-0.577596
ENSRNOG00000000512	0.470045	0.470045	-0.478045	-0.0567733	-0.186221	-0.35038	0.131332	1.4988	0.779918	-0.318695	-1.31727	-0.18354	-0.297182	-0.162027
ENSRNOG00000000515	0.277554	-0.335963	-0.073144	0.24855	0.232286	0.252851	-0.602132	1.80372	1.00719	-0.44273	-0.673779	-0.115786	-1.13588	-0.442729
ENSRNOG00000000577	0.113663	0.0623637	0.510134	0.615887	-0.243631	-0.343101	-0.715312	0.17607	0.605407	1.63135	-0.0634863	-0.103683	-0.51468	-1.73098
ENSRNOG00000000588	1.47291	1.44114	-0.289846	-0.656052	-0.656052	-0.656052	-0.656052	0.979457	0.601131	-0.131278	-0.362327	-0.362327	-0.362327	-0.362327
ENSRNOG00000000609	0.0978123	0.172194	0.750395	-0.598719	-0.0373427	0.0637193	-0.448057	-0.831215	0.377296	1.37646	0.277815	0.495707	-1.023	-0.673062
ENSRNOG00000000645	1.07174	0.174188	-0.142513	0.0330097	-0.0256853	-0.720911	-0.389827	0.723772	0.910788	0.611378	0.977735	0.602378	-1.38757	-2.43848
ENSRNOG00000000648	0.364871	0.502794	0.70283	0.814231	-1.23096	-0.424169	-0.729599	-0.146392	0.0213117	1.09804	1.03517	0.143885	-0.69224	-1.45977
ENSRNOG00000000662	0.443028	-0.652395	0.06375	1.03679	-0.507849	-0.145786	-0.237539	1.6037	0.702446	1.05239	0.748542	-0.502992	-2.223	-1.38109
ENSRNOG00000000695	-0.3666	0.572581	0.207861	0.248072	0.123063	-0.063476	-0.721503	1.83519	1.50956	0.48183	-0.555087	-0.940906	-1.71869	-0.61189
ENSRNOG00000000701	-0.520098	0.030721	0.275519	0.437354	-0.0899297	0.276079	-0.409645	-0.834135	2.00025	0.588598	0.087888	-0.700579	0.031828	-1.17385
ENSRNOG00000000702	0.158579	0.685863	0.524028	0.27923	-0.271589	-0.61309	-0.763024	-0.422564	0.365903	0.866613	2.27827	-0.55612	-1.65587	-0.876225
ENSRNOG00000000718	0.136786	0.563764	0.981352	1.36558	-0.861794	-1.09284	-1.09284	-0.189557	0.430076	2.33255	2.21485	-0.75504	-2.01644	-2.01644
ENSRNOG00000000893	0.786492	0.593331	0.725101	0.538563	-1.60252	-1.37147	0.330511	0.728405	0.985108	0.467486	0.567521	-0.762141	-0.99319	-0.99319
ENSRNOG00000000899	-0.164452	0.358421	0.61934	-0.103677	0.692237	-0.103679	-1.29819	-0.0953557	0.828841	0.135693	0.38035	-0.692609	0.135693	-0.692609
ENSRNOG00000000906	1.66384	1.42619	0.196562	-0.937173	-0.937173	-0.937173	-0.475073	0.517025	1.37201	0.442645	-0.847757	-0.847757	-0.847757	0.211595
ENSRNOG00000000920	1.07565	-0.491086	-0.631491	0.689536	0.212318	-0.111275	-0.743648	0.761361	-0.685708	-0.162836	1.09856	0.142595	-0.760089	-0.393885
ENSRNOG00000000977	-0.00840067	0.217558	0.173049	0.677511	0.171456	-0.153165	-1.07801	-0.139978	1.40447	1.06366	1.29712	-0.984544	-1.52102	-1.1197
ENSRNOG00000001030	-0.197917	0.24267	0.0723947	0.19937	0.200975	-0.348577	-0.168913	-0.687631	1.48529	0.861524	0.935702	0.149302	-1.78624	-0.957941
ENSRNOG00000001059	0.10461	0.729098	-0.146518	0.00354933	-0.46794	0.392421	-0.615218	0.577478	1.74941	0.856851	0.040958	-0.527579	-1.28986	-1.40726
ENSRNOG00000001066	0.189032	0.844405	1.30212	-0.468995	-0.690653	-0.751427	-0.424484	0.692334	1.91921	1.14229	0.453358	-1.82174	-0.659617	-1.72584
ENSRNOG00000001070	0.800775	0.654254	1.0677	1.12247	-0.726793	-1.4592	-1.4592	0.007511	-0.319432	0.268429	2.56405	0.507323	-1.51394	-1.51394
ENSRNOG00000001106	-0.508367	-0.0323743	0.309678	-0.119841	0.0751373	0.135912	0.139857	0.968542	1.03547	1.79871	-0.490267	-1.00375	-1.01314	-1.29557
ENSRNOG00000001110	0.805824	0.739071	0.268726	0.574774	0.618667	-1.17921	-1.82785	-0.413301	0.219073	-0.0470963	-0.0470963	1.19879	0.100182	-1.01055
ENSRNOG00000001117	1.04295	0.557855	-0.05152	0.349804	-1.15014	-1.15014	0.401187	-0.108897	1.13699	0.427583	0.0262583	-0.339946	-0.570995	-0.570995
ENSRNOG00000001143	-0.01619	0.687216	0.18602	-0.299077	-0.681544	-0.0465143	0.170091	0.891178	1.08081	0.965858	-0.706387	-1.10098	-0.774034	-0.356447
ENSRNOG00000001145	-0.262648	0.819442	0.540002	0.106906	-0.40806	-0.170139	-0.625502	-0.736097	0.527458	1.46948	0.574512	-0.199618	-0.848255	-0.787481
ENSRNOG00000001189	0.585067	-0.441474	0.838347	1.02624	0.155779	-1.32116	-0.842798	0.672244	0.092846	1.65887	0.916351	0.00634267	-1.97195	-1.3747
ENSRNOG00000001190	0.513108	0.759065	-0.210507	0.205491	-0.144562	-0.449994	-0.672604	1.2854	1.21434	0.239939	0.957959	-0.246451	-1.61007	-1.84112
ENSRNOG00000001191	-0.405663	0.331995	0.684012	-0.0350443	-0.261117	-0.261117	-0.0530667	0.172037	1.25113	0.707325	-0.417727	-0.46911	-0.700159	-0.543491
ENSRNOG00000001193	1.39951	0.0704113	-0.404267	-0.447211	0.0414077	-0.511335	-0.148515	2.30674	0.874559	-1.45136	-0.644568	-0.160957	-0.718949	-0.205468
ENSRNOG00000001203	0.564611	0.516911	0.721471	1.12789	-1.76363	-1.16638	-0.000871667	-0.45171	-0.159886	0.79418	0.952333	-1.21924	-0.75714	0.84146
ENSRNOG00000001225	0.162093	0.78086	0.277635	1.20829	0.249549	-2.0216	-0.65682	0.507696	0.478442	1.88095	1.31768	0.154991	-2.28541	-2.05436
ENSRNOG00000001236	-0.166614	0.920699	0.742672	0.103696	-0.451836	-0.663833	-0.484785	0.308738	1.72913	0.975462	1.07707	-1.7515	-0.888692	-1.45021
ENSRNOG00000001260	0.781391	0.395298	-0.3949	-0.352906	-0.224624	-0.226947	0.0226897	1.5426	1.08495	-0.029044	-1.1979	-0.735799	-0.064164	-0.600643
ENSRNOG00000001285	0.176546	0.0918587	0.499189	1.13018	0.170076	-1.96884	-0.0990127	-1.06468	0.844558	1.50696	2.19257	0.519851	-2.31582	-1.68345
ENSRNOG00000001295	0.290748	0.386642	0.190713	0.421762	0.556917	-1.17407	-0.672712	-0.703023	0.86981	0.661759	0.452222	-0.10577	-0.471974	-0.703023
ENSRNOG00000001309	0.414387	0.29826	-0.754469	0.997454	-0.33163	-0.29237	-0.33163	-0.111446	-0.185827	-0.150708	1.50682	0.276272	-1.38033	0.0452217
ENSRNOG00000001329	0.413651	0.487275	0.724331	0.724331	0.114955	-0.848504	-1.61604	0.94532	-0.701894	0.371065	0.662888	-0.104641	-0.701894	-0.470845
ENSRNOG00000001338	-1.45541	0.737673	0.653902	0.454623	-0.918933	0.0215283	0.506624	-0.840872	0.659065	0.122586	0.157705	-0.304393	0.21848	-0.0125697
ENSRNOG00000001348	-0.560063	0.403396	-1.18849	0.845739	0.606763	0.227675	-0.33502	-0.745681	1.53114	0.160683	0.942873	0.241595	-0.640396	-1.49021
ENSRNOG00000001351	-0.097632	0.628504	-0.771727	0.0565747	1.01159	-0.592063	-0.235248	1.24888	1.07893	-0.0576957	-0.0979023	0.169518	-0.884592	-1.45714
ENSRNOG00000001355	0.910441	-0.239218	-0.11018	0.348429	-0.0928883	-0.842587	0.0260033	0.499055	0.714505	0.648165	1.67884	-0.6434	-1.63849	-1.25868
ENSRNOG00000001419	-0.184485	0.706295	0.0420453	0.206422	-0.254723	-0.090923	-0.424632	1.15271	0.877054	0.680987	0.28624	0.00769033	-1.01226	-1.99243
ENSRNOG00000001427	0.0462123	0.535504	0.178581	0.658137	-0.800946	-0.401213	-0.216272	0.999788	1.50616	1.49005	0.769168	-0.947012	-1.79356	-2.0246
ENSRNOG00000001455	0.483931	0.590409	-0.102738	0.129467	-0.171005	-0.330105	-0.599957	0.0317573	1.15108	0.557851	0.674497	-0.117646	-0.814626	-1.48291
ENSRNOG00000001489	0.226072	-0.62461	0.495706	0.631696	-0.528716	-0.476738	0.276588	1.41325	0.0943897	0.832046	0.948706	-1.32454	-1.25016	-0.713684
ENSRNOG00000001525	0.379726	0.797796	0.004614	0.489449	-0.699352	-0.243877	-0.728355	1.75011	1.19992	0.985947	0.307964	-0.414416	-1.70127	-2.12825
ENSRNOG00000001554	0.649928	0.88896	2.0301	1.37895	-1.64931	-1.64931	-1.64931	-0.554737	1.1388	2.74201	1.80387	-1.70998	-1.70998	-1.70998
ENSRNOG00000001556	-0.15685	0.685414	0.137167	-0.404561	0.26293	0.150774	-0.674873	0.545059	0.729792	0.690979	-0.377431	0.178729	-0.519041	-1.24809
ENSRNOG00000001643	-0.1813	0.745411	0.105434	0.00523867	0.327093	-0.5185	-0.48338	0.682543	1.76726	1.00591	-0.250296	-0.548237	-1.0496	-1.60759
ENSRNOG00000001654	-0.361857	0.47684	0.741645	0.341465	-0.390998	-0.436993	-0.370103	0.157872	0.995569	1.34082	1.27887	-0.0876577	-1.91031	-1.77516
ENSRNOG00000001681	-0.171442	0.728919	1.24756	1.18395	0.300913	-1.82805	-1.46185	-1.23403	1.144	2.24625	2.02718	0.377728	-2.46366	-2.09746
ENSRNOG00000001700	-0.538386	0.300667	0.847072	-0.756361	-0.143796	0.094321	0.196482	-0.827835	0.375579	1.28185	0.603002	0.101529	-0.862955	-0.671167
ENSRNOG00000001728	-0.920868	1.21968	1.54753	-0.785713	-1.61402	-0.583668	1.13706	-0.309389	1.92416	3.12329	-0.446979	-2.18165	-1.5844	-0.525044
ENSRNOG00000001729	-0.0329417	1.02667	-0.0751293	0.458161	-0.268292	-0.807538	-0.30093	0.456162	0.481156	0.999162	0.915372	0.121506	-1.26798	-1.70538
ENSRNOG00000001753	-0.210568	0.137806	1.29861	-0.768561	0.331079	-0.472521	-0.315853	-0.531713	0.287198	0.518843	0.798974	0.496734	-1.22486	-0.345175
ENSRNOG00000001757	0.205171	0.519992	-0.23393	0.510601	0.622759	-1.73387	0.109277	-0.760817	0.106747	-0.298718	0.067486	0.305408	-1.31881	1.8987
ENSRNOG00000001785	0.0642097	-0.0576097	0.64221	0.516782	-0.043647	0.0685107	-1.19045	-0.0998527	1.42499	1.16301	-0.638234	0.0495407	-0.368803	-1.53066
ENSRNOG00000001789	-0.120137	1.52708	1.82121	0.715791	-1.31465	-1.31465	-1.31465	-0.486484	0.929681	2.67313	1.63896	-1.5851	-1.5851	-1.5851
ENSRNOG00000001806	0.449647	0.410386	-0.126093	0.47116	0.365876	-1.46788	-0.103095	0.532054	-0.00442533	0.396899	0.226624	-0.274736	-0.736834	-0.139581
ENSRNOG00000001828	1.37067	1.2275	1.35648	-0.0927777	-1.28729	-1.28729	-1.28729	2.52508	1.06098	0.49333	0.164202	-1.41453	-1.41453	-1.41453
ENSRNOG00000001854	-0.424261	0.505103	0.185114	0.606086	0.86556	0.112218	-1.84982	0.318783	-0.740569	0.274272	-0.0474217	0.887035	0.183627	-0.875724
ENSRNOG00000001931	-0.328101	0.267668	-0.0592757	0.377764	-0.245815	0.10781	-0.12005	0.315801	1.15003	0.148304	0.515484	-0.985772	-1.07485	-0.068996
ENSRNOG00000001992	0.404907	0.345681	0.520592	0.711884	-0.827313	-0.569743	-0.586007	0.448037	1.43398	1.49749	1.28228	-0.839322	-1.61468	-2.20779
ENSRNOG00000002046	0.048814	0.518817	0.0669773	0.841996	-0.121461	-1.56063	0.205482	-0.0617123	0.208598	0.49103	0.811969	-0.463036	-1.06029	0.073443
ENSRNOG00000002051	0.18277	0.444254	0.584093	0.113558	-0.75769	-0.253564	-0.313422	0.946116	1.65128	1.79862	0.636916	-1.29835	-2.16592	-1.56866
ENSRNOG00000002053	0.523732	0.296067	0.206179	0.0257573	-0.638387	-0.407337	-0.006013	0.208945	1.20673	0.762976	0.587888	-0.577616	-1.34514	-0.843785
ENSRNOG00000002057	0.653276	0.296462	0.601893	0.737048	-0.762893	-0.762893	-0.762893	-0.278091	1.21436	0.563819	0.0273393	-0.50914	-0.50914	-0.50914
ENSRNOG00000002070	0.831472	0.801602	0.243609	0.570551	-0.815746	-0.815746	-0.815746	0.650492	0.380181	1.21874	0.481244	-0.910219	-0.910219	-0.910219
ENSRNOG00000002072	-0.195934	0.893287	0.695384	0.246165	-1.03974	-0.240444	-0.358718	-0.366347	0.88383	2.11381	0.91857	-0.565434	-0.73571	-2.24872
ENSRNOG00000002073	0.571643	0.362107	0.609419	-0.270268	-0.0392177	-0.867523	-0.366162	0.697681	0.42737	0.697681	-0.571207	-0.571207	0.12194	-0.802256
ENSRNOG00000002074	-1.46418	0.789677	0.266804	-0.771035	0.147913	0.532974	0.497854	-0.603619	2.57175	0.738163	-0.06714	-1.20087	-1.20087	-0.237415
ENSRNOG00000002121	0.097703	0.820723	0.650447	-0.290015	-0.887269	-0.7306	0.339009	0.952718	1.50247	0.881828	0.308015	-0.369158	-2.18724	-1.08863
ENSRNOG00000002161	-0.510959	0.970123	0.40799	0.344026	0.391726	0.0417853	-1.64469	-0.754588	0.722351	0.379145	0.439919	0.722351	-0.523539	-0.985637
ENSRNOG00000002163	-0.1141	0.428915	0.149785	0.222038	-0.274782	-0.220254	-0.191605	0.588431	0.620488	0.445988	0.411238	0.307895	-1.02389	-1.35016
ENSRNOG00000002209	0.28664	-0.371389	0.338023	1.08929	0.202868	-0.772714	-0.772714	0.354005	0.21885	0.48916	-0.243249	0.591926	-0.705347	-0.705347
ENSRNOG00000002229	0.583195	-0.232032	0.307367	0.258153	-0.527538	-0.079047	-0.310096	0.980574	1.27321	0.870934	-0.101155	-0.759183	-1.66187	-0.602515
ENSRNOG00000002232	0.04983	0.281826	0.920206	-0.166664	-0.336939	-0.134893	-0.613365	0.398405	1.14737	1.25578	0.360692	-0.469871	-1.15628	-1.53609
ENSRNOG00000002241	0.360763	0.52587	0.191434	0.235943	-0.353817	-1.04696	0.0867683	0.594164	1.35547	0.525521	1.27717	-0.532832	-1.76246	-1.45703
ENSRNOG00000002262	0.58722	1.15911	0.454984	0.365562	-0.393528	-1.68393	-0.489422	-0.481607	1.45054	1.33602	1.22094	-0.166787	-1.7275	-1.6316
ENSRNOG00000002312	0.32543	0.951689	-0.146926	0.241657	-0.377976	0.032739	-1.02661	1.12201	0.48113	-0.35919	-0.167404	-0.26595	-0.171897	-0.638694
ENSRNOG00000002322	0.527946	0.485948	0.905077	-0.136199	-0.546914	-0.563177	-0.672678	0.989999	1.91335	1.99995	0.23185	-1.25679	-2.08509	-1.79327
ENSRNOG00000002388	-0.467569	0.608856	-0.164573	0.598158	-0.0405927	-0.318323	-0.215957	0.847127	0.280907	0.124527	1.50838	0.2199	-1.24078	-1.74007
ENSRNOG00000002415	0.741429	1.13063	0.792812	-0.831407	-1.19761	0.330713	-0.966563	0.515005	-0.178142	0.283956	-0.448453	-0.679502	0.881209	-0.374072
ENSRNOG00000002458	1.0645	0.501338	-0.670173	-1.20665	-1.20665	1.1122	0.405444	0.759807	0.027398	0.027398	-0.4347	-0.4347	0.027398	0.027398
ENSRNOG00000002488	-0.178161	-0.0534233	0.865525	1.61062	0.663645	-0.64543	-2.26277	-1.54338	-0.148729	1.97009	2.47688	1.1536	-1.13546	-2.77301
ENSRNOG00000002523	0.325066	0.607498	1.38959	1.26701	-1.19639	-1.19639	-1.19639	0.479179	0.157486	1.18784	1.57425	-1.13291	-1.13291	-1.13291
ENSRNOG00000002529	0.455128	0.087166	0.501826	0.11818	0.186444	-0.234528	-1.11421	0.281604	0.912407	1.30234	0.29344	-0.50166	-0.883791	-1.40434
ENSRNOG00000002541	-0.761461	0.192606	0.2885	0.404042	0.304764	-0.299363	-0.129087	-0.131648	1.13943	1.55179	0.470555	-1.2528	-0.716321	-1.06101
ENSRNOG00000002556	0.19506	0.00852067	0.584261	1.20697	0.902766	-1.33327	-1.56432	0.0315947	-0.700814	0.690649	2.04175	0.262642	-1.16291	-1.16291
ENSRNOG00000002568	-0.350653	0.46826	0.760083	-0.681737	-0.280413	-0.168256	0.252716	-0.439185	-0.173016	1.53497	0.947447	-0.770269	-0.635114	-0.464839
ENSRNOG00000002572	0.124659	0.241959	1.16574	0.671215	-0.298933	-1.03746	-0.867184	0.347116	1.01139	1.07343	0.0609023	-0.218138	-1.02406	-1.25064
ENSRNOG00000002585	0.769176	-0.280785	0.194921	1.28856	0.708404	-1.34014	-1.34014	-0.326414	-0.26564	0.331613	1.20191	1.01537	-1.09394	-0.862894
ENSRNOG00000002667	0.189615	-0.025928	0.931911	0.0409613	-0.253629	-0.279358	-0.603569	-0.118286	0.145151	1.65086	0.751537	-1.21963	-0.221053	-0.988581
ENSRNOG00000002708	-0.0132317	0.632216	1.45703	1.06633	0.217817	-1.56456	-1.7956	-0.276469	0.87966	1.22825	1.73492	0.749837	-1.81153	-2.50467
ENSRNOG00000002791	0.570907	-0.0570537	0.288806	-0.366898	-0.266863	-0.0648177	-0.104079	0.944775	0.532937	1.08364	-0.704514	-0.874789	-0.874789	-0.107261
ENSRNOG00000002813	-0.31261	0.284645	0.327393	0.18182	0.177117	-0.58292	-0.075444	-0.10641	0.903634	1.2752	1.2049	-1.15637	-1.52257	-0.598378
ENSRNOG00000002818	0.823243	0.37665	0.174605	0.517922	-0.184726	0.140512	-1.84821	0.462774	-0.0291943	0.446511	0.507285	0.789717	-1.08855	-1.08855
ENSRNOG00000002828	0.794103	0.0583673	-0.222472	0.445617	0.043696	-0.348238	-0.771075	0.661415	1.86797	0.332664	-0.005745	-0.311175	-1.37053	-1.1746
ENSRNOG00000002833	0.829276	-0.110284	-0.323171	-0.469888	-0.149348	-0.595941	0.819359	1.01258	0.684758	0.910315	-0.0162083	-0.515058	-0.809038	-1.26735
ENSRNOG00000002844	0.473126	0.601352	0.383043	-0.291052	-0.351826	0.148048	-0.962689	0.468198	1.61425	1.68648	-0.0479373	-1.09938	-0.964229	-1.65738
ENSRNOG00000002848	0.0142007	0.862711	0.216247	0.138374	-0.0654297	-0.583052	-0.583052	0.355607	1.04809	1.11681	0.165934	-0.480183	-1.39754	-0.808726
ENSRNOG00000002874	0.953812	0.852763	-1.26681	0.416478	-0.939866	-0.849221	0.832842	0.26524	0.435515	-0.467169	0.130084	-0.23612	-0.332014	0.204466
ENSRNOG00000002908	-0.131664	1.99112	0.0245513	-0.222762	-0.353777	-0.6456	-0.661863	2.1079	1.83552	0.626554	-0.672835	-1.35405	-1.681	-0.862084
ENSRNOG00000002914	0.662953	-0.118788	-0.381606	0.0729993	0.238316	-0.163297	-0.310575	1.08854	0.429752	0.424662	0.658898	0.20722	-1.18424	-1.62483
ENSRNOG00000002918	0.383587	-0.492908	0.222619	-0.194969	0.228625	-0.0716373	-0.0753207	1.64889	0.929063	-0.502608	0.033871	-0.101284	-0.541869	-1.46607
ENSRNOG00000002919	0.899601	0.573189	0.0863873	-0.599806	0.22249	-0.621319	-0.560545	2.32749	0.601989	-0.133768	-0.273557	-0.627639	-0.753403	-1.14112
ENSRNOG00000002946	-0.0197253	0.399241	0.134175	0.159554	-0.065023	-0.162895	-0.445328	0.154821	1.31046	1.22296	0.338224	-0.830726	-0.653672	-1.54207
ENSRNOG00000002950	-0.170198	0.219003	-0.251534	0.405544	0.145489	-0.326867	-0.0214363	0.375897	0.518711	1.10724	1.0087	-0.951797	-0.589536	-1.46922
ENSRNOG00000002980	0.404218	0.341303	-0.174873	0.211896	-0.0842297	-0.360658	-0.337659	0.204836	1.2207	1.83194	1.3493	-0.119961	-2.47445	-2.01236
ENSRNOG00000003038	1.0625	0.906784	0.955997	0.846613	-1.2573	-1.2573	-1.2573	-0.227341	0.234757	0.672153	1.94837	-0.875978	-0.875978	-0.875978
ENSRNOG00000003041	1.67134	1.94765	-0.723798	-0.723798	-0.723798	-0.723798	-0.723798	0.660786	0.852574	-0.302672	-0.302672	-0.302672	-0.302672	-0.302672
ENSRNOG00000003059	0.436324	0.409643	0.184709	0.070119	-0.397147	-0.537552	-0.166098	1.47898	0.386099	0.571882	-0.182907	-0.353182	-0.719386	-1.18149
ENSRNOG00000003069	0.400792	0.237547	-0.009925	0.779925	-0.0261887	-0.116076	-1.26607	0.899864	0.331618	0.0544077	0.867694	0.304601	-1.26836	-1.18983
ENSRNOG00000003073	0.543617	0.168022	0.239213	0.430841	-0.249567	-1.61435	0.482224	0.177568	1.1251	0.142448	-0.394031	-0.454805	-1.12644	0.530165
ENSRNOG00000003078	0.318431	0.536901	1.17536	0.081485	-0.431998	-1.34407	-0.336104	-0.519193	0.662401	1.67837	1.07395	-0.0193203	-1.44073	-1.43548
ENSRNOG00000003081	0.45129	-0.576269	0.339488	0.191259	-0.293837	-0.00801967	-0.103914	0.29368	1.04752	1.57227	0.440687	-0.818538	-1.08471	-1.45091
ENSRNOG00000003108	-0.25883	0.717893	0.781463	0.191596	-0.123674	-0.6432	-0.665246	1.07348	1.36649	0.858847	0.396681	-0.388944	-1.40773	-1.89883
ENSRNOG00000003129	0.307759	0.586469	0.573202	0.936906	-0.024903	-2.10952	-0.269916	-1.18647	0.443125	1.83956	1.99505	0.512465	-2.66736	-0.93637
ENSRNOG00000003131	0.446547	-0.285862	0.050471	0.443357	-0.315734	-0.129195	-0.209582	1.66707	1.07826	0.0529953	-0.306336	-0.238828	-0.187445	-2.06571
ENSRNOG00000003150	-0.487989	0.025494	1.11937	0.48091	0.26244	-0.536641	-0.863584	0.343007	1.43628	2.0407	1.02473	-0.156866	-2.59461	-2.09325
ENSRNOG00000003160	0.978078	1.06872	-0.116395	-0.482601	-0.482601	-0.482601	-0.482601	-0.194969	1.16981	-0.194969	-0.194969	-0.194969	-0.194969	-0.194969
ENSRNOG00000003203	-0.145882	-0.115382	0.553945	0.402528	-0.033915	-0.200397	-0.460894	-1.3098	0.990374	1.30546	-0.423714	0.323521	0.379448	-1.26529
ENSRNOG00000003209	0.68978	0.268808	-0.214803	0.848494	0.121531	-0.313887	-1.39992	0.793997	0.0967087	0.388532	0.000814667	0.157483	-0.535665	-0.901869
ENSRNOG00000003213	0.498295	0.238107	0.311114	0.0954607	-0.442919	-0.347025	-0.35303	1.11998	2.01215	0.788897	-0.688043	-0.993474	-1.68662	-0.552888
ENSRNOG00000003247	0.204276	0.0211353	-0.217519	0.988145	-0.0739253	-0.463126	-0.458985	1.11942	0.847031	1.68233	0.373527	-0.186613	-1.8699	-1.96579
ENSRNOG00000003263	-0.00757233	0.313365	-0.014446	0.538299	-0.0589557	-0.329266	-0.441423	0.971999	0.948051	0.786215	-1.05693	-0.459675	-0.132732	-1.05693
ENSRNOG00000003264	1.13703	-0.531103	0.175654	0.436189	-0.5541	-0.132567	-0.531103	0.428521	0.079431	0.745184	0.785131	0.282314	-0.75243	-1.56815
ENSRNOG00000003275	1.01241	0.960191	-0.518509	-0.21722	-0.788819	-0.21722	-0.230827	1.77152	1.13536	-0.580252	-0.388464	-0.789789	-0.201926	-0.946456
ENSRNOG00000003291	-0.177863	-0.279038	-0.0503113	0.853662	0.380872	-0.339812	-0.387512	1.63439	0.520173	0.666683	0.95396	-0.0166833	-1.37998	-2.37855
ENSRNOG00000003346	0.297737	-0.177969	0.269684	-0.177969	0.60921	-0.425281	-0.395411	1.78291	0.684293	-0.639922	-0.870971	-0.408872	-0.273717	-0.273717
ENSRNOG00000003398	-0.419841	0.153659	0.499559	0.173869	-0.14707	0.369202	-0.629377	-0.729468	2.11613	0.675826	0.916366	-0.509289	-0.447626	-2.02194
ENSRNOG00000003399	0.157986	0.236781	0.824067	0.329994	-0.0929717	-0.752026	-0.703832	-0.56518	1.56173	1.34029	1.57136	-0.76273	-1.80847	-1.33699
