Gene	Exp1	Exp2	Exp3	Exp4	Exp5	Exp6	Exp7	Exp8	Exp9	Exp10	Exp11	Exp12	Exp13	Exp14
ENSRNOG00000046107	0.78649	1.11541	0.23651	-0.424283	0.3169	-0.302735	-1.72829	0.903504	0.800737	0.264258	-0.6992	-0.332996	-0.00605233	-0.930249
ENSRNOG00000046112	-0.177334	0.537975	0.377295	0.732358	-0.395802	-0.408382	-0.666112	0.567033	0.643953	0.298337	0.95639	-0.304283	-0.680187	-1.48124
ENSRNOG00000046120	1.55119	1.04648	0.613385	0.47823	-1.22976	-1.22976	-1.22976	1.80297	1.02331	-0.136073	0.0205957	-0.903601	-0.903601	-0.903601
ENSRNOG00000046128	0.463561	-0.33574	0.488183	0.501336	0.00146067	-0.529013	-0.589787	1.03391	1.50171	1.35436	0.393585	-0.155372	-1.88728	-2.24091
ENSRNOG00000046172	0.66902	0.502961	0.714397	0.741078	0.502962	-1.44969	-1.68074	-0.00671467	-0.603968	0.882472	1.89958	1.16214	-1.84986	-1.48365
ENSRNOG00000046214	1.56504	1.03457	0.0941037	-0.673427	-0.673427	-0.673427	-0.673427	1.49988	-0.095948	-0.095948	-0.326997	-0.326997	-0.326997	-0.326997
ENSRNOG00000046327	-1.1312	1.22069	0.634637	0.549944	0.107821	-1.09881	-0.283086	-1.45132	1.34034	0.788254	1.03285	0.804927	-0.996091	-1.51896
ENSRNOG00000046360	-0.143097	0.287231	0.184603	0.59515	-0.547806	-0.397144	0.0210623	-0.765051	0.55768	1.29372	-0.019036	-0.11907	-0.122421	-0.825826
ENSRNOG00000046379	0.961492	0.753441	0.94937	0.268344	-0.977549	-0.977549	-0.977549	-0.164497	0.703067	1.04362	-0.395546	-0.395546	-0.395546	-0.395546
ENSRNOG00000046405	0.91777	1.36637	1.37987	-0.800478	-1.26258	-1.26258	-0.338379	0.785847	0.921001	2.37484	-0.706601	-1.5349	-1.5349	-0.305277
ENSRNOG00000046423	0.346077	1.01866	1.07849	-0.839041	-1.30114	-1.07009	0.767049	0.67384	0.904889	-0.481406	-0.481406	-0.481406	-0.481406	0.346896
ENSRNOG00000046424	0.580462	1.00244	0.0253937	0.16485	0.759094	-0.254716	-2.27753	1.3054	2.53134	0.974834	-0.441452	-0.700887	-1.23737	-2.43187
ENSRNOG00000046445	0.337823	0.733954	0.695724	0.689825	-2.17341	-0.538318	0.254406	-0.623516	0.659003	2.45204	1.94603	-2.94427	-0.960718	-0.528572
ENSRNOG00000046594	1.05397	-0.175661	-0.175661	-0.175661	-0.175661	-0.175661	-0.175661	2.13646	-0.356077	-0.356077	-0.356077	-0.356077	-0.356077	-0.356077
ENSRNOG00000046621	1.19076	0.763786	0.664508	-0.803043	-1.16925	-0.632768	-0.0140007	1.31353	1.40099	0.394587	-0.60399	-0.835039	-0.835039	-0.835039
ENSRNOG00000046639	-0.25475	0.707595	0.621587	0.203998	-0.460147	-1.09666	0.278379	0.299209	0.299208	0.81269	0.215437	-0.895298	-0.895298	0.164053
ENSRNOG00000046775	1.13384	1.0896	1.04141	-0.297918	-1.83958	-1.47337	0.346017	2.09363	2.66889	1.85988	-1.62091	-2.56531	-1.8329	-0.603275
ENSRNOG00000046834	-0.214209	0.429934	0.46111	0.505618	-0.249329	-0.0472837	-0.885843	0.774896	0.832133	0.978839	0.708346	-0.256171	-1.14468	-1.89336
ENSRNOG00000046850	2.1612	1.90326	-0.812892	-0.812892	-0.812892	-0.812892	-0.812892	3.36339	3.44041	-0.931576	-1.46806	-1.46806	-1.46806	-1.46806
ENSRNOG00000046864	0.308347	0.420504	-0.106584	0.220359	-1.03078	0.29474	-0.106584	2.35887	-0.145424	-0.376473	-0.607522	-0.511628	0.2559	-0.973726
ENSRNOG00000046949	0.227024	0.105674	0.005638	0.0604057	-0.344303	-0.138873	0.084433	1.24075	1.35695	-0.247115	-1.24569	-0.648439	-0.552545	0.0960913
ENSRNOG00000046950	1.24008	1.12453	0.746208	-0.156477	-0.984782	-0.984782	-0.984782	0.41852	0.745462	0.187471	0.283364	-0.544938	-0.544938	-0.544938
ENSRNOG00000047014	0.120817	1.00173	0.107514	-0.0780223	-0.334586	-0.207307	-0.610144	0.303825	0.860178	1.2408	0.0411313	-0.0175653	-0.918183	-1.51019
ENSRNOG00000047123	1.68152	0.497927	-0.130764	-1.26818	-0.178958	-0.433004	-0.16854	2.12331	0.735497	-0.462956	-1.07647	-0.427836	-0.216397	-0.675148
ENSRNOG00000047133	-0.00673367	-0.0191043	0.599662	-0.112209	-0.250715	-0.109443	-0.101459	-0.311428	1.54566	0.818479	0.804522	-0.924943	-0.686405	-1.24588
ENSRNOG00000047244	-0.133487	-0.0109127	0.616503	0.651128	-0.591445	-0.306086	-0.225698	0.842016	0.505146	1.14544	1.44587	-0.67678	-1.86189	-1.3998
ENSRNOG00000047287	-0.449521	-0.044056	0.762276	1.16909	-1.50888	-0.282036	0.353126	-1.84102	-0.707286	1.62131	2.23302	-1.20627	-0.448822	0.349077
ENSRNOG00000047306	0.299069	-0.147524	0.0390147	-0.0755757	0.180176	-0.00636233	-0.288796	1.7969	-0.937296	0.532963	0.786953	-0.535972	-1.10757	-0.535972
ENSRNOG00000047319	0.160313	0.365549	0.714377	0.181525	-0.062296	-1.61887	0.259398	0.221979	1.90861	1.50732	-0.454746	-0.407045	-1.77183	-1.0043
ENSRNOG00000047363	1.03346	1.57165	1.46317	-0.614708	-1.15119	-1.15119	-1.15119	1.1322	2.26429	0.770857	-1.04184	-1.04184	-1.04184	-1.04184
ENSRNOG00000047367	0.602234	0.0438187	-0.004681	-0.019722	-0.216678	-0.25594	-0.149031	2.04303	1.84381	0.530112	-0.503584	-0.869788	-1.40627	-1.63732
ENSRNOG00000047393	0.75247	0.28886	-0.279389	0.0176023	-0.247619	-0.411021	-0.120903	1.96947	1.71751	0.297408	-1.01236	-0.367142	-1.09981	-1.50508
ENSRNOG00000047399	1.27653	1.13112	0.945447	-0.390332	-0.987588	-0.987588	-0.987588	0.145727	-0.085322	0.97403	-0.085322	-0.316371	-0.316371	-0.316371
ENSRNOG00000047453	0.12777	1.02802	1.05197	0.879793	-1.43906	-1.43906	-0.209432	-0.855849	-0.319369	2.64956	2.70265	-1.39233	-1.39233	-1.39233
ENSRNOG00000047499	-1.9149	0.483244	1.29897	0.014746	0.402462	-0.393451	0.108935	-2.52511	1.21439	1.68599	1.23624	0.98791	-0.485013	-2.1144
ENSRNOG00000047525	-0.325327	0.352206	0.407083	-0.071281	-0.481995	-0.032019	0.15133	-0.0165863	1.53868	0.580668	-0.784115	-0.308409	-1.15032	0.140082
ENSRNOG00000047531	0.174434	0.773172	0.332586	0.129923	0.423231	0.027156	-1.8605	-0.867792	0.528761	0.692919	0.592884	0.0956657	-0.405694	-0.636743
ENSRNOG00000047573	0.319142	0.148868	1.00385	0.566455	-0.679438	-0.679438	-0.679438	-0.365613	0.096485	0.999169	0.366796	-0.365613	-0.365613	-0.365613
ENSRNOG00000047575	0.880583	0.171173	-0.19089	-1.15435	-0.15577	0.322591	0.126662	2.24071	-0.465328	-0.465328	-0.488326	-0.635603	0.279202	-0.465328
ENSRNOG00000047631	0.529631	0.864203	1.44109	0.956151	-0.385634	-1.70272	-1.70272	-0.699886	0.642269	2.16045	1.61416	-0.468836	-1.62408	-1.62408
ENSRNOG00000047734	-0.218592	0.313369	0.516251	-0.206013	-0.0357373	0.398871	-0.768146	-0.206123	1.68063	1.72135	0.385229	-1.1586	-1.20311	-1.21937
ENSRNOG00000047768	-0.33752	0.972226	-1.25647	0.600286	0.206976	0.080824	-0.266328	0.007266	1.58978	-1.14987	1.35105	0.687126	-1.32523	-1.16013
ENSRNOG00000047924	-0.487754	0.109501	1.3999	1.13476	-0.718804	-0.718804	-0.718804	-0.75699	1.27992	2.04293	0.80372	-1.12319	-1.12319	-1.12319
ENSRNOG00000047957	0.961505	0.785982	0.111691	0.61305	0.37451	-1.42337	-1.42337	0.187228	0.248002	0.741872	1.21392	0.112847	-1.25194	-1.25194
ENSRNOG00000047967	1.38311	1.99162	1.00281	-1.09438	-1.09438	-1.09438	-1.09438	1.29755	3.14096	2.15931	-1.64945	-1.64945	-1.64945	-1.64945
ENSRNOG00000047969	-0.493547	1.06377	0.0625447	-0.132433	0.302984	-0.33878	-0.464544	0.408612	1.06287	-0.184341	0.059289	0.601209	-0.175902	-1.77173
ENSRNOG00000047977	1.06756	1.33639	0.687753	-0.772927	-0.772927	-0.772927	-0.772927	1.16398	0.701883	0.104629	-0.492624	-0.492624	-0.492624	-0.492624
ENSRNOG00000047986	0.70722	0.566818	0.653918	-0.0551383	0.618201	-0.521539	-1.96948	-0.0401997	0.204457	0.265231	0.190849	0.930131	-0.450914	-1.09955
ENSRNOG00000047988	0.39724	-0.01605	0.16619	0.29601	-1.06696	0.0736443	0.149926	-0.426535	0.115395	1.91702	1.12164	-0.136088	-1.25852	-1.3329
ENSRNOG00000048061	-0.689225	-0.24864	0.988313	0.715739	0.71755	-0.51895	-0.964786	-1.00489	1.50348	1.59695	2.01526	0.035414	-2.04272	-2.1035
ENSRNOG00000048101	0.370032	0.5787	-0.19543	0.0383857	-0.365705	-0.269811	-0.156169	2.44322	1.60583	-0.393921	-1.22222	-1.22222	-0.720864	-0.489815
ENSRNOG00000048173	1.18224	-0.621649	0.995697	1.17623	-0.756805	-0.987855	-0.987855	0.17679	-0.285308	0.787651	-0.054259	-0.054259	-0.285308	-0.285308
ENSRNOG00000048193	1.16059	1.33687	0.592336	-0.772448	-0.772448	-0.772448	-0.772448	0.873687	1.31427	0.22505	-0.603252	-0.603252	-0.603252	-0.603252
ENSRNOG00000048221	2.46982	1.01169	-0.696303	-0.696303	-0.696303	-0.696303	-0.696303	2.91286	3.00621	-1.18382	-1.18382	-1.18382	-1.18382	-1.18382
ENSRNOG00000048522	2.13318	0.912347	-0.609106	-0.609106	-0.609106	-0.609106	-0.609106	1.79601	2.19389	-0.320178	-0.917431	-0.917431	-0.917431	-0.917431
ENSRNOG00000048545	1.59599	1.07761	1.087	-0.665498	-1.0317	-1.0317	-1.0317	0.441281	0.271006	0.868261	0.0913407	-0.557296	-0.557296	-0.557296
ENSRNOG00000048573	0.23032	0.349211	0.997849	-0.418318	-0.784524	-0.784524	0.409985	-0.021252	0.820658	-0.021252	-0.021252	-0.252301	-0.252301	-0.252301
ENSRNOG00000048747	-0.424003	-0.244337	-0.000548667	0.787451	0.026132	-0.231597	0.086906	1.58099	1.20934	1.317	0.0816617	-0.395094	-1.3142	-2.4797
ENSRNOG00000048751	0.300369	0.972003	0.762467	0.435524	-0.945524	-0.714474	-0.810368	0.339344	0.815049	-0.026861	-0.026861	-0.488959	-0.488959	-0.122755
ENSRNOG00000048818	-0.297404	0.967247	-0.364294	-0.0663557	-0.079883	-0.167338	0.00802567	0.334829	1.44426	0.735203	-0.875186	-1.44944	0.370703	-0.560365
ENSRNOG00000048848	1.01221	0.972944	0.617001	0.170298	-0.144523	-1.94841	-0.679518	1.81263	0.929817	1.75289	0.567347	-0.84038	-1.99562	-2.22667
ENSRNOG00000048849	0.0263897	0.392594	1.24241	1.25518	-0.972191	-0.972191	-0.972191	-0.630122	-0.630122	1.8283	2.24651	-0.630122	-1.09222	-1.09222
ENSRNOG00000048870	0.774204	0.458421	0.499917	0.253716	0.0217793	-1.15368	-0.854362	1.1837	0.871566	0.697849	1.25336	0.328953	-1.97855	-2.35688
ENSRNOG00000048874	-1.73046	0.290025	0.388241	0.446499	-0.00886567	0.322219	0.292347	-1.23547	1.23404	0.556288	0.748944	-0.332789	-1.00442	0.033415
ENSRNOG00000048897	-0.0760657	-0.073744	0.737264	0.536005	-0.326305	-0.470851	-0.326305	-0.945754	1.65785	1.28229	-0.168834	0.329537	-1.0364	-1.11868
ENSRNOG00000048907	0.939927	0.135925	0.384722	0.60828	-0.055863	-0.457189	-1.5558	0.675106	0.308902	0.427794	-0.108685	0.122364	-0.183066	-1.24242
ENSRNOG00000048914	0.885501	0.147845	0.233479	0.29574	-0.436668	-0.532562	-0.593336	1.79812	0.17391	-0.654392	-0.080137	-0.519237	-0.40708	-0.311186
ENSRNOG00000048919	1.38483	0.706476	-0.180514	-0.200127	-0.254896	-0.28607	-1.1697	2.47005	2.20069	0.0554303	-0.372239	-1.6499	-1.72428	-0.979751
ENSRNOG00000048941	0.453578	0.721458	0.594741	0.543358	0.471356	-1.57535	-1.20914	0.480699	0.480699	0.883925	0.461088	0.29693	-1.30167	-1.30167
ENSRNOG00000048961	0.446626	0.174449	0.554289	0.029036	-0.468181	-0.342417	-0.3938	2.01665	2.48349	-0.0594953	-1.06221	-1.52431	-1.06221	-0.791904
ENSRNOG00000048988	-0.433951	1.4092	0.760559	-0.433951	-0.433951	-0.433951	-0.433951	0.129546	0.360595	0.456489	-0.236658	-0.236658	-0.236658	-0.236658
ENSRNOG00000049056	2.17339	0.930538	-0.620786	-0.620786	-0.620786	-0.620786	-0.620786	4.59159	1.13519	-1.14535	-1.14535	-1.14535	-1.14535	-1.14535
ENSRNOG00000049115	1.0103	1.3906	0.977908	-0.223473	-1.05178	-1.05178	-1.05178	1.15299	-0.07664	0.154409	-0.307689	-0.307689	-0.307689	-0.307689
ENSRNOG00000049171	0.796152	0.387647	0.258062	-0.0557273	-0.522528	-0.078259	-0.785347	1.25238	1.44915	0.866801	-0.328942	-0.840912	-1.32752	-1.07096
ENSRNOG00000049261	2.21727	1.32557	-0.562086	-0.928292	-0.928292	-0.562086	-0.562086	1.82529	2.12592	-0.361059	-0.897538	-0.897538	-0.897538	-0.897538
ENSRNOG00000049286	1.16393	0.520048	-0.3056	0.278414	-0.134727	-0.336774	-1.18529	2.07351	0.658282	-0.0815577	0.424992	-0.486826	-1.10034	-1.48806
ENSRNOG00000049496	0.662688	1.23317	-1.54666	-1.01018	0.607161	-0.011604	0.065433	0.329261	1.32552	-1.03552	-0.573422	0.0144403	0.037438	-0.097717
ENSRNOG00000049604	1.152	0.238482	0.200667	-0.0466457	-0.418966	-0.697182	-0.428357	2.15139	1.3506	-0.0396353	-1.38142	-0.666759	-0.732783	-0.681399
ENSRNOG00000049615	0.44347	0.124703	0.841245	0.389296	-0.523935	-0.850878	-0.4239	-0.813969	0.454917	2.52129	0.533713	-0.753195	-1.18017	-0.762586
ENSRNOG00000049719	0.280505	-0.060045	0.799886	0.575094	0.306159	0.0461063	-1.9477	-0.0549783	-0.481957	1.42427	1.24903	-0.234644	-0.652232	-1.24948
ENSRNOG00000049758	-0.696815	0.433926	0.100432	0.720832	0.338366	0.187792	-1.08453	0.271608	0.684298	0.316948	0.837721	0.379408	-0.470689	-2.01929
ENSRNOG00000049768	0.0529723	0.268514	-1.14765	0.300285	-0.13281	0.156357	0.50233	0.140806	2.19893	-0.761879	1.00735	-0.558942	-1.47523	-0.551037
ENSRNOG00000049771	0.813363	0.568707	1.35426	1.39494	-1.22306	-1.45411	-1.45411	0.108243	-0.257961	1.42102	2.54547	-0.720059	-1.54836	-1.54836
ENSRNOG00000049782	0.23878	-0.385267	0.913273	0.345658	-0.921746	-0.331984	0.141288	1.28619	1.69791	1.7874	0.769918	-1.93724	-1.80209	-1.80209
ENSRNOG00000049811	1.83991	1.07238	-0.212776	-0.674876	-0.674876	-0.674876	-0.674876	0.581177	1.13392	-0.343019	-0.343019	-0.343019	-0.343019	-0.343019
ENSRNOG00000049827	0.080683	0.763414	1.04923	0.858114	-0.482478	-1.84726	-0.421703	0.916717	0.57613	1.16593	0.755796	-0.952193	-1.41429	-1.04809
ENSRNOG00000049965	1.24586	0.999299	-0.185818	0.289887	-0.783074	-0.783074	-0.783074	0.429091	0.429091	-0.033007	-0.033007	-0.264056	-0.264056	-0.264056
ENSRNOG00000049985	0.396613	0.545375	0.596758	1.06825	-0.35731	-1.12484	-1.12484	0.41852	0.148209	0.553675	0.148209	-0.178734	-0.544938	-0.544938
ENSRNOG00000050071	0.228825	0.0168283	0.763515	0.068213	-0.196198	-0.782469	-0.0987123	-0.46854	0.186499	2.43612	1.61135	-0.397347	-1.25233	-2.11575
ENSRNOG00000050111	0.216511	0.693169	1.06873	0.582716	-0.894224	-1.89281	0.225901	-0.837096	1.63418	3.07585	1.42868	-0.89787	-2.43293	-1.97083
ENSRNOG00000050114	0.458908	0.577799	0.407524	0.387876	0.268985	-0.379652	-1.72144	0.481303	0.00559767	0.197386	0.175873	0.824509	-0.726811	-0.95786
ENSRNOG00000050172	1.08713	1.82831	-0.583088	-0.583088	-0.583088	-0.583088	-0.583088	1.83207	3.6146	-0.904496	-1.13555	-1.13555	-1.13555	-1.13555
ENSRNOG00000050191	0.0110243	0.438113	0.778553	0.724847	0.35217	-1.39154	-0.913173	0.0424927	0.696379	0.787023	0.234281	-0.188556	-1.15201	-0.419605
ENSRNOG00000050204	-0.134327	0.0819047	0.871741	0.310185	0.133632	-0.553235	-0.709903	0.638511	0.866484	1.28025	0.790301	-0.952213	-1.25015	-1.37319
ENSRNOG00000050207	0.730462	-0.176549	-0.203382	0.128881	-0.405427	-0.065745	-0.008241	2.55905	0.967142	-0.498498	-1.26603	-1.49708	0.037981	-0.302569
ENSRNOG00000050214	0.603814	-0.590693	0.751091	0.690317	-0.0772113	0.0416793	-1.419	-0.256617	0.0352063	1.20071	-0.0255677	-0.195843	0.266255	-1.02415
ENSRNOG00000050231	-0.262162	0.83802	-0.0971623	0.081307	1.21758	-1.09415	-0.683433	0.121332	0.522509	0.564602	1.1809	0.522032	-0.876511	-2.03487
ENSRNOG00000050342	0.849879	0.814759	1.23159	0.999866	-1.2987	-1.2987	-1.2987	-0.0182893	-0.2886	1.96641	1.28572	-0.981747	-0.981747	-0.981747
ENSRNOG00000050348	0.775888	0.454951	0.364307	0.289926	0.403567	-0.961216	-1.32742	-0.0210933	0.345111	0.0181677	0.188443	1.1289	-0.714241	-0.94529
ENSRNOG00000050407	1.30544	0.432629	0.341985	0.320472	-1.04431	-0.311903	-1.04431	-0.554223	-0.554223	-0.554223	0.518736	0.178185	1.51997	-0.554223
ENSRNOG00000050410	0.37101	0.299416	-0.264474	-0.433264	-0.131641	0.192377	-0.0334243	2.1313	1.59753	0.302534	-1.18991	-1.18991	-0.862967	-0.788586
ENSRNOG00000050420	0.690739	0.956692	-0.467834	-0.969194	-0.276046	-0.150282	0.215922	1.68966	1.74187	-0.401194	-0.170144	-0.863292	-1.2295	-0.767398
ENSRNOG00000050483	0.203403	0.466223	0.398301	0.44281	-0.266186	-1.02097	-0.223576	0.235199	2.35618	1.37832	1.21311	-1.3249	-2.22758	-1.63033
ENSRNOG00000050761	0.653552	1.20629	1.24556	-0.501696	-0.867902	-0.867902	-0.867902	0.588517	0.858828	-0.10463	-0.335679	-0.335679	-0.335679	-0.335679
ENSRNOG00000050767	0.627892	0.17705	0.0366443	0.088028	-0.978198	-0.56061	0.609196	0.625098	0.515596	0.881801	0.014237	-0.909959	-0.909959	-0.216812
ENSRNOG00000050790	-0.305752	0.676702	1.61012	-0.536802	-1.26921	-0.807112	0.632053	-0.307214	1.25889	2.53934	-0.918075	-1.61122	-1.24502	0.283305
ENSRNOG00000050803	0.983437	-0.459139	0.113412	0.0226073	0.0422207	-0.911846	0.209305	1.71912	0.612274	-0.213238	0.140386	-0.929383	-0.444287	-0.884873
ENSRNOG00000050819	-0.289374	0.48162	0.336884	1.41058	0.211985	-1.49	-0.661696	-0.755874	0.569052	1.93312	1.48668	0.648992	-2.53824	-1.34374
ENSRNOG00000050821	-0.28797	0.797113	-0.781839	0.455614	0.430911	-0.258967	-0.354861	0.833596	0.298006	0.682043	0.0140693	0.390529	-0.367927	-1.85032
ENSRNOG00000050841	1.0656	0.0731347	0.296115	0.549898	0.063098	-0.767183	-1.28066	0.232566	0.292334	1.58345	1.19407	-0.575984	-2.00841	-0.718012
ENSRNOG00000051150	0.448117	1.187	0.47242	1.07054	-0.277361	-1.91246	-0.988258	0.228396	0.94773	1.93217	1.22398	-1.08869	-1.73732	-1.50627
ENSRNOG00000051316	1.27869	1.33532	0.828715	-0.111747	-1.11033	-1.11033	-1.11033	0.641478	0.140118	0.506322	-0.32198	-0.32198	-0.32198	-0.32198
ENSRNOG00000000008	-0.126568	0.115372	0.958538	-0.0994293	-0.0247757	-0.459516	-0.363623	-0.875387	0.536516	1.47453	1.70335	0.196546	-1.14851	-1.88704
ENSRNOG00000000017	0.182622	0.982168	0.0764703	0.452625	-0.692958	-0.683567	-0.317363	-1.54556	-1.03208	0.875315	1.63394	0.892668	-0.463832	-0.360448
ENSRNOG00000000043	0.226491	-0.56255	0.0468253	0.624464	-0.139713	-0.12345	-0.0720663	-0.769109	-1.25421	1.02998	1.6619	0.185908	-0.255628	-0.598834
ENSRNOG00000000044	-0.726071	-0.212589	0.653383	0.599449	0.185386	-0.0260503	-0.473509	-0.417645	0.733275	1.65655	1.24279	-0.783849	-0.648694	-1.78243
ENSRNOG00000000064	-0.60568	-0.470525	0.392898	0.694978	-0.10432	-0.204355	0.297004	-0.686864	-0.381433	1.22747	1.59598	0.311714	-0.551708	-1.51517
ENSRNOG00000000081	0.432306	-0.248719	0.618846	0.201257	-0.300102	0.132992	-0.836583	-1.83679	-0.19728	1.22952	1.49408	0.184553	-0.767177	-0.106917
ENSRNOG00000000113	0.34242	-0.22583	-0.106938	0.597979	-0.420274	-0.0906747	-0.0966807	-0.495748	-0.957846	0.689369	2.13755	0.812675	-1.32405	-0.861952
ENSRNOG00000000156	-0.340163	0.206574	0.296352	0.923748	-0.898156	0.0774253	-0.265781	-0.841376	0.30862	0.353131	0.911991	0.488286	-0.610327	-0.610327
ENSRNOG00000000157	-1.04689	0.289813	0.118616	0.96653	0.966406	-0.247589	-1.04689	-0.300085	0.397007	1.19343	2.20536	-0.130678	-0.884599	-2.48043
ENSRNOG00000000168	-0.195625	0.0244417	-0.0393127	0.772664	0.060128	-0.684404	0.0621063	-1.5569	-0.156997	0.579095	1.6416	0.190351	-0.199606	-0.497547
ENSRNOG00000000185	-0.397492	0.156954	0.469878	0.959259	-0.436752	-0.330601	-0.421246	-0.904572	-0.289297	1.7035	2.18257	0.0588853	-0.883059	-1.86803
ENSRNOG00000000186	-0.386341	-0.135678	1.12518	0.316758	-0.12296	-0.318076	-0.478885	-0.895205	0.710884	2.4543	0.722101	-0.820824	-1.05187	-1.11938
ENSRNOG00000000216	-0.585518	-0.292668	0.0483693	1.4551	0.349852	-0.505131	-0.47001	-1.14812	-0.223921	1.04148	1.65534	0.29982	-0.611638	-1.01296
ENSRNOG00000000230	0.0878967	-0.245052	-0.164665	0.655199	-0.0687703	0.0352103	-0.29982	-1.18697	-0.307286	0.936902	1.79868	0.548978	-0.895149	-0.895149
ENSRNOG00000000242	-0.550395	0.30459	-0.0301787	0.552888	-0.126073	-0.168684	0.017855	-1.40338	-0.317344	0.982145	1.38715	0.144754	-0.731742	-0.0615927
ENSRNOG00000000245	-0.166568	0.165079	0.408499	0.194547	0.0148817	-0.781984	0.165544	-1.97061	1.0101	1.8789	0.702317	-0.505798	-0.480069	-0.634836
ENSRNOG00000000248	-0.363713	-0.027686	0.625074	0.418147	-0.0915197	0.168887	-0.729192	-1.80808	-0.491493	1.45188	0.811032	1.3314	-0.144338	-1.15041
ENSRNOG00000000249	-0.160167	0.00144867	0.281998	0.745375	-0.486163	-0.677951	0.295458	-2.00718	0.248557	1.76104	1.17142	0.305617	-0.583	-0.896446
ENSRNOG00000000251	-0.01944	0.0297727	-0.0349457	0.15684	0.595836	-0.163368	-0.564692	-1.25282	0.408	0.79423	1.20797	0.398337	-0.546067	-1.00965
ENSRNOG00000000258	-0.899925	0.491538	0.562236	0.795748	-0.411146	-0.00473233	-0.533721	-0.778206	-0.229603	1.14341	1.08296	0.136601	-0.878241	-0.476917
ENSRNOG00000000274	-1.04605	0.0521083	0.694406	0.388978	0.642006	-0.147504	-0.583948	-0.671758	0.653762	1.43755	0.429586	0.034996	-1.17312	-0.71102
ENSRNOG00000000275	-0.200213	0.34934	0.641162	0.374043	-0.004284	-1.27317	0.113123	-0.072923	-0.303972	0.567274	1.50267	-0.339092	-0.744557	-0.609402
ENSRNOG00000000279	0.473406	-0.721969	0.411764	0.616578	-0.171882	-0.0279543	-0.57994	-0.754315	-0.292217	0.247946	1.35267	0.963931	-0.754315	-0.763706
ENSRNOG00000000302	-0.217595	-0.005292	0.418304	0.609896	0.148608	-0.483764	-0.470157	-0.125726	0.89911	1.23309	0.78722	-0.44764	-0.986866	-1.35919
ENSRNOG00000000303	-0.53047	0.101902	0.56319	0.371598	-0.051998	-0.264301	-0.189919	-0.991883	-0.452657	0.782203	1.22807	0.894093	-0.130743	-1.32908
ENSRNOG00000000304	-0.648386	0.22565	1.10434	0.881316	-0.203387	-0.781588	-0.577949	-1.63593	0.368229	1.27144	1.77067	0.657246	-0.979067	-1.45259
ENSRNOG00000000312	-0.267651	-0.116233	0.487138	0.703131	-0.0895517	0.0344293	-0.751262	-1.82104	-0.269723	1.76718	1.73422	0.157256	-1.35895	-0.208949
ENSRNOG00000000327	-0.629824	-0.137856	0.668205	1.01139	0.482889	-0.629824	-0.764979	-0.893477	-0.557143	0.679949	2.1159	0.640387	-1.17591	-0.809705
ENSRNOG00000000387	-0.242301	0.070455	-0.159147	0.733276	-0.0753757	0.036941	-0.363849	-0.988513	0.157342	1.2303	1.30734	0.501612	-0.853358	-1.35472
ENSRNOG00000000396	-0.744804	-0.109045	0.328608	0.404438	0.360378	-0.227937	-0.01164	-1.24431	-0.707834	1.82689	1.79304	1.07489	-1.37947	-1.3632
ENSRNOG00000000398	-0.589026	-0.425625	0.0682443	0.49857	0.436963	-0.0458127	0.056683	-1.02165	-0.410788	0.518372	2.32138	0.675246	-1.38785	-0.694706
ENSRNOG00000000414	-0.693344	0.388387	0.282236	1.02292	-0.56758	-0.29202	-0.140602	-0.651369	-0.735141	0.514693	2.09156	1.47342	-0.847298	-1.84588
ENSRNOG00000000480	0.134286	0.375589	-0.402196	0.674446	0.260048	-0.154883	-0.887292	-0.376279	-0.620935	0.456165	2.27415	1.091	-1.14381	-1.68029
ENSRNOG00000000481	-0.639672	-0.12938	0.508081	0.32747	0.0829227	-0.126191	-0.0232287	-1.20034	-0.23688	1.24547	1.49051	0.50941	-0.851012	-0.957165
ENSRNOG00000000490	-0.680557	-0.121698	0.559327	0.675784	-0.458899	-0.112308	0.138354	-2.10942	-0.440691	1.64176	1.48176	0.714494	-0.102679	-1.18522
ENSRNOG00000000503	-0.259507	0.124719	0.171416	0.996898	0.0362623	-0.366015	-0.703776	-0.988223	0.25481	0.57624	0.28491	0.687837	0.124947	-0.940523
ENSRNOG00000000504	0.313078	-0.003251	0.696868	0.687832	-0.750218	-0.644067	-0.300242	-1.04894	-0.473197	0.759194	1.51599	0.491904	-0.456935	-0.788019
ENSRNOG00000000520	-0.43307	-0.015482	-0.147871	0.869229	-0.297915	0.208887	-0.183779	-1.67248	-0.735509	1.66443	1.51685	0.392275	-0.276875	-0.888685
ENSRNOG00000000568	0.027309	0.062429	0.666284	1.16716	-0.184551	-1.60779	-0.130844	-0.471136	-0.501006	1.25751	1.46334	0.222013	-1.56036	-0.410362
ENSRNOG00000000575	-0.0891257	-0.107823	0.158188	0.685523	0.101715	-0.191136	-0.55734	-1.43132	-0.449841	1.04286	1.99612	0.660262	-0.213819	-1.60425
ENSRNOG00000000581	-0.887628	0.455643	0.873231	0.807336	-0.184224	-0.678092	-0.386269	-0.695624	0.391083	1.52893	1.74953	0.696973	-1.4358	-2.2351
ENSRNOG00000000583	-0.411517	-0.054704	0.129924	0.646791	0.294125	-0.36614	-0.238476	-1.2796	0.818983	1.55863	0.904426	0.922966	-0.743122	-2.18228
