Gene	PHYPA	ORYSJ	MAIZE	Anc5	SOLTU	MEDTR	ARATH	Anc4	Anc3	Anc2	Anc1
OG3459_1	3	-1	-1	-1	-1	1	-1	1	1	1	2
OG3055_2	2	-1	-1	-1	-1	1	-1	1	1	1	3
DUMMY674	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G65680	-1	7	1	7	-1	0	1	6	6	6	6
OG2059_3	-1	7	-1	7	-1	0	-1	6	6	6	6
OG2059_4	-1	7	-1	7	-1	6	-1	6	6	6	6
AT5G50260	-1	7	-1	7	-1	6	1	6	6	6	6
AT3G15670	-1	7	4	7	-1	6	1	6	6	6	6
AT1G31550	-1	7	0	3	-1	6	1	6	6	6	6
AT5G26330	-1	7	0	7	-1	6	6	6	6	6	6
AT5G61250	-1	7	0	7	6	6	0	6	6	6	6
OG8396_1	-1	7	0	7	5	6	-1	6	6	6	6
OG2059_2	-1	7	0	7	7	6	-1	6	6	6	6
DUMMY675	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G06890	-1	4	4	4	2	2	2	2	2	4	4
AT1G77130	-1	4	4	4	0	2	2	2	2	4	4
AT1G72970	-1	4	4	4	1	2	2	2	2	4	4
AT2G04530	-1	4	4	4	1	2	2	2	2	4	4
AT2G19870	4	4	4	4	1	2	2	2	2	4	4
AT1G68310	-1	4	0	4	1	2	2	2	2	4	4
AT5G04060	-1	0	4	4	1	2	2	2	2	4	4
AT2G38580	-1	0	4	4	4	2	2	2	2	4	4
AT2G01110	-1	0	4	4	2	2	2	2	2	4	4
AT5G26751	4	0	4	4	2	2	2	2	2	4	4
AT5G20170	4	0	4	4	2	2	2	2	2	4	4
AT5G60990	4	0	4	4	0	2	2	2	2	4	4
AT5G62290	4	4	4	4	0	2	2	2	2	4	4
AT1G51740	4	-1	4	4	0	2	2	2	2	4	4
AT5G11700	4	-1	4	4	-1	2	2	2	2	4	4
AT3G57990	4	4	4	4	-1	2	2	2	2	4	4
AT5G52200	4	4	4	4	4	0	2	2	2	4	4
AT1G20770	4	4	4	4	4	2	2	2	2	4	4
AT5G41190	4	4	4	4	4	2	2	2	2	4	4
AT5G13480	1	4	4	4	4	2	2	2	2	4	4
AT4G00800	0	4	4	4	-1	2	2	2	2	4	4
AT5G55500	0	4	4	4	2	2	2	2	2	4	4
AT5G14600	0	4	4	4	2	2	2	2	2	4	4
AT1G76880	0	-1	4	4	2	2	2	2	2	4	4
AT1G30450	0	4	-1	4	2	2	2	2	2	4	4
AT5G66950	-1	4	-1	4	2	2	2	2	2	4	4
AT3G17850	4	4	-1	4	2	2	2	2	2	4	4
AT1G80940	4	4	4	4	2	2	2	2	2	4	4
AT1G76890	4	4	0	4	2	2	2	2	2	4	4
AT4G21670	4	4	0	4	2	2	2	2	2	4	4
AT4G09980	-1	4	0	4	2	2	2	2	2	4	4
AT3G12740	0	4	0	4	2	2	2	2	2	4	4
AT1G63050	0	4	0	4	2	2	2	2	2	4	1
AT5G46250	0	0	0	4	2	2	2	2	2	4	4
AT2G26680	0	0	0	4	2	2	4	2	2	4	4
DUMMY676	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G59950	-1	3	3	6	0	5	6	6	6	6	6
AT5G61160	-1	3	6	6	0	6	6	6	6	6	6
AT5G44410	-1	3	6	3	0	6	6	6	6	6	6
AT5G42500	-1	3	7	3	0	6	6	6	6	6	6
AT3G58450	-1	3	6	3	0	0	6	6	6	6	6
AT5G63660	-1	0	4	3	0	6	6	6	6	6	6
AT5G10300	-1	0	4	6	0	6	6	6	6	6	6
AT4G37070	-1	3	4	6	7	6	6	6	6	6	6
DUMMY677	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G21630	7	0	7	7	2	0	7	7	7	7	7
OG3515_2	7	0	7	7	2	0	-1	7	7	7	7
AT5G24510	7	0	7	7	-1	0	0	7	7	7	7
AT2G36620	7	0	7	7	-1	0	0	7	7	7	7
AT3G62000	0	0	7	7	1	0	0	7	7	7	7
AT3G60010	-1	0	7	7	0	0	0	7	7	7	7
OG1386_2	-1	0	7	7	0	0	-1	7	7	7	7
OG3382_2	0	0	2	7	0	0	-1	7	7	7	7
DUMMY678	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G04640	4	4	0	4	0	2	2	2	4	4	4
AT5G13300	4	4	0	4	4	2	2	2	4	4	4
AT5G14530	4	4	0	4	-1	2	2	2	2	4	4
AT4G37460	4	4	0	4	-1	2	2	2	2	2	4
AT1G48490	4	-1	0	4	-1	-1	2	2	2	4	4
AT1G73930	4	4	0	4	4	-1	2	2	2	4	4
AT5G27990	4	4	0	4	0	-1	2	2	2	4	4
AT3G62330	4	4	4	4	0	-1	2	2	2	4	4
DUMMY679	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT2G20130	0	0	4	4	0	0	0	4	4	4	4
AT5G51640	0	0	4	4	0	4	0	4	4	4	4
AT2G19500	-1	0	4	4	0	2	0	4	4	4	4
AT1G48300	-1	0	4	4	0	4	0	4	4	4	4
AT4G24440	-1	0	4	4	0	4	0	4	4	4	4
AT3G18800	-1	0	4	4	0	4	0	4	4	4	4
AT3G21690	-1	0	4	4	0	4	0	4	4	4	4
AT3G46930	-1	0	4	4	0	4	0	4	4	4	4
AT3G48260	-1	0	4	4	0	4	0	4	4	4	4
AT2G35760	-1	0	4	4	0	0	0	4	4	4	4
AT4G27435	-1	0	4	4	0	0	0	4	4	4	4
AT4G14746	-1	0	4	4	0	0	0	4	4	4	4
AT3G02410	-1	0	4	4	0	0	0	4	4	4	4
AT4G10250	-1	0	4	4	0	-1	0	4	4	4	4
AT4G35685	-1	0	4	4	0	-1	0	4	4	4	4
AT3G21520	-1	0	4	4	0	-1	0	4	4	4	4
AT5G64850	-1	4	4	4	0	-1	0	4	4	4	4
AT3G59640	-1	4	4	4	0	-1	0	4	4	4	4
AT2G35740	-1	0	4	4	0	-1	1	1	4	4	4
AT1G68940	-1	0	4	4	0	-1	1	4	4	4	4
AT4G16420	-1	0	4	4	0	-1	1	4	4	4	4
AT3G21600	-1	0	4	4	0	-1	1	4	4	4	4
AT1G45249	-1	0	4	4	-1	-1	1	4	4	4	4
AT2G16650	-1	0	4	4	4	-1	1	4	4	4	4
AT1G18560	-1	0	4	4	4	-1	1	4	4	4	4
AT3G07270	-1	0	4	4	4	4	1	4	4	4	4
AT3G21670	-1	0	4	4	4	4	1	4	4	4	4
AT3G06550	-1	0	4	4	0	4	1	4	4	4	4
AT4G28260	-1	0	4	4	0	4	1	4	4	4	4
AT1G80190	-1	0	4	4	0	4	1	4	4	4	4
AT4G27290	-1	0	4	4	0	1	1	4	4	4	4
AT3G58690	-1	0	4	4	0	0	1	4	4	4	4
AT5G13950	-1	0	4	4	4	0	1	4	4	4	4
AT1G02110	-1	0	4	4	4	0	0	4	4	4	4
AT1G75440	-1	0	4	4	4	0	4	4	4	4	4
AT2G32150	-1	0	4	4	4	0	4	4	4	4	4
AT5G20300	-1	0	4	4	4	0	4	4	4	4	4
AT3G19650	-1	0	4	4	4	0	4	4	4	4	4
AT2G27060	-1	0	4	4	4	0	4	4	4	4	4
AT3G56820	-1	0	4	4	4	0	4	4	4	4	4
AT2G27590	-1	0	4	4	4	0	4	4	4	4	4
AT4G39250	-1	0	4	4	-1	0	4	4	4	4	4
AT4G39955	-1	0	4	4	-1	0	4	4	4	4	4
AT4G25640	-1	0	4	4	-1	0	4	4	4	4	4
AT2G33610	-1	0	4	4	2	0	4	4	4	4	4
AT5G62890	-1	0	4	4	-1	2	4	4	4	4	4
AT4G01330	-1	0	4	4	4	2	4	4	4	4	4
AT2G23180	-1	0	4	2	4	-1	4	4	4	4	4
AT3G63310	-1	0	4	4	4	-1	4	4	4	4	4
AT4G04885	-1	0	4	4	4	-1	4	4	4	4	4
AT5G15780	-1	0	4	4	-1	-1	4	4	4	4	4
AT2G02170	-1	0	4	4	-1	-1	4	4	4	4	4
AT3G23550	-1	0	4	4	-1	-1	0	4	4	4	4
AT1G02580	-1	0	4	4	4	-1	0	4	4	4	4
AT2G42800	-1	0	4	4	0	-1	4	4	4	4	4
AT3G56850	-1	0	0	4	0	-1	4	4	4	4	4
AT2G16930	-1	0	-1	4	0	-1	4	4	4	4	4
AT4G00450	-1	0	-1	4	0	0	4	4	4	4	4
AT4G30900	-1	0	-1	4	0	4	4	4	4	4	4
AT5G47710	-1	0	1	4	0	4	4	4	4	4	4
AT5G50180	-1	0	1	4	0	4	4	4	4	4	4
AT4G35500	-1	0	1	4	0	4	4	4	4	4	4
AT1G49245	-1	0	4	4	0	4	4	4	4	4	4
AT3G49180	-1	0	4	4	0	4	4	4	4	4	4
AT1G47380	-1	0	4	4	0	4	4	4	4	4	4
AT3G15352	-1	0	4	4	0	4	4	4	4	4	4
AT5G64020	-1	0	4	4	0	4	4	4	4	4	4
AT5G52180	-1	0	4	4	0	4	4	4	4	4	4
AT1G66330	-1	0	4	4	0	4	4	4	4	4	4
AT5G47500	-1	0	4	4	0	4	4	4	4	4	4
AT5G32450	-1	0	4	4	0	4	4	4	4	4	4
AT4G31850	-1	0	4	4	0	4	4	4	4	4	4
AT4G29950	-1	0	4	4	0	4	4	4	4	4	4
AT3G06410	-1	0	4	4	0	4	4	4	4	4	4
AT2G21300	-1	0	4	4	0	4	4	4	4	4	4
AT3G11550	-1	0	4	4	0	4	4	4	4	4	4
AT1G09160	-1	0	4	4	0	4	4	4	4	4	4
AT3G49725	-1	0	4	4	1	4	4	4	4	4	4
AT5G42560	-1	0	0	4	0	4	1	4	4	4	4
AT3G54830	-1	0	0	4	0	4	0	4	4	4	4
AT5G47320	-1	0	0	4	0	4	4	4	4	4	4
AT5G60170	-1	0	0	4	0	4	4	4	4	4	4
AT1G02260	-1	0	0	4	0	4	4	4	4	4	4
AT2G41820	-1	0	0	4	-1	4	4	4	4	4	4
AT5G23150	-1	0	0	4	-1	4	4	4	4	4	4
AT4G37590	-1	0	2	4	-1	4	4	4	4	4	4
AT2G15900	-1	0	1	4	-1	4	4	4	4	4	4
AT2G39190	-1	0	4	4	-1	4	4	4	4	4	4
AT3G24820	-1	0	4	4	-1	4	4	4	4	4	4
AT2G43630	-1	0	4	4	-1	4	4	4	4	4	4
AT5G38220	-1	0	4	4	-1	4	4	4	4	4	4
AT2G46470	-1	0	4	4	-1	4	4	4	4	4	4
AT5G02880	-1	0	4	4	-1	4	4	4	4	4	4
AT5G12400	-1	0	4	4	-1	4	4	4	4	4	4
AT3G06430	-1	0	4	4	-1	4	4	4	4	4	4
AT2G05260	-1	0	4	4	-1	4	4	4	4	4	4
AT3G55510	-1	0	4	4	-1	4	4	4	4	4	4
AT4G16380	-1	0	4	4	-1	4	4	4	4	4	4
AT2G18850	-1	0	4	4	-1	4	4	4	4	4	4
AT1G71480	-1	0	4	4	-1	4	4	4	4	4	4
AT5G19000	-1	0	4	4	-1	4	0	4	4	4	4
AT5G61880	-1	0	4	4	-1	4	0	4	4	4	4
AT5G57270	-1	0	4	4	-1	4	0	4	4	4	4
AT3G53630	-1	0	4	4	-1	4	1	4	4	4	4
AT5G49990	-1	0	4	4	-1	4	1	4	4	4	4
AT4G24630	-1	0	4	4	-1	4	1	4	4	4	4
OG13073_1	-1	0	4	4	-1	4	-1	4	4	4	4
OG2199_2	-1	0	4	4	-1	4	-1	4	4	4	4
OG3052_2	-1	0	4	4	-1	4	-1	4	4	4	4
OG4041_2	-1	0	4	4	-1	4	-1	4	4	4	4
OG449_6	-1	0	4	4	-1	4	-1	4	4	4	4
OG5410_2	-1	0	4	4	-1	4	-1	4	4	4	4
OG11357_1	-1	0	4	4	-1	4	-1	4	4	4	4
OG1185_2	-1	0	4	4	-1	4	-1	4	4	4	4
OG9802_1	-1	0	4	4	-1	4	-1	4	4	4	4
OG5732_2	-1	0	4	4	-1	4	-1	4	4	4	4
OG1036_2	-1	0	4	4	-1	4	-1	4	4	4	4
OG2674_1	-1	0	4	4	4	4	-1	4	4	4	4
OG4395_1	-1	0	4	4	4	4	-1	4	4	4	4
OG449_3	-1	0	4	4	4	4	-1	4	4	4	4
OG4171_1	-1	0	4	4	4	4	-1	4	4	4	4
OG271_3	-1	0	4	4	4	4	-1	4	4	4	4
AT2G38610	-1	0	4	4	4	4	2	4	4	4	4
AT5G17520	-1	0	4	4	4	4	2	4	4	4	4
AT2G35100	-1	0	4	4	4	4	2	4	4	4	4
AT1G16670	-1	0	4	4	4	4	4	4	4	4	4
AT4G10110	-1	0	4	4	4	4	4	4	4	4	4
AT2G18400	-1	0	4	4	4	4	4	4	4	4	4
AT5G06440	-1	0	4	4	4	4	4	4	4	4	4
AT5G15640	-1	0	4	4	4	4	4	4	4	4	4
AT5G47390	-1	0	4	4	4	4	4	4	4	4	4
AT1G10850	-1	0	4	4	4	4	4	4	4	4	4
AT5G67610	-1	0	4	4	4	4	4	4	4	4	4
AT3G45830	-1	0	4	4	4	4	4	4	4	4	4
AT3G49490	-1	0	4	4	4	4	4	4	4	4	4
AT3G52210	-1	0	4	4	4	4	4	4	4	4	4
AT3G15160	-1	0	4	4	4	4	4	4	4	4	4
AT5G27830	-1	0	4	4	4	4	4	4	4	4	4
AT2G41370	-1	0	4	4	4	4	4	4	4	4	4
AT4G27990	-1	0	4	4	4	4	4	4	4	4	4
AT1G06230	-1	0	4	4	4	4	4	4	4	4	4
AT3G23280	-1	0	4	4	4	1	4	4	4	4	4
AT2G36630	-1	0	4	4	4	1	4	4	4	4	4
AT4G28990	2	0	4	4	4	4	4	4	4	4	4
AT4G12030	1	0	4	4	4	4	0	4	4	4	4
AT1G49350	4	0	4	4	4	4	0	4	4	4	4
AT1G68890	4	0	4	4	4	4	0	4	4	4	4
AT3G51270	4	0	4	4	4	4	0	4	4	4	4
AT3G21870	-1	0	4	4	4	4	0	4	4	4	4
AT3G11670	-1	0	4	4	4	4	0	4	4	4	4
AT3G27750	-1	0	4	4	4	4	0	4	4	4	4
AT5G01550	-1	0	4	4	4	4	0	4	4	4	4
AT1G02205	-1	0	4	4	4	4	0	4	4	4	4
AT3G51860	-1	0	1	4	4	4	0	4	4	4	4
AT2G25260	-1	0	1	4	4	4	4	4	4	4	4
AT5G01240	-1	0	1	4	4	4	4	4	4	4	4
AT1G12830	-1	0	1	4	4	4	4	4	4	4	4
AT2G32910	-1	0	3	4	4	4	4	4	4	4	4
AT1G28150	4	0	1	4	4	4	4	4	4	4	4
AT4G33910	4	0	1	4	4	4	4	4	4	4	4
AT3G03310	4	0	1	4	4	4	4	4	4	4	4
AT4G37020	4	0	1	4	0	4	4	4	4	4	4
AT4G22000	4	0	1	4	0	4	4	4	4	4	4
AT2G20120	4	0	4	1	4	4	4	4	4	4	4
AT1G21370	4	1	4	4	4	4	4	4	4	4	4
AT1G28440	4	0	4	4	-1	4	4	4	4	4	4
AT5G17290	4	0	4	4	-1	4	4	4	4	4	4
AT5G35560	4	0	4	4	-1	4	4	4	4	4	4
AT3G20020	4	0	4	4	-1	4	4	4	4	4	4
AT2G17250	4	0	4	4	-1	4	4	4	4	4	4
AT2G06510	4	0	4	4	-1	4	4	4	4	4	4
AT5G08470	4	0	4	4	-1	4	4	4	4	4	4
AT4G33630	4	0	4	4	-1	4	4	4	4	4	4
AT5G65860	4	0	4	4	1	4	4	4	4	4	4
AT1G09800	4	0	4	4	4	4	4	4	4	4	4
AT3G22260	4	0	4	4	4	4	4	4	4	4	4
AT5G22320	4	0	4	4	4	4	4	4	4	4	4
AT5G40440	4	0	4	4	4	4	4	4	4	4	4
AT1G55460	4	0	4	4	4	4	4	4	4	4	4
AT5G51540	4	0	4	4	4	4	4	4	4	4	4
AT4G01000	4	0	4	4	4	4	4	4	4	4	4
AT3G58830	4	0	4	4	4	4	4	4	4	4	4
AT1G80420	4	0	4	4	4	4	4	4	4	4	4
AT4G36640	4	0	4	4	4	4	4	4	4	4	4
AT2G42750	4	0	4	4	4	4	4	4	4	4	4
AT5G13500	4	0	4	4	4	4	4	4	4	4	4
AT1G55280	4	0	4	4	4	4	4	4	4	4	4
AT5G19280	4	0	4	4	4	4	4	4	4	4	4
AT5G15750	4	0	4	4	4	4	4	4	4	4	4
AT5G11480	4	0	4	4	4	4	4	4	4	4	4
AT5G08340	4	0	4	4	4	4	4	4	4	4	4
AT5G02850	4	0	4	4	4	4	4	4	4	4	4
AT2G26000	4	0	4	4	4	4	4	4	4	4	4
AT3G16857	4	0	4	4	4	4	4	4	4	4	4
AT2G18410	4	0	4	4	4	4	4	4	4	4	4
AT4G14510	4	0	4	4	4	4	4	4	4	4	4
AT4G03610	4	0	4	4	4	4	4	4	4	4	4
AT3G56690	4	0	4	4	4	4	4	4	4	4	4
AT2G03690	4	0	4	4	4	4	4	4	4	4	4
AT3G09860	4	0	4	4	4	0	4	4	4	4	4
AT5G50340	4	0	4	4	4	0	4	4	4	4	4
AT5G01350	4	0	4	4	4	0	4	4	4	4	4
AT3G52120	4	0	4	4	4	0	4	4	4	4	4
AT4G37760	4	0	4	4	4	-1	4	4	4	4	4
AT2G43720	4	0	4	4	4	-1	4	4	4	4	4
AT1G77610	4	0	4	4	0	-1	4	4	4	4	4
AT5G14310	4	0	4	4	0	-1	4	4	4	4	4
AT4G08480	4	0	4	4	0	-1	4	4	4	4	4
AT2G40860	4	0	4	4	0	4	4	4	4	4	4
AT4G23895	4	0	4	4	0	4	4	4	4	4	4
AT3G28460	4	0	4	4	0	4	4	4	4	4	4
AT1G05055	4	0	4	4	0	4	4	4	4	4	4
AT1G15370	4	-1	4	4	0	4	4	4	4	4	4
AT3G03420	4	-1	4	4	0	4	4	4	4	4	4
AT5G53045	4	-1	4	4	0	4	4	4	4	4	4
AT4G10140	4	-1	4	4	0	4	4	4	4	4	4
AT5G48160	4	-1	4	4	2	4	4	4	4	4	4
AT1G03250	4	-1	4	4	-1	4	4	4	4	4	4
AT2G20940	4	-1	4	4	4	4	4	4	4	4	4
AT3G44680	4	-1	4	4	4	4	4	4	4	4	4
AT5G60190	4	-1	4	4	4	4	4	4	4	4	4
AT4G27040	4	-1	4	4	4	4	4	4	4	4	4
AT1G44446	4	-1	4	4	4	4	4	4	4	4	4
AT4G17960	4	-1	4	4	4	-1	4	4	4	4	4
OG1226_3	4	-1	4	4	4	0	-1	4	4	4	4
AT1G03440	4	-1	4	4	4	0	4	4	4	4	4
AT5G23090	0	-1	4	4	4	0	4	4	4	4	4
AT1G25380	0	-1	4	4	4	4	4	4	4	4	4
AT2G16250	0	-1	4	4	4	4	4	4	4	4	4
AT3G48150	0	-1	4	4	4	4	4	4	4	4	4
AT1G75670	0	-1	4	4	4	4	4	4	4	4	4
AT4G17640	0	-1	4	4	4	4	4	4	4	4	4
OG1269_1	0	-1	4	4	4	4	-1	4	4	4	4
OG955_1	0	-1	4	4	4	4	-1	4	4	4	4
OG2376_1	0	-1	4	4	4	4	-1	4	4	4	4
AT4G38790	0	-1	4	4	4	4	1	4	4	4	4
AT2G25850	0	-1	0	4	4	4	0	4	4	4	4
AT3G53830	0	-1	4	4	4	4	0	4	4	4	4
AT4G34190	0	-1	4	4	4	4	0	4	4	4	4
AT2G25570	0	4	4	4	4	4	0	4	4	4	4
AT5G41030	0	4	4	4	4	4	0	4	4	4	4
AT5G19540	0	0	4	4	4	4	0	4	4	4	4
AT5G48330	0	0	4	4	4	4	0	4	4	4	4
AT2G24830	0	0	4	4	4	4	0	4	4	4	4
AT1G05410	0	0	4	4	-1	4	0	4	4	4	4
AT1G74240	0	0	4	4	-1	4	0	4	4	4	4
OG3253_2	0	0	4	4	-1	4	-1	4	4	4	4
OG8625_1	0	0	4	4	-1	4	-1	4	4	4	4
OG4733_2	0	0	4	4	-1	4	-1	4	4	4	4
AT3G09850	0	0	4	4	-1	4	1	4	4	4	4
AT2G45460	0	0	4	4	4	4	1	4	4	4	4
AT4G03010	0	0	4	4	4	4	1	4	4	4	4
OG3558_2	0	0	4	4	4	4	-1	4	4	4	4
AT4G02010	0	0	4	4	4	4	3	4	4	4	4
AT1G06500	0	0	4	4	4	4	4	4	4	4	4
AT1G56420	0	0	4	4	4	4	4	4	4	4	4
AT3G01790	0	0	4	4	4	4	4	4	4	4	4
AT5G63280	0	0	4	4	4	4	4	4	4	4	4
AT5G23340	0	0	4	4	4	4	4	4	4	4	4
AT1G34320	0	0	4	4	4	4	4	4	4	4	4
AT3G26780	0	0	4	4	4	4	4	4	4	4	4
AT5G19950	0	0	4	4	4	4	4	4	4	4	4
AT4G33410	0	0	4	4	4	4	4	4	4	4	4
AT1G28320	0	0	4	4	4	4	4	4	4	4	4
AT5G46850	0	0	4	4	4	4	4	4	4	4	4
AT5G41960	0	0	4	4	4	4	4	4	4	4	4
AT1G30825	0	0	4	4	4	4	4	4	4	4	4
AT1G71750	0	0	4	4	4	4	4	4	4	4	4
AT1G72320	0	0	4	4	4	4	4	4	4	4	4
AT3G06170	0	0	4	4	4	4	4	4	4	4	4
AT3G09470	0	0	4	4	4	4	4	4	4	4	4
AT3G13050	0	0	4	4	4	4	4	4	4	4	4
AT3G21350	0	0	4	4	4	4	4	4	4	4	4
AT3G20240	0	0	4	4	4	4	4	4	4	4	4
AT2G23940	0	0	4	4	4	4	4	4	4	4	4
AT4G26965	0	0	4	4	4	4	4	4	4	4	4
AT2G22870	0	0	4	4	4	4	4	4	4	4	4
AT4G02990	0	0	4	4	4	4	4	4	4	4	4
AT4G01560	0	0	4	4	4	4	4	4	4	4	4
AT2G42610	0	0	4	4	-1	4	4	4	4	4	4
AT4G01995	0	0	4	4	-1	4	4	4	4	4	4
AT2G47020	0	0	4	4	-1	4	4	4	4	4	4
AT5G58130	0	0	4	4	-1	4	4	4	4	4	4
AT5G18610	0	0	4	4	-1	4	4	4	4	4	4
AT1G06590	0	0	4	4	-1	4	4	4	4	4	4
AT4G38495	0	0	4	4	7	4	4	4	4	4	4
AT5G27710	0	0	4	4	1	4	4	4	4	4	4
AT4G21810	0	0	4	4	0	4	4	4	4	4	4
AT4G32050	0	0	4	4	0	4	4	4	4	4	4
AT5G07590	0	0	4	4	0	4	4	4	4	4	4
AT5G13970	0	0	4	4	0	4	4	4	4	4	4
AT5G37630	0	0	4	4	0	4	4	4	4	4	4
AT5G44710	0	0	4	4	0	4	4	4	4	4	4
AT4G16710	0	0	4	4	0	4	4	4	4	4	4
AT2G18390	0	0	4	4	0	4	4	4	4	4	4
AT3G54690	0	0	4	4	0	4	4	4	4	4	4
AT3G16200	0	0	4	4	0	4	4	4	4	4	4
AT1G30880	0	0	4	4	0	4	4	4	4	4	4
AT1G71090	0	0	4	4	0	-1	4	4	4	4	4
AT3G18770	0	0	4	4	4	-1	4	4	4	4	4
AT4G02405	0	0	4	4	4	-1	4	4	4	4	4
AT3G22300	0	0	4	4	-1	-1	4	4	4	4	4
AT3G58620	0	0	4	4	-1	-1	4	4	4	4	4
AT5G40670	0	0	4	4	-1	-1	4	4	4	4	4
AT2G46890	0	0	4	4	-1	-1	4	4	4	4	4
AT4G25315	0	0	4	4	1	-1	4	4	4	4	4
AT4G00720	0	0	0	4	-1	-1	4	4	4	4	4
DUMMY680	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G15520	0	6	-1	6	6	6	0	6	6	6	6
AT3G12230	-1	6	-1	6	6	6	0	6	6	6	6
AT5G43370	-1	6	-1	6	6	6	0	6	6	6	6
AT4G15480	-1	6	6	6	6	6	0	6	6	6	6
AT3G17180	-1	6	3	6	6	6	0	6	6	6	6
AT2G24190	-1	6	3	6	6	6	6	6	6	6	6
AT5G15350	-1	6	-1	6	6	6	6	6	6	6	6
OG430_2	-1	6	-1	6	6	6	-1	6	6	6	6
OG417_3	-1	6	4	6	6	6	-1	6	6	6	6
OG2677_2	-1	6	1	6	6	6	-1	6	6	6	6
OG4321_1	-1	6	1	6	7	6	-1	6	6	6	6
AT3G28580	-1	6	6	6	7	6	0	6	6	6	6
OG851_2	-1	6	0	6	0	6	-1	6	6	6	6
OG5072_2	-1	6	0	6	-1	6	-1	6	6	6	6
AT4G11850	-1	6	0	6	-1	6	6	6	6	6	6
AT1G54440	-1	6	6	6	-1	6	1	6	6	6	6
AT2G26710	-1	6	6	6	6	6	1	6	6	6	6
AT4G35150	-1	7	6	6	6	6	1	6	6	6	6
AT2G45630	-1	1	6	6	6	6	1	6	6	6	6
AT2G36770	-1	4	0	6	6	6	1	6	6	6	6
DUMMY681	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G73390	-1	0	1	2	2	0	4	2	2	2	2
AT5G22000	-1	4	0	2	2	0	4	2	2	2	2
AT4G14600	-1	0	0	2	2	0	0	2	2	2	2
AT4G10300	-1	0	0	2	2	0	2	2	2	2	2
AT5G05600	-1	0	0	2	0	0	2	2	2	2	2
AT3G47630	-1	0	0	2	0	1	2	2	2	2	2
AT1G23090	-1	0	2	2	0	0	2	2	2	2	2
OG4298_1	-1	0	2	2	0	0	-1	2	2	2	2
AT4G10180	-1	0	2	2	0	0	1	2	2	2	2
AT1G78290	-1	0	2	2	2	0	1	2	2	2	6
AT2G45970	-1	0	2	2	2	0	1	2	2	2	2
AT4G11810	-1	0	2	2	2	0	1	2	2	2	2
OG3067_1	-1	0	2	2	2	0	-1	2	2	2	2
OG11578_1	-1	0	4	2	2	0	-1	2	2	2	2
OG1981_2	-1	-1	4	2	0	0	-1	2	2	2	2
DUMMY682	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
OG4082_2	0	4	7	7	-1	7	-1	7	7	7	7
OG8676_1	0	7	7	7	-1	7	-1	7	7	7	7
OG6250_1	0	7	0	7	-1	7	-1	7	7	7	7
AT1G51040	-1	7	0	7	-1	7	0	7	7	7	7
AT3G48390	7	7	0	7	-1	7	0	7	7	7	7
AT3G21280	7	7	0	7	-1	7	1	7	7	7	7
OG4523_1	7	7	0	7	-1	7	-1	7	7	7	7
OG7664_1	7	7	0	7	-1	7	-1	7	7	7	7
OG4469_2	7	7	0	7	-1	7	-1	7	7	7	7
OG4892_1	7	7	3	7	-1	7	-1	7	7	7	7
OG465_1	7	7	3	7	-1	7	-1	7	7	7	7
OG3126_1	7	7	-1	7	-1	7	-1	7	7	7	7
OG5371_2	7	3	-1	7	-1	7	-1	7	7	7	7
AT5G43830	7	-1	1	7	-1	7	7	7	7	7	7
OG4835_2	7	-1	1	7	-1	7	-1	7	7	7	7
OG3714_2	7	-1	0	7	-1	7	-1	7	7	7	7
OG4896_2	7	-1	7	7	-1	7	-1	7	7	7	7
OG5537_2	7	-1	2	7	-1	7	-1	7	7	7	7
OG4744_2	7	-1	2	7	2	7	-1	7	7	7	7
OG2934_2	7	7	2	7	2	7	-1	7	7	7	7
OG4316_1	7	2	0	7	2	7	-1	7	7	7	7
DUMMY683	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT2G20110	4	-1	-1	-1	4	1	0	1	4	4	4
AT3G05345	4	-1	-1	-1	0	1	0	1	4	4	4
AT3G61150	4	-1	-1	-1	0	1	0	1	4	4	4
AT4G18593	4	-1	-1	-1	0	1	1	1	4	4	4
AT5G59500	4	-1	-1	-1	0	1	1	1	4	4	4
AT4G21700	4	-1	-1	-1	0	1	1	1	4	4	4
AT3G13180	4	-1	-1	-1	0	1	1	1	4	4	4
AT1G67960	4	-1	-1	-1	-1	0	1	1	4	4	4
AT2G22650	4	-1	-1	-1	0	0	1	1	4	4	4
AT3G52260	4	-1	-1	-1	0	0	1	1	4	4	4
AT5G03350	4	-1	-1	-1	0	0	1	4	4	4	4
AT5G49060	4	-1	-1	-1	0	0	1	4	4	4	4
AT2G20320	4	-1	-1	-1	0	0	1	4	4	4	4
OG7376_1	4	-1	-1	-1	7	0	-1	4	4	4	4
