Gene	PHYPA	ORYSJ	MAIZE	Anc5	SOLTU	MEDTR	ARATH	Anc4	Anc3	Anc2	Anc1
AT5G22300	7	3	3	3	3	3	4	3	3	3	7
AT1G51390	7	3	3	3	3	3	4	3	3	3	7
AT3G61070	-1	3	3	3	3	3	3	3	3	3	7
AT4G11960	-1	3	3	3	3	3	3	3	3	3	7
AT2G16780	-1	3	7	3	3	3	3	3	3	3	7
AT5G11150	-1	3	4	3	3	3	3	3	3	3	7
AT3G17880	-1	3	-1	3	3	3	3	3	3	3	7
AT5G19350	2	3	-1	3	3	3	3	3	3	3	7
AT2G01490	7	3	-1	3	3	3	3	3	3	3	7
AT1G47490	7	3	4	3	4	3	3	3	3	3	7
AT4G32930	7	3	4	3	3	3	3	3	3	3	7
AT5G51070	7	3	4	3	3	4	3	3	3	3	7
AT1G15500	7	3	3	3	3	4	3	3	3	3	7
OG8383_1	7	3	3	3	3	4	-1	3	3	3	7
AT2G28520	7	3	3	3	6	4	3	3	3	3	7
AT4G04955	7	3	3	3	6	3	3	3	3	3	7
AT5G11450	7	3	3	3	-1	3	3	3	3	7	7
AT4G39520	7	3	3	3	-1	3	3	3	3	3	7
AT2G25840	7	3	3	3	-1	3	3	3	3	3	7
AT5G12140	7	3	3	3	-1	-1	3	3	3	3	7
AT4G14100	7	3	3	3	3	-1	3	3	3	3	7
AT1G71310	7	-1	3	3	3	2	3	3	3	3	7
AT3G02540	7	3	3	3	3	3	7	7	3	3	7
DUMMY993	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT2G24580	3	3	2	7	3	3	3	3	3	7	3
AT4G05530	3	3	7	7	3	3	3	3	3	7	3
AT5G20250	3	7	0	7	3	3	3	3	3	7	3
AT1G63610	3	7	7	7	3	3	3	3	3	7	3
AT5G23290	3	7	7	7	3	3	3	3	3	7	7
AT1G55090	3	7	3	3	3	3	3	3	3	7	7
AT2G33740	3	7	3	7	3	3	3	3	3	7	7
OG4334_1	3	7	0	7	3	3	-1	3	3	7	7
AT3G08860	-1	7	-1	7	3	3	4	3	3	7	7
ATCG01120	-1	7	-1	7	3	3	3	3	3	7	7
AT4G39230	-1	7	-1	7	2	3	3	3	3	7	7
AT3G60130	-1	7	-1	7	0	3	3	3	3	7	7
AT5G27410	4	7	-1	7	0	3	3	3	3	7	7
AT4G30690	7	7	7	7	0	3	3	3	3	7	7
AT1G76150	7	7	7	7	3	3	3	3	3	7	7
AT4G14210	7	7	7	7	3	3	3	3	3	7	7
AT3G46100	7	7	7	7	3	3	3	3	3	7	7
AT4G35360	7	7	7	7	3	3	3	3	3	7	7
AT2G32090	7	7	7	7	3	3	3	3	3	7	7
AT4G29590	7	7	7	7	3	3	3	3	7	7	7
AT4G20960	7	7	7	7	3	3	3	3	7	7	7
AT3G19990	7	7	7	7	3	3	3	3	3	3	7
AT4G23620	2	7	7	7	3	3	3	3	3	7	7
AT3G11700	-1	4	7	7	3	3	3	3	3	7	7
AT1G52340	-1	7	7	7	3	3	3	3	3	7	7
AT2G47240	-1	7	7	7	3	3	3	3	3	7	7
AT1G78670	-1	7	7	7	3	3	3	3	3	7	7
AT5G06390	-1	7	0	7	3	3	3	3	3	7	7
AT3G55400	7	7	0	7	3	3	3	3	3	7	7
AT4G21990	7	7	0	7	3	3	3	3	3	7	7
AT2G43770	7	7	0	7	3	3	3	3	3	7	6
AT2G36850	0	-1	7	7	3	3	3	3	3	7	7
AT1G17160	0	7	7	7	3	3	3	3	3	7	7
AT5G55900	0	7	7	7	3	3	1	3	3	7	7
AT4G04810	7	7	7	7	-1	3	0	3	3	7	7
DUMMY994	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G15120	-1	4	4	4	0	-1	3	3	3	3	3
AT3G14090	-1	-1	4	3	0	-1	3	3	3	3	3
AT3G61860	-1	-1	4	3	0	-1	3	3	3	3	3
AT5G45690	0	3	4	3	0	-1	3	3	3	3	3
AT2G39040	-1	3	4	3	0	-1	3	3	3	3	3
AT3G24550	-1	0	2	3	0	-1	3	3	3	3	3
AT1G18980	-1	0	3	3	2	-1	3	3	3	3	3
AT1G18970	-1	0	3	3	0	-1	3	3	3	3	3
ATCG00750	-1	0	3	3	0	-1	3	3	3	3	3
AT4G38930	-1	3	3	3	0	-1	3	3	3	3	3
AT1G53730	-1	3	3	3	0	-1	3	3	3	3	3
AT3G50370	-1	3	-1	3	0	-1	3	3	3	3	3
AT4G38710	-1	3	-1	3	0	3	3	3	3	3	3
AT1G22440	-1	3	-1	3	0	0	3	3	3	3	3
AT5G06110	4	3	-1	3	3	4	3	3	3	3	3
AT4G13660	-1	3	-1	3	3	4	3	3	3	3	3
AT4G24680	-1	3	-1	3	3	4	3	3	3	3	3
AT1G50670	-1	3	-1	3	3	-1	3	3	3	3	3
AT1G14450	-1	3	-1	3	3	-1	3	3	3	3	3
AT4G36020	-1	3	-1	3	4	-1	3	3	3	3	7
AT2G36970	-1	3	-1	3	4	-1	3	3	3	3	3
AT5G42240	-1	3	0	3	4	-1	3	3	3	3	3
AT1G47480	-1	3	3	3	4	-1	3	3	3	3	3
AT3G16850	-1	3	0	3	4	2	3	3	3	3	3
DUMMY995	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G01170	-1	7	-1	7	-1	7	2	7	7	7	7
AT3G18610	-1	7	7	7	-1	7	2	7	7	7	7
OG10278_1	-1	7	7	7	-1	7	-1	7	7	7	7
OG10521_1	-1	7	7	7	-1	7	-1	7	7	7	7
OG4413_2	-1	7	7	7	-1	7	-1	7	7	7	7
OG2250_1	-1	7	7	7	-1	7	-1	7	7	7	7
OG13258_1	-1	7	7	7	-1	3	-1	7	7	7	7
OG1125_3	-1	7	7	7	-1	0	-1	7	7	7	7
OG5647_2	-1	7	7	7	7	0	-1	7	7	7	7
OG836_1	-1	7	2	7	7	7	-1	7	7	7	7
OG764_2	-1	7	2	7	-1	7	-1	7	7	7	7
OG5647_1	-1	1	-1	7	-1	7	-1	7	7	7	7
OG6124_2	-1	7	-1	7	-1	7	-1	7	7	7	7
OG882_3	-1	7	-1	7	2	7	-1	7	7	7	7
OG1667_3	-1	7	7	7	2	7	-1	6	7	7	7
OG4625_2	-1	7	7	7	2	7	-1	7	7	7	7
OG517_2	-1	0	7	7	2	7	-1	7	7	7	7
OG213_2	-1	-1	2	7	-1	7	-1	7	7	7	7
OG8122_2	-1	-1	3	7	-1	7	-1	7	7	7	7
OG2102_3	-1	-1	0	7	-1	7	-1	7	7	7	7
OG6426_2	-1	-1	7	7	-1	7	-1	7	7	7	7
OG7959_2	-1	-1	7	7	-1	7	-1	7	7	7	7
OG5685_2	-1	-1	7	7	-1	7	-1	7	7	7	7
OG4270_2	2	-1	7	7	-1	7	-1	7	7	7	7
OG7414_2	-1	-1	7	7	-1	2	-1	7	7	7	7
OG656_4	-1	-1	7	7	-1	0	-1	7	7	7	7
AT5G02100	-1	-1	7	7	-1	7	6	7	7	7	7
AT3G63470	-1	-1	7	7	6	7	6	7	7	7	7
AT4G27595	-1	-1	7	7	0	7	2	7	7	7	7
OG3994_2	-1	-1	7	7	0	7	-1	7	7	7	7
OG268_2	-1	0	7	7	0	7	-1	7	7	7	7
OG1871_1	-1	7	7	7	0	7	-1	7	7	7	7
AT5G65158	-1	7	7	7	0	7	0	7	7	7	7
AT1G78060	-1	7	7	7	0	7	7	7	7	7	7
AT1G62660	-1	7	0	7	0	7	7	7	7	7	7
OG268_3	-1	4	4	7	0	7	-1	7	7	7	7
AT3G10610	0	4	7	7	0	7	2	7	7	7	7
AT5G52470	0	7	7	7	0	7	2	7	7	7	7
DUMMY996	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
AT1G17720	3	3	3	3	4	3	4	3	3	3	2
AT1G50900	3	3	3	3	4	3	4	3	3	3	3
AT1G11180	3	3	3	3	4	3	4	3	3	3	3
AT1G14150	-1	3	3	3	3	3	4	3	3	3	3
AT3G61560	-1	3	3	3	3	3	4	3	3	3	3
AT1G77630	-1	3	3	3	3	3	4	3	3	3	3
ATCG01010	-1	3	3	3	3	3	4	3	3	3	3
AT5G62200	-1	3	3	3	3	3	4	3	3	3	3
AT4G27020	4	3	3	3	3	3	4	3	3	3	3
AT2G22270	4	3	3	3	3	3	4	3	3	3	3
AT1G32080	3	3	3	3	3	3	4	3	3	3	3
AT1G78510	3	3	3	3	3	3	4	3	3	3	3
AT3G26640	3	3	3	3	3	3	4	3	3	3	3
AT4G16250	3	3	3	3	3	3	4	3	3	3	3
AT5G64840	3	3	3	3	3	3	4	3	3	3	3
AT2G45030	3	3	3	3	3	3	4	3	3	3	3
AT5G38900	3	3	3	3	3	3	4	3	3	3	3
AT4G18740	3	3	3	3	3	3	4	3	3	3	3
AT5G05620	3	3	4	3	3	3	4	3	3	3	3
AT4G32130	3	3	-1	3	3	3	4	3	3	3	3
AT2G36145	3	2	3	3	3	3	4	3	3	3	3
AT5G21430	3	0	3	3	3	3	4	3	3	3	3
AT5G27560	3	0	3	3	3	3	4	3	3	3	3
AT5G52100	3	0	3	3	3	3	4	3	3	3	3
AT5G28750	3	0	3	3	3	3	4	3	3	3	3
AT1G07510	3	0	3	3	3	3	4	3	3	3	3
AT5G38520	3	1	3	3	3	3	2	3	3	3	3
AT4G34570	3	3	3	3	3	3	2	3	3	3	3
AT2G18700	3	3	1	3	3	3	4	3	3	3	3
AT1G10730	3	3	1	3	-1	3	4	3	3	3	3
AT4G36080	3	3	0	3	0	3	4	3	3	3	3
AT5G15760	3	3	0	3	0	3	4	3	3	3	3
AT1G65660	3	3	-1	3	0	3	4	3	3	3	3
AT5G11910	3	3	3	3	0	0	4	3	3	3	3
AT2G43430	3	3	3	3	-1	0	4	3	3	3	3
AT5G16310	3	3	3	3	-1	-1	4	3	3	3	3
AT5G01300	3	3	3	3	0	-1	4	3	3	3	3
AT3G53590	3	3	3	3	6	4	0	3	3	3	3
AT5G09370	3	3	3	3	3	4	0	3	3	3	3
AT2G23800	3	3	3	3	3	-1	0	3	3	3	3
AT3G50690	3	3	3	3	3	3	0	3	3	3	3
AT5G14470	3	3	3	3	3	3	0	3	3	3	3
AT5G41820	3	3	3	3	3	3	0	3	3	3	3
AT5G57690	3	3	3	3	3	3	0	3	3	3	3
AT5G47330	3	3	3	3	3	3	0	3	3	3	3
AT1G69190	3	3	3	3	3	3	0	3	3	3	3
AT3G18090	3	3	3	3	7	3	0	3	3	3	3
AT3G11500	3	3	3	3	4	3	0	3	3	3	3
AT5G61070	3	3	3	3	4	3	0	3	3	3	3
AT5G50680	3	3	3	3	4	3	0	3	3	3	3
AT1G08270	3	3	4	3	4	3	0	3	3	3	3
AT1G07180	3	2	4	3	3	3	0	3	3	3	3
AT3G29100	3	4	3	3	3	3	0	3	3	3	3
AT5G45990	3	4	0	3	3	3	0	3	3	3	3
AT2G30290	3	3	0	3	3	0	0	3	3	3	3
AT4G33865	3	3	0	3	3	0	0	3	3	3	3
AT5G02080	3	3	0	3	3	0	0	3	3	3	3
AT4G35410	3	3	0	3	3	0	0	3	3	3	3
AT5G15070	2	3	0	3	3	3	0	3	3	3	3
OG8685_1	7	3	0	3	3	3	-1	3	3	3	3
OG1078_2	3	2	0	3	3	3	-1	3	3	3	3
OG11717_1	3	3	0	3	3	3	-1	3	3	3	3
OG2975_2	3	3	0	3	3	3	-1	3	3	3	3
OG8847_1	3	3	0	3	3	3	-1	3	3	3	3
OG8473_1	3	3	0	3	3	3	-1	3	3	3	3
OG6042_1	3	3	0	3	3	3	-1	3	3	3	3
OG5887_1	3	3	0	3	3	3	-1	3	3	3	3
OG5489_1	3	3	0	3	3	3	-1	3	3	3	3
OG3743_1	3	3	0	3	3	3	-1	3	3	3	3
AT3G53800	3	3	0	3	3	3	0	3	3	3	3
AT1G72660	3	3	0	3	3	3	0	3	3	3	3
AT3G10660	3	3	0	3	3	3	4	3	3	3	3
AT5G27490	3	3	0	3	3	3	4	3	3	3	3
AT5G55260	3	3	0	3	3	3	4	3	3	3	3
AT3G57350	3	3	0	3	3	3	4	3	3	3	3
AT4G21445	0	3	0	3	3	3	4	3	3	3	3
AT5G58260	0	3	0	3	3	3	4	3	3	3	3
AT1G72990	0	3	0	3	3	3	4	3	3	3	3
AT1G03310	0	3	0	3	3	3	3	3	3	3	3
AT1G49670	0	3	0	3	3	3	3	3	3	3	3
AT3G61140	0	3	0	3	3	3	3	3	3	3	3
AT2G03430	0	3	0	3	3	3	3	3	3	3	3
AT5G42720	0	3	0	3	3	3	3	3	3	3	3
AT4G29830	0	3	0	3	3	3	3	3	3	3	3
AT3G24590	0	3	0	3	3	3	3	3	3	3	3
AT2G22400	0	3	0	3	3	3	3	3	3	3	3
AT3G52090	4	3	0	3	3	3	3	3	3	3	3
AT1G76390	4	3	0	3	3	3	3	3	3	3	3
AT1G08480	4	3	0	3	3	3	3	3	3	3	3
AT2G21470	1	3	0	3	3	3	3	3	3	3	3
AT1G01790	3	3	0	3	3	3	3	3	3	3	3
AT2G47960	3	3	0	3	3	3	3	3	3	3	3
AT3G13120	3	3	0	3	3	3	3	3	3	3	3
AT4G17770	3	3	0	3	3	3	3	3	3	3	3
AT3G16190	3	3	0	3	3	3	3	3	3	3	3
AT2G05120	3	3	0	3	3	3	3	3	3	3	3
AT3G18410	3	3	0	3	3	3	3	3	3	3	3
AT3G18480	3	3	0	3	3	3	3	3	3	3	3
AT1G11890	3	3	0	3	3	3	3	3	3	3	3
AT3G46220	3	3	0	3	3	3	3	3	3	3	3
AT1G70070	3	3	0	3	3	3	3	3	3	3	3
AT4G01395	3	3	0	3	3	3	3	3	3	3	3
AT1G72640	3	3	0	3	3	3	3	3	3	3	3
AT5G14950	3	3	0	3	3	3	3	3	3	3	3
AT1G61690	3	3	0	3	3	3	3	3	3	3	3
AT1G73430	3	3	0	3	3	3	3	3	3	3	3
AT1G77180	3	3	0	3	3	3	3	3	3	3	3
AT4G18950	3	3	0	3	3	3	3	3	3	3	3
AT1G10580	3	3	0	3	3	3	3	3	3	3	3
AT5G63220	3	3	0	3	3	3	3	3	3	3	3
AT5G46020	3	3	0	3	3	3	3	3	3	3	3
AT5G19620	3	3	0	3	3	3	3	3	3	3	3
AT5G07020	3	3	0	3	3	3	3	3	3	3	3
AT3G24200	3	3	0	3	3	3	3	3	3	3	3
AT2G27170	3	3	0	3	3	3	3	3	3	3	3
AT4G38690	3	3	0	3	3	3	3	3	3	3	3
AT4G27640	3	3	0	3	3	3	3	3	3	3	3
AT4G24270	3	3	0	3	3	3	3	3	3	3	3
AT4G22310	3	3	0	3	3	3	3	3	3	3	3
AT3G53130	3	3	0	3	3	3	3	3	3	3	3
AT2G06990	3	3	0	3	3	3	3	3	3	3	3
AT4G13670	3	3	0	3	3	3	3	3	3	3	3
AT2G05170	3	3	0	3	3	3	3	3	3	3	3
AT1G47550	3	3	0	3	-1	3	3	3	3	3	3
AT4G02480	3	3	0	3	-1	3	3	3	3	3	3
AT1G49040	3	3	0	3	-1	3	3	3	3	3	3
AT5G01010	3	3	0	3	-1	3	3	3	3	3	3
AT2G26340	3	3	0	3	-1	3	3	3	3	3	3
AT3G04260	3	3	0	3	-1	3	3	3	3	3	3
AT5G04710	3	3	0	3	-1	3	3	3	3	3	3
AT5G15910	3	3	0	3	-1	3	3	3	3	3	3
AT5G22010	3	3	0	3	-1	3	3	3	3	3	3
AT5G39410	3	3	0	3	-1	3	3	3	3	3	3
AT5G48370	3	3	0	3	-1	3	3	3	3	3	3
AT5G51660	3	3	0	3	-1	3	3	3	3	3	3
AT5G57890	3	3	0	3	-1	3	3	3	3	3	3
AT5G58100	3	3	0	3	-1	3	3	3	3	3	3
AT5G61140	3	3	0	3	-1	3	3	3	3	3	3
AT5G66030	3	3	0	3	-1	3	3	3	3	3	3
AT4G08310	3	3	0	3	-1	3	3	3	3	3	3
AT3G10690	3	3	0	3	-1	3	3	3	3	3	3
AT4G13550	3	3	0	3	-1	3	3	3	3	3	3
AT4G25450	3	3	0	3	-1	3	3	3	3	3	3
AT5G19690	3	3	0	3	-1	3	3	3	3	3	3
AT5G16280	3	3	0	3	-1	3	3	3	3	3	3
AT1G24706	3	3	0	3	-1	3	3	3	3	3	3
AT4G17740	3	3	0	3	7	3	3	3	3	3	3
AT3G45190	3	3	0	3	4	3	3	3	3	3	3
AT3G21200	3	3	0	3	4	3	3	3	3	3	3
AT4G33400	3	3	0	3	4	3	3	3	3	3	3
AT2G26060	3	3	0	3	4	3	3	3	3	3	3
AT1G14570	3	3	0	3	0	3	3	3	3	3	3
AT5G14580	3	3	0	3	0	3	3	3	3	3	3
AT1G03160	3	3	0	3	0	3	3	3	3	3	3
AT3G09090	3	3	0	3	2	3	3	3	3	3	3
AT3G25580	3	3	0	3	2	3	3	3	3	3	3
AT2G38020	3	3	0	3	2	3	3	3	3	3	3
AT3G01180	3	3	0	2	3	3	3	3	3	3	3
AT1G54170	3	3	-1	3	0	3	3	3	3	3	3
AT4G01100	3	3	-1	3	0	3	3	3	3	3	3
AT4G32590	3	3	-1	3	4	3	3	3	3	3	3
AT4G03110	3	3	-1	3	4	3	3	3	3	3	3
AT5G42850	3	3	-1	3	3	3	3	3	3	3	3
AT5G56740	3	3	-1	3	3	3	3	3	3	3	3
AT2G43460	3	3	-1	3	3	3	3	3	3	3	3
AT3G10050	3	3	-1	3	3	3	3	3	3	3	3
AT4G00090	3	3	-1	3	3	3	3	3	3	3	3
AT2G25800	3	3	-1	3	3	3	3	3	3	3	3
AT5G11680	3	3	-1	3	3	3	3	3	3	3	3
AT4G21180	3	3	-1	3	3	3	3	3	3	3	3
AT2G24765	3	3	-1	3	3	3	3	3	3	3	3
AT1G16210	3	3	-1	3	3	-1	3	3	3	3	3
AT4G16180	3	3	-1	3	3	-1	3	3	3	3	3
AT4G20410	3	3	-1	3	3	0	3	3	3	3	3
AT1G54500	3	3	-1	3	3	2	3	3	3	3	3
AT1G01940	3	3	4	3	3	2	3	3	3	3	3
AT3G48750	3	3	4	3	3	2	3	3	3	3	3
AT5G02770	3	3	4	3	3	2	3	3	3	3	3
AT2G33845	3	3	4	3	3	2	3	3	3	3	3
AT1G26550	3	3	4	3	3	3	3	3	3	3	3
AT2G26830	3	3	4	3	3	3	3	3	3	3	3
AT3G20320	3	3	4	3	3	3	3	3	3	3	3
AT3G01560	3	3	4	3	3	3	3	3	3	3	3
AT3G56430	3	3	4	3	3	3	3	3	3	3	3
AT5G14250	3	3	4	3	3	3	3	3	3	3	3
AT1G63970	3	3	4	3	3	3	3	3	3	3	3
AT5G16470	3	3	4	3	3	3	3	3	3	3	3
AT3G16270	3	3	4	3	3	3	3	3	3	3	3
AT3G01540	3	3	4	3	3	3	3	3	3	3	3
AT4G29160	3	3	4	3	3	3	3	3	3	3	3
AT1G57770	3	3	4	3	3	3	3	3	3	3	3
AT4G10790	3	3	4	3	3	3	3	3	3	3	3
AT2G34260	3	3	4	3	3	3	3	3	3	3	3
AT5G58060	3	3	5	3	3	3	3	3	3	3	3
AT1G56700	3	3	2	3	3	3	3	3	3	3	3
AT4G03200	3	3	2	3	3	3	3	3	3	3	3
AT5G07360	3	3	7	3	3	3	3	3	3	3	3
AT1G15980	3	3	7	3	3	3	3	3	3	3	3
AT4G18040	3	2	4	3	3	3	3	3	3	3	3
AT3G52155	3	0	4	3	3	3	3	3	3	3	3
AT4G09520	3	0	4	3	3	3	3	3	3	3	3
AT3G26710	3	4	4	3	3	3	3	3	3	3	3
AT3G23710	3	4	4	3	3	3	3	3	3	3	3
AT5G13640	3	3	4	3	4	3	3	3	3	3	3
AT1G80670	3	3	4	3	-1	3	3	3	3	3	3
AT2G13540	3	3	0	3	-1	3	3	3	7	3	3
AT5G57040	2	3	0	3	2	3	3	3	3	3	3
AT3G51050	2	3	-1	3	3	3	3	3	3	3	3
AT4G17720	2	3	-1	3	4	3	3	3	3	3	3
AT2G23140	2	3	3	3	4	3	3	3	3	3	3
AT5G13710	2	3	3	3	4	3	3	3	3	3	3
AT5G27720	2	3	3	3	0	3	3	3	3	3	3
AT2G07690	2	3	3	3	0	3	3	3	3	3	3
AT1G09130	2	3	3	3	-1	3	3	3	3	3	3
AT5G53530	2	3	3	3	-1	3	3	3	3	3	3
AT2G02050	2	3	3	3	-1	3	3	3	3	3	3
AT5G53620	0	3	3	3	-1	3	3	3	3	3	3
AT5G57590	0	3	3	3	-1	3	3	3	3	3	3
AT4G39850	0	3	3	3	-1	3	3	3	3	3	3
AT5G41950	0	3	3	3	-1	3	3	3	3	3	3
AT5G16270	0	3	3	3	-1	3	3	3	3	3	3
AT4G37830	0	3	3	3	-1	3	3	3	3	3	3
AT5G48020	0	3	3	3	-1	3	3	3	3	3	3
AT1G65290	0	3	3	3	-1	3	3	3	3	3	3
AT5G19680	7	3	3	3	-1	3	3	3	3	3	3
AT5G11040	4	3	3	3	-1	3	3	3	3	3	3
AT4G31810	-1	3	3	3	-1	3	3	3	3	3	3
AT4G36940	-1	3	3	3	-1	3	3	3	3	3	3
AT2G07050	-1	3	3	3	-1	3	3	3	3	3	3
AT2G19950	-1	3	3	3	-1	3	3	3	3	3	3
AT3G17440	-1	3	3	3	-1	3	3	3	3	3	3
AT4G02350	-1	3	3	3	-1	3	3	3	3	3	3
AT5G35180	-1	3	3	3	-1	3	3	3	3	3	3
AT2G47640	-1	3	3	3	-1	3	3	3	3	3	3
AT1G70820	-1	3	3	3	-1	3	3	3	3	3	3
AT1G73030	0	3	3	3	0	3	3	3	3	3	3
AT5G46580	0	3	3	3	0	3	3	3	3	3	3
AT4G14440	0	3	3	3	0	3	3	3	3	3	3
AT1G75680	0	3	3	3	0	3	3	3	3	3	3
AT3G52720	0	3	3	3	0	3	3	3	3	3	3
AT5G44635	4	3	3	3	0	3	3	3	3	3	3
AT4G15900	4	3	3	3	0	3	3	3	3	3	3
AT1G09870	3	3	3	3	0	3	3	3	3	3	3
AT1G16240	3	3	3	3	0	3	3	3	3	3	3
AT1G72880	3	3	3	3	0	3	3	3	3	3	3
AT4G39860	3	3	3	3	0	3	3	3	3	3	3
AT4G02060	3	3	3	3	0	3	3	3	3	3	3
AT5G32470	3	3	3	3	0	3	3	3	3	3	3
AT1G61150	3	3	3	3	0	3	3	3	3	3	3
AT5G15270	3	3	3	3	0	3	3	3	3	3	3
AT2G26990	3	3	3	3	0	3	3	3	3	3	3
AT4G00830	3	3	3	3	0	3	3	3	3	3	3
AT1G44900	3	3	3	3	0	3	3	3	3	3	3
AT3G15590	3	3	3	3	0	3	3	3	3	3	3
AT1G01910	3	3	3	3	0	3	3	3	3	3	3
AT1G05620	3	3	3	3	4	3	3	3	3	3	3
AT5G41040	3	3	3	3	4	3	3	3	3	3	3
AT2G36310	3	3	3	3	4	3	3	3	3	3	3
AT4G39100	3	3	3	3	4	3	3	3	3	3	3
AT5G51280	3	3	3	3	4	3	3	3	3	3	3
AT5G51570	3	3	3	3	4	3	3	3	3	3	3
AT5G52580	3	3	3	3	4	3	3	3	3	3	3
AT5G57440	3	3	3	3	4	3	3	3	3	3	3
AT4G02980	3	3	3	3	4	3	3	3	3	3	3
AT3G14120	3	3	3	3	4	3	3	3	3	3	3
AT1G79590	3	3	3	3	4	3	3	3	3	3	3
AT1G74960	3	3	3	3	4	3	3	3	3	3	3
AT1G68370	3	3	3	3	4	3	3	3	3	3	3
AT1G35420	3	3	3	3	4	3	3	3	3	3	3
AT3G08840	3	3	3	3	4	3	3	3	3	3	3
AT3G04650	3	3	3	3	4	3	3	3	3	3	3
AT1G34000	3	3	3	3	4	3	3	3	3	3	3
AT2G39770	3	3	3	3	6	3	3	3	3	3	3
AT1G03900	3	3	3	3	2	3	3	3	3	3	3
AT5G57860	3	3	3	3	2	3	3	3	3	3	3
AT4G29510	3	3	3	3	2	3	3	3	3	3	3
AT3G26900	3	3	3	3	2	3	3	3	3	3	3
AT5G08160	3	3	3	3	2	3	3	3	3	3	3
AT3G14110	3	3	3	3	2	3	3	3	3	3	3
AT1G04870	3	3	3	3	2	3	3	3	3	3	3
AT3G57890	3	3	3	3	-1	3	3	3	3	3	3
AT3G59770	3	3	3	3	-1	3	3	3	3	3	3
AT3G62110	3	3	3	3	-1	3	3	3	3	3	3
AT4G01810	3	3	3	3	-1	3	3	3	3	3	3
AT4G10050	3	3	3	3	-1	3	3	3	3	3	3
AT4G15940	3	3	3	3	-1	3	3	3	3	3	3
AT2G26590	3	3	3	3	-1	3	3	3	3	3	3
AT4G31120	3	3	3	3	-1	3	3	3	3	3	3
AT2G30880	3	3	3	3	-1	3	3	3	3	3	3
AT3G62910	3	3	3	3	-1	3	3	3	3	3	3
AT4G02030	3	3	3	3	-1	3	3	3	3	3	3
AT4G02120	3	3	3	3	-1	3	3	3	3	3	3
AT5G14060	3	3	3	3	-1	3	3	3	3	3	3
AT5G19050	3	3	3	3	-1	3	3	3	3	3	3
AT5G23880	3	3	3	3	-1	3	3	3	3	3	3
AT5G39510	3	3	3	3	-1	3	3	3	3	3	3
AT3G56460	3	3	3	3	-1	3	3	3	3	3	3
AT3G45850	3	3	3	3	-1	3	3	3	3	3	3
AT3G45770	3	3	3	3	-1	3	3	3	3	3	3
AT1G74880	3	3	3	3	-1	3	3	3	3	3	3
AT2G42230	3	3	3	3	-1	3	3	3	3	3	3
AT5G11770	3	3	3	3	-1	3	3	3	3	3	3
AT1G73180	3	3	3	3	-1	3	3	3	3	3	3
AT2G42710	3	3	3	3	-1	3	3	3	3	3	3
AT5G20990	3	3	3	3	-1	3	3	3	3	3	3
AT1G31800	3	3	3	3	-1	3	3	3	3	3	3
AT1G65270	3	3	3	3	-1	3	3	3	3	3	3
AT3G10370	3	3	3	3	-1	3	3	3	3	3	3
AT5G65940	3	3	3	3	-1	3	3	3	3	3	3
AT2G45000	3	3	3	3	-1	3	3	3	3	3	3
AT5G54440	3	3	3	3	-1	3	3	3	3	3	3
AT1G80030	3	3	3	3	-1	3	3	3	3	3	3
AT3G54010	3	3	3	3	-1	3	3	3	3	3	3
AT1G30470	3	3	3	3	-1	3	3	3	3	3	3
AT1G71300	3	3	3	3	-1	3	0	3	3	3	3
AT1G31160	3	3	3	3	-1	3	4	3	3	3	3
AT5G63120	3	3	3	3	-1	3	4	3	3	3	3
AT1G78915	3	3	3	3	-1	3	4	3	3	3	3
OG865_2	3	3	3	3	-1	3	-1	3	3	3	3
OG9799_1	3	3	3	3	-1	3	-1	3	3	3	3
OG2986_2	3	3	3	3	-1	3	-1	3	3	3	3
OG3836_2	3	3	3	3	-1	3	-1	3	3	3	3
OG4063_1	3	3	3	3	-1	3	-1	3	3	3	3
OG3985_2	3	3	3	3	-1	3	-1	3	3	3	3
OG1737_1	3	3	3	3	-1	3	-1	3	3	3	3
OG2965_1	3	3	3	3	3	3	-1	3	3	3	3
OG3124_1	3	3	3	3	3	3	-1	3	3	3	3
OG9530_1	3	3	3	3	3	3	-1	3	3	3	3
OG7446_1	3	3	3	3	3	3	-1	3	3	3	3
OG7020_1	3	3	3	3	3	3	-1	3	3	3	3
OG3982_1	3	3	3	3	3	3	-1	3	3	3	3
OG5477_1	3	3	3	3	4	3	-1	3	3	3	3
OG3832_1	3	3	3	3	4	3	-1	3	3	3	3
OG6377_1	4	3	3	3	4	3	-1	3	3	3	3
AT5G64290	4	3	3	3	4	3	3	3	3	3	3
AT1G22920	4	3	3	3	4	3	3	3	3	3	3
AT3G06790	-1	3	3	3	4	3	2	3	3	3	3
AT1G20850	-1	3	3	3	4	3	3	3	3	3	3
AT3G61490	-1	3	3	3	4	3	3	3	3	3	3
AT5G34940	-1	3	4	3	4	3	3	3	3	3	3
AT5G55990	-1	3	0	3	4	3	3	3	3	3	3
AT2G40765	0	3	0	3	4	3	3	3	3	3	3
AT4G30010	0	3	3	3	4	3	3	3	3	3	3
