Loci	PHYPA	ORYSJ	MAIZE	Anc5	SOLTU	MEDTR	ARATH	Anc4	Anc3	Anc2	Anc1
AT1G27150	-2	-2	-2	-2	-2	1	1	1	1	1	1
AT1G27110	-2	-2	-2	-2	-2	-2	0	1	1	1	1
AT3G61530	2	1	1	1	1	1	1	1	1	1	1
AT2G46110	-2	-2	-2	-2	-2	1	1	1	1	1	1
AT3G52610	0	0	1	1	2	2	2	2	2	1	1
OG5766_2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT1G72340	1	1	1	1	1	1	1	1	1	1	1
AT1G53900	-2	-2	-2	-2	-2	-2	1	1	1	1	1
AT1G53880	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
AT5G20930	-1	1	1	1	0	1	1	1	1	1	1
OG5772_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT1G18850	-1	-1	-1	1	1	1	1	1	1	1	1
OG5783_2	3	-2	1	1	-2	-2	-2	-2	-2	1	1
AT3G16260	1	0	1	1	1	1	3	1	1	1	1
AT1G52160	-2	-2	-2	-2	-1	-2	1	1	1	1	1
AT3G55005	1	1	-1	1	1	1	1	1	1	1	1
AT3G55000	-2	1	-2	1	-2	-2	1	1	1	1	1
AT1G71150	1	0	1	1	1	1	-1	1	1	1	1
AT1G22970	-2	-2	-2	-2	-2	-2	1	1	1	1	1
AT1G22980	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
AT2G44525	-1	1	1	1	-2	1	1	1	1	1	1
AT3G60150	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
OG5811_1	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
AT5G19310	-1	1	-1	1	-2	3	0	3	3	1	1
AT3G06010	-2	-2	1	1	-2	3	3	3	3	1	1
AT1G70710	-2	1	3	1	1	1	1	1	1	1	1
AT1G23210	-2	-1	1	1	-2	-2	-1	1	1	1	1
AT5G03830	3	1	1	1	-1	0	-1	0	0	1	1
AT2G44510	-2	-2	-2	-2	-2	0	0	0	0	1	1
OG5832_1	1	-2	-2	-2	-2	-2	-2	-2	-2	1	1
OG5832_2	-2	-2	-2	-2	3	-1	-2	1	1	1	1
AT4G00230	-2	-2	-2	-2	-2	3	2	2	1	1	1
AT2G42330	1	1	1	1	1	1	-1	1	1	1	1
AT1G17070	1	-2	-2	-2	-2	-2	1	1	1	1	1
OG5862_1	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
OG5862_2	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
AT4G11640	1	1	1	1	-1	-1	1	1	1	1	1
OG5864_2	-2	-2	-2	-2	1	1	-2	1	1	1	1
AT4G20940	-2	1	-1	1	1	1	1	1	1	1	1
OG5871_2	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
OG5880_1	-2	1	1	1	0	1	-2	1	1	1	1
AT4G38900	-2	-2	0	1	1	-2	3	1	1	1	1
AT2G21230	-2	-2	-2	-2	-2	-2	1	1	1	1	1
AT5G18200	-1	1	1	1	1	1	1	1	1	1	1
OG5882_2	0	-2	-2	-2	-2	1	-2	1	1	1	1
AT1G73650	1	-1	1	1	-2	-1	1	1	1	1	1
AT1G18180	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
AT2G39420	-2	-2	-2	-2	1	1	1	1	1	1	1
AT3G55180	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
AT2G39400	-2	-2	-2	-2	-2	-2	1	1	1	1	1
AT5G16870	1	1	1	1	1	1	1	1	1	1	1
AT3G03010	1	-2	-2	-2	-2	-2	1	1	1	1	1
AT3G03460	-2	1	1	1	1	1	-1	1	1	1	1
AT5G17510	-2	-2	-2	-2	-2	-2	3	1	1	1	1
AT4G15765	-2	-2	-2	1	-2	-1	-1	1	1	1	1
AT4G15760	-2	-2	1	1	-2	-2	1	1	1	1	1
AT2G15290	1	-2	1	1	0	1	1	1	1	1	1
OG5912_2	-2	-2	-1	1	-2	-2	-2	-2	-2	1	1
AT2G26040	-2	1	1	1	1	1	1	1	1	1	1
AT1G73000	-2	-1	-2	1	1	-2	-1	1	1	1	1
AT5G64813	-2	1	1	1	-1	1	1	1	1	1	1
AT5G09910	-2	1	-1	1	-2	-2	-1	1	1	1	1
AT2G19790	0	-1	1	1	1	1	1	1	1	1	1
OG5956_2	-2	1	-2	1	-2	-1	-2	1	1	1	1
AT1G21640	1	3	-1	1	1	1	1	1	1	1	1
OG5962_2	-2	-2	1	1	-2	3	-2	1	1	1	1
AT1G47830	0	-1	1	1	1	1	1	1	1	1	1
OG5966_2	0	-2	-1	1	-2	-2	-2	-2	-2	1	1
AT5G06660	1	-1	1	1	1	1	3	1	1	1	1
AT3G12030	-2	-2	1	1	-2	-2	1	1	1	1	1
AT1G75140	-1	3	-1	3	1	1	1	1	1	1	1
AT1G19370	3	-2	-2	-2	-2	-2	1	1	1	1	1
AT1G65840	-2	-2	-2	-2	-2	0	1	1	1	1	1
OG5989_2	-2	-1	1	1	-2	-2	-2	-2	-2	1	1
AT4G30100	-1	1	-2	1	1	1	1	1	1	1	1
AT2G19120	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
AT3G58180	1	2	-1	2	1	2	1	2	2	2	1
OG5995_2	-2	2	2	2	-2	-2	-2	-2	-2	2	1
AT2G35800	-1	0	-2	0	-2	3	3	3	3	3	1
OG5998_2	1	0	-2	0	-2	-2	-2	-2	-2	3	1
AT1G03140	1	1	1	1	1	1	1	1	1	1	1
OG6008_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
OG6012_1	-2	-1	0	1	2	-2	-2	-2	2	1	1
AT5G63380	-2	1	-2	1	-2	-1	2	2	2	1	1
OG6012_3	-2	-2	-2	-2	-2	2	-2	2	2	1	1
AT1G07210	-1	1	0	1	1	1	1	1	1	1	1
OG6020_2	-2	-2	1	1	0	-2	-2	-2	1	1	1
AT5G16750	1	1	-1	1	-2	1	1	1	1	1	1
OG6021_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
AT5G51980	1	1	1	1	1	1	1	1	1	1	1
AT4G25440	1	-2	-2	-2	-2	-2	3	1	1	1	1
AT1G69070	-1	-2	-2	-2	1	1	1	1	1	1	1
OG6026_2	-2	-2	-2	-2	-2	3	-2	1	1	1	1
AT5G04510	1	1	1	1	1	1	1	1	1	1	1
AT3G10540	-2	-2	-2	-2	3	-2	1	1	1	1	1
OG6033_1	-2	1	1	1	-1	1	-2	1	1	1	1
AT1G61900	-2	-2	-2	-2	1	2	2	2	1	1	1
OG6033_3	-2	-2	-2	-2	-1	-2	-2	-2	1	1	1
AT3G18370	-1	-2	-2	-2	1	-1	1	1	1	1	1
OG6043_2	1	-2	-2	-2	-2	1	-2	1	1	1	1
AT3G03320	1	-1	1	1	1	-2	1	1	1	1	1
AT2G43465	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
AT4G33580	-2	0	1	1	1	2	2	2	1	1	1
AT1G58180	-2	-2	1	1	-2	0	0	0	1	1	1
AT3G20015	-2	-2	-2	-2	-2	-1	-1	1	1	1	1
OG6055_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT4G30480	-1	1	1	1	2	2	2	2	2	1	1
OG6062_2	-2	-2	1	1	-2	1	-2	2	2	1	1
AT2G35330	1	-1	1	1	1	-1	1	1	1	1	1
AT1G32530	-2	-2	-2	-2	-2	1	1	1	1	1	1
AT4G12610	1	1	1	1	1	-1	1	1	1	1	1
OG6069_2	-2	-1	-2	1	-2	1	-2	1	1	1	1
AT1G04950	1	1	1	1	1	1	1	1	1	1	1
OG6074_2	-2	-2	-2	-2	1	1	-2	1	1	1	1
AT3G14890	-2	-1	1	1	1	1	1	1	1	1	1
OG6076_2	-2	-2	-2	-2	-2	-1	-2	1	1	1	1
AT3G23900	1	1	1	1	1	1	1	1	1	1	1
OG6081_2	-1	-2	1	1	-2	-2	-2	-2	-2	1	1
AT1G60200	-1	2	-1	1	2	2	2	2	2	2	1
OG6084_2	1	-2	1	1	-2	-2	-2	-2	-2	2	1
OG6088_1	-2	1	1	1	1	-2	-2	-2	1	1	1
AT3G21090	-2	-2	-2	-2	-2	1	-1	1	1	1	1
AT1G51500	-2	-2	-2	-2	-2	-1	1	1	1	1	1
AT5G35080	-1	1	1	1	1	2	2	2	2	1	1
OG6090_2	1	-2	1	1	-2	-2	-2	-2	-2	1	1
AT2G30575	-1	-2	-2	-2	-2	1	0	1	1	1	1
AT1G06780	-2	-2	-2	-2	-2	-2	1	1	1	1	1
AT3G23100	-2	-2	-2	-2	1	1	1	1	1	1	1
AT1G61410	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
AT1G27750	-1	-2	-2	-2	-2	-1	1	1	1	1	1
AT4G23885	1	1	1	1	1	1	1	1	1	1	1
AT5G24165	-2	-2	-2	-2	1	-2	1	1	1	1	1
AT4G14310	-2	-1	-1	1	-1	-1	0	0	1	1	1
OG6100_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
AT2G20920	0	3	3	3	1	1	1	1	1	1	1
OG6108_2	1	-2	-1	3	-2	-2	-2	-2	-2	1	1
AT3G57940	1	1	-1	1	1	3	1	1	1	1	1
AT1G10490	-2	-2	-2	-2	-2	1	1	1	1	1	1
AT5G45420	1	-1	1	1	1	1	1	1	1	1	1
OG6141_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT3G07140	1	1	-2	1	1	-1	1	1	1	1	1
OG6152_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT3G08610	-2	1	1	1	1	1	1	1	1	1	1
AT2G19080	1	0	1	1	1	1	1	1	1	1	1
OG6175_2	1	-2	-2	-2	-2	1	-2	1	1	1	1
AT1G68650	-1	-1	1	1	-1	3	3	3	3	1	1
AT1G25520	-2	-2	1	1	-2	-2	3	3	3	1	1
AT4G11560	1	1	1	1	1	1	1	1	1	1	1
OG6187_2	-1	-2	-2	-2	-2	1	-2	1	1	1	1
AT5G63670	-1	-2	-2	-2	1	-1	1	1	1	1	1
AT5G08565	-2	-2	-2	-2	-2	1	-1	1	1	1	1
AT4G16630	-1	3	3	3	1	1	1	1	1	1	1
OG6193_2	-2	-2	-1	3	-2	-1	-2	1	1	1	1
AT1G50300	1	1	-2	1	1	1	3	1	1	1	1
OG6199_2	-2	-1	-2	1	-2	-2	-2	-2	-2	1	1
AT1G15810	1	-2	3	1	-2	1	1	1	1	1	1
AT1G80620	-2	1	-2	1	-2	-2	1	1	1	1	1
AT2G31880	1	-1	0	1	1	1	1	1	1	1	1
OG6210_2	1	-2	-2	-2	1	-2	-2	-2	1	1	1
AT5G66930	1	-2	1	1	-1	3	1	1	1	1	1
OG6213_2	-2	-2	-1	1	-2	-2	-2	-2	-2	1	1
AT5G13010	3	2	-1	2	2	-1	2	2	2	2	1
OG6220_2	-2	-2	-2	-2	-1	2	-2	2	2	2	1
AT2G25170	1	1	-1	1	-2	2	2	2	2	1	1
AT4G31900	1	-2	-2	-2	-2	-1	-1	2	2	1	1
AT5G12320	-1	-1	3	3	3	-1	3	3	3	3	1
OG6226_2	1	-2	-2	-2	-2	3	-2	3	3	3	1
OG6229_1	-2	1	1	1	-2	3	-2	3	3	1	1
AT1G25570	-2	-2	-2	-2	1	3	1	1	1	1	1
AT5G54580	-2	-2	1	1	-1	1	1	1	1	1	1
OG6231_2	-2	-2	-2	-2	1	-1	-2	1	1	1	1
AT3G13230	-1	1	3	1	1	1	1	1	1	1	1
OG6232_2	-2	-1	0	1	-2	-2	-2	-2	-2	1	1
AT4G29380	1	-2	-2	-2	3	1	1	1	1	1	1
OG6233_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT5G12210	-1	1	1	1	1	3	1	1	1	1	1
AT3G12070	1	-2	-2	-2	-2	-2	0	1	1	1	1
AT3G13990	-2	1	-2	1	-2	1	1	1	1	1	1
OG6240_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
AT1G76405	2	0	3	3	1	1	1	1	1	1	1
AT1G20816	1	-2	-2	-2	-2	-2	1	1	1	1	1
OG6242_1	-2	-1	1	1	-2	-2	-2	-2	-2	1	1
AT5G22950	1	1	-1	1	1	1	1	1	1	1	1
OG6249_2	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
AT5G05920	-1	1	-1	1	-2	-1	1	1	1	1	1
OG6253_2	1	1	1	1	-2	-2	-2	-2	-2	1	1
AT5G64710	-2	-2	-2	-2	0	3	-1	1	1	1	1
AT5G09840	-2	-2	-2	-2	-2	-2	1	1	1	1	1
OG6272_1	1	0	1	1	2	-2	-2	-2	1	1	1
AT1G70610	1	-2	-2	-2	-2	1	3	1	1	1	1
OG6287_1	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
OG6287_2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
OG6289_1	-2	-1	1	1	1	3	-2	1	1	1	1
OG6300_1	1	-1	0	3	1	3	-2	3	3	3	1
AT3G01920	-2	-2	-2	-2	-2	-2	3	3	3	3	1
AT1G50170	1	1	1	1	1	3	1	1	1	1	1
OG6301_2	-2	-2	1	1	-2	1	-2	1	1	1	1
AT4G20150	-2	-2	-2	-2	-1	1	1	1	1	1	1
AT4G22130	-1	-2	-2	-2	1	1	1	1	1	1	1
AT1G08640	-1	1	1	1	2	2	2	2	2	1	1
OG6310_2	-2	1	-1	1	-2	-2	-2	-2	-2	1	1
AT3G21540	-1	0	-1	1	1	1	1	1	1	1	1
OG6316_2	1	-2	-2	-2	1	-2	-2	-2	1	1	1
AT2G33540	-2	1	-1	1	1	1	1	1	1	1	1
OG6327_2	-2	-2	-2	-2	-2	-1	-2	1	1	1	1
AT1G13700	-2	-2	-2	-2	1	3	1	1	1	1	1
OG6329_2	-2	1	1	1	1	-2	-2	-2	1	1	1
AT3G28670	1	1	1	1	1	1	1	1	1	1	1
OG6332_2	-2	1	-2	1	1	-2	-2	-2	1	1	1
AT5G19290	1	1	1	1	1	1	1	1	1	1	1
AT5G14980	-1	-2	-2	-2	-2	-2	-1	1	1	1	1
AT2G27200	1	-2	-2	-2	1	1	1	1	1	1	1
AT1G08410	-2	-2	-2	-2	-2	-2	1	1	1	1	1
AT4G20430	-2	1	-1	1	-1	1	1	1	1	1	1
AT5G44530	-2	-2	1	1	-2	-2	0	1	1	1	1
AT1G59520	1	-2	3	1	3	1	1	1	1	1	1
AT1G59820	1	1	-1	1	-2	1	1	1	1	1	1
OG6354_2	-2	-2	-2	-2	-2	3	-2	1	1	1	1
OG6358_1	-2	-2	1	1	1	1	-2	1	1	1	1
OG6358_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
AT3G13200	1	1	1	1	1	1	1	1	1	1	1
OG6375_2	-2	-2	1	1	1	-2	-2	-2	1	1	1
AT3G45620	1	-2	-2	-2	-1	-1	3	3	1	1	1
OG6376_2	-1	-2	-2	-2	0	-2	-2	-2	1	1	1
OG6378_1	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT4G28980	-2	1	1	1	1	1	1	1	1	1	1
OG6378_3	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT5G26110	1	-2	1	1	-1	1	1	1	1	1	1
OG6379_2	-2	-2	-1	1	1	-2	-2	-2	1	1	1
AT2G25910	-2	1	1	1	1	2	2	2	1	1	1
OG6382_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
OG6384_1	-1	1	1	1	-2	-2	-2	-2	-2	1	1
AT5G10480	-2	1	-2	1	0	-2	1	1	1	1	1
AT3G27610	1	1	1	1	1	1	1	1	1	1	1
AT2G01220	2	-2	-2	-2	-2	-2	1	1	1	1	1
AT1G79600	1	1	1	1	1	1	1	1	1	1	1
OG6387_2	-2	-2	-1	1	-2	1	-2	1	1	1	1
AT1G13870	-1	1	1	1	1	1	1	1	1	1	1
OG6392_2	1	-2	-2	-2	-2	1	-2	1	1	1	1
AT4G28100	-2	1	-2	1	1	1	1	1	1	1	1
OG6394_2	-2	-2	-2	-2	-2	-1	-2	1	1	1	1
AT2G48010	-2	1	-1	1	3	1	3	1	1	1	1
OG6395_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT5G01400	1	-2	-2	-2	-2	1	1	1	1	1	1
AT1G27595	-2	-2	-2	-2	-2	1	1	1	1	1	1
AT5G23230	1	-2	-2	-2	1	-2	3	3	3	1	1
AT5G23220	-2	-2	-2	-2	-2	-2	3	3	3	1	1
AT3G17465	1	2	2	2	3	1	1	1	1	1	1
OG6421_2	-2	-2	-2	-2	1	3	-2	1	1	1	1
AT3G06820	1	1	-1	1	1	1	1	1	1	1	1
AT1G80210	-2	-2	1	1	-2	-2	1	1	1	1	1
AT4G19010	-2	-2	-2	-2	-1	-2	-1	1	1	1	1
OG6424_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT4G26750	1	1	1	1	1	1	1	1	1	1	1
OG6427_2	-2	-2	-1	1	-2	-2	-2	-2	-2	1	1
AT1G78240	-2	3	-2	1	3	1	1	1	1	1	1
OG6429_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT5G28350	1	-1	1	1	-2	1	1	1	1	1	1
AT3G61480	1	-2	-1	1	-2	-2	1	1	1	1	1
AT3G51790	-1	1	1	1	1	1	1	1	1	1	1
OG6440_2	-2	-2	1	1	1	-2	-2	-2	1	1	1
AT1G65020	1	-1	3	3	1	1	1	1	1	1	1
OG6447_2	1	-2	-2	-2	-2	-1	-2	1	1	1	1
AT5G54260	1	-1	1	1	-1	1	1	1	1	1	1
AT4G34830	1	3	-1	3	3	1	3	3	3	1	1
OG6453_2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT1G49410	-2	-1	1	1	1	1	1	1	1	1	1
OG6454_2	-2	-2	-2	-2	-1	-2	-2	-2	1	1	1
AT3G51670	-2	1	-2	1	-1	1	1	1	1	1	1
OG6457_2	-2	-2	1	1	-2	1	-2	1	1	1	1
AT1G05090	-2	1	-2	1	1	1	1	1	1	1	1
AT4G20720	-2	-2	-2	-2	-2	-2	1	1	1	1	1
AT1G05087	-2	-2	-2	-2	-2	-2	-1	1	1	1	1
AT5G51040	1	-1	-1	1	1	1	1	1	1	1	1
OG6463_2	-2	-2	1	1	-2	-1	-2	1	1	1	1
AT3G18260	-2	-1	1	1	3	3	-1	3	3	1	1
OG6498_2	-2	-1	1	1	-2	-2	-2	-2	-2	1	1
AT3G10230	1	1	1	1	0	1	1	1	1	1	1
OG6500_2	1	-2	-2	-2	1	-2	-2	-2	1	1	1
AT5G19930	-1	-2	-2	-2	-1	1	1	1	1	1	1
OG6501_2	-2	-1	1	1	-2	-2	-2	-2	-2	1	1
AT3G62580	1	1	1	1	1	1	1	1	1	1	1
OG6502_2	-2	-1	-1	1	-2	-2	-2	-2	-2	1	1
OG6511_1	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
AT4G17070	-2	-2	-2	-2	-2	1	3	1	1	1	1
AT5G64670	-1	1	-1	1	1	1	1	1	1	1	1
OG6513_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT2G26460	1	1	1	1	1	1	1	1	1	1	1
OG6514_2	-2	-1	-1	1	-2	-2	-2	-2	-2	1	1
AT3G06300	-2	1	1	1	1	2	2	2	1	1	1
AT5G18900	-2	-2	-2	-2	1	2	2	2	1	1	1
AT4G22360	-2	1	1	1	1	3	1	1	1	1	1
OG6527_2	-2	1	-1	1	-2	-2	-2	-2	-2	1	1
AT3G23620	1	1	1	1	1	1	1	1	1	1	1
OG6532_2	1	-2	1	1	-2	-2	-2	-2	-2	1	1
OG6540_1	1	0	2	1	-2	-2	-2	-2	-2	1	1
AT5G41370	-2	-2	-2	-2	3	3	3	3	3	1	1
AT5G41360	-2	-2	-2	-2	-2	-2	-1	3	3	1	1
OG6541_1	1	1	1	1	2	2	-2	2	2	1	1
AT1G61570	-2	1	-2	1	-2	-2	1	1	1	1	1
AT1G70330	-2	-1	1	1	3	-1	1	3	3	1	1
OG6542_2	-2	-2	-2	-2	-2	3	-2	3	3	1	1
AT3G19280	1	1	-1	1	1	1	3	1	1	1	1
AT1G49710	-2	-2	1	1	-2	-2	1	1	1	1	1
AT5G05500	-2	1	-1	1	-2	-1	1	1	1	1	1
OG6546_2	-2	1	-2	1	-2	1	-2	1	1	1	1
AT4G38040	-1	1	-1	1	0	1	1	1	1	1	1
OG6551_2	-2	-2	1	1	-2	1	-2	1	1	1	1
AT3G05040	-1	1	-1	1	1	1	1	1	1	1	1
OG6552_2	1	-2	-2	-2	-2	-1	-2	1	1	1	1
AT2G43780	-1	-2	-1	3	1	1	1	1	1	1	1
OG6555_2	-2	-2	3	3	-2	-2	-2	-2	-2	1	1
AT5G64160	1	1	-1	1	1	1	1	1	1	1	1
OG6557_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
AT5G54830	-1	-1	1	1	1	1	3	1	1	1	1
OG6569_2	-2	1	-1	1	-2	-2	-2	-2	-2	1	1
AT1G10500	1	-2	-2	-2	-1	1	1	1	1	1	1
OG6574_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT5G59440	1	1	1	1	1	1	1	1	1	1	1
OG6579_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT1G27385	1	3	3	3	-2	1	0	1	1	3	1
OG6582_2	1	3	3	3	-2	-2	-2	-2	-2	3	1
AT3G21070	1	1	1	1	1	1	3	1	1	1	1
OG6607_2	-1	-2	1	1	-2	-2	-2	-2	-2	1	1
AT4G33640	-1	-1	1	1	1	1	1	1	1	1	1
OG6608_2	-2	-2	-2	-2	-1	1	-2	1	1	1	1
AT4G21790	-2	1	1	1	1	-2	3	1	1	1	1
OG6610_2	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
AT2G27460	1	-1	3	2	2	2	2	2	2	2	1
OG6614_2	1	-2	1	2	-2	-2	-2	-2	-2	2	1
AT5G47570	-1	1	-2	1	1	1	1	1	1	1	1
OG6618_2	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
AT1G50120	-2	0	1	1	-1	1	1	1	1	1	1
OG6624_2	-2	-2	-1	1	-2	-2	-2	-2	-2	1	1
AT2G31300	1	-1	0	1	-2	1	0	1	1	1	1
AT2G30910	1	-2	1	1	-2	-2	1	1	1	1	1
AT5G01460	-1	0	1	1	1	1	1	1	1	1	1
AT3G08930	-2	-2	1	1	-2	-2	1	1	1	1	1
AT5G02890	-2	0	1	1	1	-1	1	1	1	1	1
OG6629_2	-2	-1	1	1	-1	-2	-2	-2	1	1	1
AT3G07050	-1	1	1	1	2	2	2	2	2	1	1
OG6635_2	-2	-2	1	1	3	-2	-2	-2	2	1	1
AT2G44970	1	-2	-2	-2	1	-1	3	1	1	1	1
OG6657_1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1
OG6657_2	-2	1	-2	1	-2	-2	-2	-2	-2	1	1
OG6659_1	1	0	0	0	0	-2	-2	-2	0	0	1
OG6659_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT2G21860	1	1	1	1	1	1	1	1	1	1	1
OG6686_2	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
AT1G78190	1	1	1	1	1	-1	1	1	1	1	1
AT1G22270	-2	-2	-2	-2	-2	1	1	1	1	1	1
AT4G16440	1	1	-2	1	1	-1	1	1	1	1	1
OG6693_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT1G29220	1	1	1	1	1	1	1	1	1	1	1
OG6701_2	-1	-2	-1	1	-2	-2	-2	-2	-2	1	1
AT1G20830	1	-1	0	3	3	3	3	3	3	3	1
OG6704_2	1	-2	-1	3	-2	-2	-2	-2	-2	3	1
AT3G13940	1	-1	1	1	-1	1	1	1	1	1	1
OG6714_2	-2	-2	-2	-2	-2	-1	-2	1	1	1	1
AT3G62370	1	0	1	1	1	1	1	1	1	1	1
OG6715_2	1	-2	-2	-2	-1	-2	-2	-2	1	1	1
AT5G11980	-1	1	1	1	1	1	1	1	1	1	1
OG6716_2	1	-2	-1	1	-2	-2	-2	-2	-2	1	1
AT4G16800	1	-1	1	1	2	2	2	2	2	1	1
OG6718_2	-2	1	1	1	-2	-2	-2	-2	-2	1	1
AT2G25737	-2	1	1	1	-1	3	-1	3	1	1	1
OG6728_2	-2	-1	-2	1	0	-2	-2	-2	1	1	1
AT2G05620	1	1	3	1	1	2	2	2	1	1	1
OG6738_2	-1	-2	3	1	-2	-2	-2	-2	-2	1	1
AT1G55900	-1	1	1	1	-1	1	1	1	1	1	1
OG6739_2	1	-1	-2	1	-2	-2	-2	-2	-2	1	1
AT3G07300	1	1	1	1	0	1	1	1	1	1	1
OG6740_2	1	-2	1	1	-2	-2	-2	-2	-2	1	1
OG6745_1	-2	-1	1	1	1	3	-2	1	1	1	1
AT4G24290	-2	0	1	1	-2	1	1	1	1	1	1
AT2G46630	-2	-1	1	1	1	-1	1	1	1	1	1
OG6748_2	-2	-2	1	1	1	1	-2	1	1	1	1
AT5G25940	-2	3	3	3	0	-1	1	1	1	1	1
OG6753_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
OG6754_1	1	-2	-2	-2	-1	0	-2	3	3	1	1
OG6754_2	-2	-2	-2	-2	3	-2	-2	-2	3	1	1
AT2G39810	-2	-1	-1	1	2	2	2	2	2	1	1
OG6758_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
AT5G16210	3	1	-1	1	-2	1	1	1	1	1	1
OG6760_2	-1	-2	-2	-2	-2	-1	-2	1	1	1	1
AT5G60620	1	-1	1	1	1	1	1	1	1	1	1
OG6763_2	-2	-2	1	1	-2	1	-2	1	1	1	1
AT5G13720	-2	-1	3	1	-2	1	1	1	1	1	1
OG6765_2	-2	1	1	1	-2	-2	-2	-2	-2	1	1
AT3G12280	1	-1	0	1	1	1	1	1	1	1	1
OG6766_2	-1	-2	-1	1	-2	-2	-2	-2	-2	1	1
AT5G35220	-1	-1	1	1	1	1	1	1	1	1	1
OG6774_2	1	-2	1	1	-2	-2	-2	-2	-2	1	1
AT5G14720	1	1	-1	1	-2	2	2	2	2	1	1
OG6778_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT5G13570	0	1	-1	1	-2	1	1	1	1	1	1
OG6786_2	-1	-2	1	1	-2	-2	-2	-2	-2	1	1
AT2G29540	1	-2	-2	-2	1	1	1	1	1	1	1
OG6787_2	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
AT2G34560	-1	1	1	1	1	1	1	1	1	1	1
OG6797_2	-2	1	1	1	-2	-2	-2	-2	-2	1	1
AT4G10180	-2	-1	1	1	-1	-1	0	1	1	1	1
OG6805_2	-2	-2	1	1	-2	-2	-2	-2	-2	1	1
AT5G62140	-2	1	1	1	0	1	1	1	1	1	1
OG6808_2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1
AT2G30390	-1	1	1	1	-2	1	1	1	1	1	1
OG6811_2	1	-2	-2	-2	-2	3	-2	1	1	1	1
AT5G06530	-1	3	-1	1	1	-1	1	1	1	1	1
OG6812_2	-2	-2	-2	-2	-2	1	-2	1	1	1	1
AT2G32600	1	1	1	1	1	1	1	1	1	1	1
OG6819_2	-1	-2	1	1	-2	-2	-2	-2	-2	1	1
AT5G23535	1	-2	1	1	1	1	1	1	1	1	1
OG6820_2	-2	-2	-2	-2	1	-2	-2	-2	1	1	1
OG6834_1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1
OG6834_2	-2	-1	-1	1	-2	-2	-2	-2	-2	1	1
OG6834_3	-2	-1	-2	1	-2	-2	-2	-2	-2	1	1
OG6834_4	-2	-1	-2	1	-2	-2	-2	-2	-2	1	1
OG6834_5	-2	1	-2	1	-2	-2	-2	-2	-2	1	1
OG6842_1	-2	-1	-2	1	-2	-2	-2	-2	-2	1	1
OG6842_2	-2	-1	-2	1	-2	-2	-2	-2	-2	1	1
