Loci	PHYPA	ORYSJ	MAIZE	Anc5	SOLTU	MEDTR	ARATH	Anc4	Anc3	Anc2	Anc1
OG3484_2	-2	-2	-2	-2	3	2	-2	2	2	2	2
OG3486_1	2	2	-1	2	1	-2	-2	-2	2	2	2
AT1G69670	3	0	-1	2	2	2	3	2	2	2	2
AT1G26830	-2	-2	-2	-2	-2	-2	2	2	2	2	2
AT5G22140	-1	1	-1	1	1	2	3	2	2	2	2
AT3G44190	-2	-2	1	1	-1	2	2	2	2	2	2
OG3520_1	-1	2	-1	2	-2	-2	-2	-2	-2	2	2
AT1G07110	2	2	2	2	2	2	2	2	2	2	2
OG3520_3	2	-2	-2	-2	-2	2	-2	2	2	2	2
AT5G11680	2	2	-2	2	2	2	2	2	2	2	2
OG3525_2	-2	-2	2	2	2	-2	-2	-2	2	2	2
AT5G55610	-1	-1	2	2	2	-2	2	2	2	2	2
OG3528_2	2	-2	-2	-2	-1	3	-2	2	2	2	2
OG3528_3	-2	-2	-2	-2	-2	2	-2	2	2	2	2
AT3G26560	-2	-2	-2	-2	2	-1	2	2	2	2	2
OG3531_2	-2	2	3	2	1	2	-2	2	2	2	2
AT5G21105	-1	2	2	2	2	-2	2	2	2	2	2
AT5G21100	2	-2	-2	-2	1	2	2	2	2	2	2
AT2G24580	2	2	1	6	2	2	2	2	2	6	2
OG3550_2	-2	6	6	6	-2	2	-2	2	2	6	2
OG3550_3	-2	-1	-2	6	-2	-2	-2	-2	-2	6	2
AT3G22320	2	2	2	2	2	2	2	2	2	2	2
OG3593_2	2	-2	2	2	-1	-1	-2	2	2	2	2
AT3G10640	2	3	3	3	3	1	1	1	3	3	2
AT5G04850	-1	3	3	3	3	-2	1	1	3	3	2
AT5G17050	-2	2	2	2	1	-1	2	2	2	2	2
OG3597_2	-2	2	2	2	-2	2	-2	2	2	2	2
AT1G30530	-2	-2	-2	-2	-2	-2	2	2	2	2	2
OG3604_1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	2
OG3604_2	-2	-2	-2	-2	2	-2	-2	-2	2	2	2
AT5G09880	3	2	3	2	-2	2	2	2	2	2	2
AT2G16940	2	-1	2	2	-2	2	2	2	2	2	2
AT1G33230	1	1	1	1	2	2	1	2	2	2	2
AT4G10430	2	-1	-1	2	-2	-2	2	2	2	2	2
AT2G36970	-2	2	-2	2	3	-2	2	2	2	2	2
AT2G28080	-2	-2	-2	-2	3	-2	2	2	2	2	2
OG3644_3	-2	-2	-2	-2	2	-2	-2	-2	2	2	2
OG3670_1	-2	-2	-2	-2	-2	1	-2	1	1	2	2
AT4G21105	-2	2	2	2	2	2	2	2	2	2	2
OG3670_3	-2	2	2	2	0	2	-2	2	2	2	2
AT5G42720	-1	2	-1	2	2	2	2	2	2	2	2
AT4G34480	-2	-2	-2	-2	2	2	2	2	2	2	2
AT2G16230	-2	-2	-2	-2	-2	1	-1	2	2	2	2
AT1G76120	-1	2	2	2	2	2	-1	2	2	2	2
AT1G20370	2	-2	-2	-2	-2	2	2	2	2	2	2
OG3715_1	1	2	-1	2	1	-2	-2	-2	2	2	2
AT3G21160	-1	-2	3	2	-2	2	2	2	2	2	2
AT1G51590	-2	-2	-2	-2	-2	-2	2	2	2	2	2
OG3718_1	2	1	2	2	1	2	-2	2	2	2	2
OG3718_2	-2	-2	2	2	-2	-2	-2	-2	-2	2	2
AT5G20570	2	3	3	3	0	3	3	3	3	3	2
AT3G42830	2	-2	3	3	-2	3	-1	3	3	3	2
AT2G16595	2	1	1	1	1	2	3	2	1	1	2
AT2G21160	2	-2	1	1	1	2	2	2	1	1	2
AT4G38600	1	2	3	2	2	-1	2	2	2	2	2
OG3735_2	-1	-2	2	2	1	2	-2	2	2	2	2
AT5G58240	2	-2	2	2	2	1	2	2	2	2	2
OG3736_2	-1	-2	-2	-2	-2	-1	-2	2	2	2	2
OG3743_1	2	2	-1	2	2	2	-2	2	2	2	2
AT2G28100	-2	2	2	2	2	2	2	2	2	2	2
AT3G29200	2	2	2	2	2	2	2	2	2	2	2
AT1G69370	2	-1	2	2	-2	3	3	3	2	2	2
AT4G18740	2	2	2	2	2	2	3	2	2	2	2
AT1G06190	2	-1	-1	2	-2	-2	2	2	2	2	2
AT2G31150	-2	-2	-2	-2	-2	-2	-1	2	2	2	2
AT1G50920	1	-1	-1	2	2	-1	2	2	2	2	2
AT1G10300	-1	2	2	2	-2	2	3	2	2	2	2
AT4G32680	-1	-2	2	2	3	-2	3	3	3	2	2
OG3777_2	-2	-2	-1	2	-2	-2	-2	-2	-2	2	2
AT2G22475	-2	1	-1	2	-1	1	2	2	2	2	2
AT1G28200	-2	2	2	2	2	2	2	2	2	2	2
AT1G01790	2	2	-1	2	2	2	2	2	2	2	2
AT4G00630	2	-2	3	2	-2	2	2	2	2	2	2
OG3784_1	2	-1	3	3	-2	-2	-2	-2	-2	2	2
AT3G19770	-2	2	2	2	2	2	2	2	2	2	2
AT5G09320	-2	-2	-2	-2	-2	-2	-1	2	2	2	2
AT4G33240	-1	3	3	3	-2	3	3	3	3	3	2
AT3G14270	2	3	-1	3	3	3	3	3	3	3	2
AT1G31160	2	2	2	2	-2	2	3	2	2	2	2
OG3810_1	-1	-2	-2	-2	2	2	-2	2	2	2	2
AT1G05500	-2	-2	2	2	-1	-1	2	2	2	2	2
AT1G02280	2	2	2	2	3	3	2	2	2	2	2
AT5G05000	2	-2	2	2	2	2	2	2	2	2	2
AT5G47110	2	2	2	2	2	2	2	2	2	2	2
AT4G17600	2	-2	2	2	3	-2	2	2	2	2	2
AT1G43690	2	2	-2	2	-2	2	2	2	2	2	2
OG3831_2	2	-2	2	2	-2	-2	-2	-2	-2	2	2
OG3832_1	2	2	2	2	3	2	-2	2	2	2	2
AT2G30695	-2	-1	-1	3	2	1	1	1	1	1	2
OG3832_3	-2	-2	3	3	-2	-2	-2	-2	-2	1	2
AT2G41040	2	2	2	2	2	3	2	2	2	2	2
AT1G78140	-2	-2	-2	-2	2	2	2	2	2	2	2
AT3G62110	2	2	2	2	-2	2	2	2	2	2	2
OG3836_2	2	2	2	2	-2	2	-2	2	2	2	2
OG3836_3	3	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT4G34570	2	2	2	2	2	2	1	2	2	2	2
AT2G16370	-2	-2	-1	2	-2	2	2	2	2	2	2
AT5G20500	2	6	6	6	6	6	6	6	6	6	2
AT1G77370	-2	3	-1	3	3	3	3	3	3	3	2
OG3868_1	2	-1	2	2	3	2	-2	2	2	2	2
OG3868_2	-2	2	-1	2	-2	2	-2	2	2	2	2
AT5G57850	-2	-2	-2	-2	2	-2	2	2	2	2	2
OG3880_1	2	-2	-2	-2	2	-2	-2	-2	2	2	2
AT5G48930	-2	2	2	2	2	-2	2	2	2	2	2
OG3880_3	-2	6	-2	2	-2	2	-2	2	2	2	2
OG3880_4	-2	-2	-2	-2	-2	3	-2	2	2	2	2
AT3G47050	-2	-2	-1	2	2	2	3	2	2	2	2
AT3G47040	-2	-2	2	2	2	2	2	2	2	2	2
OG3883_1	-2	2	-1	2	-2	1	-2	2	2	2	2
OG3883_2	-2	2	2	2	2	-2	-2	-2	2	2	2
OG3883_3	-2	-2	-2	-2	-1	-2	-2	-2	2	2	2
AT2G25800	2	2	-2	2	2	2	2	2	2	2	2
AT2G20010	3	-2	-2	-2	2	3	2	2	2	2	2
AT3G11500	2	2	2	2	3	2	-1	2	2	2	2
AT2G23930	-2	2	3	2	2	2	2	2	2	2	2
AT2G42230	2	2	2	2	-2	2	2	2	2	2	2
AT3G57890	2	2	2	2	-2	2	2	2	2	2	2
AT4G16340	-1	2	3	2	-2	2	2	2	2	2	2
OG3906_2	-1	-2	2	2	-2	-2	-2	-2	-2	2	2
OG3906_3	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT3G26380	-1	2	2	2	2	-2	2	2	2	2	2
OG3913_2	-2	-2	-2	-2	-2	2	-2	2	2	2	2
OG3913_3	-2	-2	-2	-2	-2	-1	-2	2	2	2	2
AT3G18230	-2	2	2	2	-1	3	3	2	2	2	2
AT2G01190	-2	-2	2	2	3	-1	2	2	2	2	2
AT4G14342	2	-1	-1	2	2	2	2	2	2	2	2
AT3G23325	-2	2	-2	2	2	2	2	2	2	2	2
AT2G39480	-2	2	-1	2	-2	2	2	2	2	2	2
AT3G55320	-2	-2	2	2	-2	2	3	2	2	2	2
AT5G28050	2	2	2	2	2	2	2	2	2	2	2
OG3922_2	-2	2	2	2	-2	3	-2	2	2	2	2
AT3G46550	2	3	-2	3	-1	3	3	3	3	3	2
OG3931_2	-2	3	-1	3	3	-1	-2	3	3	3	2
AT5G63220	2	2	-1	2	2	2	2	2	2	2	2
OG3941_2	-1	-2	2	2	-1	-2	-2	-2	2	2	2
AT2G37550	1	1	1	1	3	2	2	2	2	2	2
AT3G53710	-1	-2	-1	1	2	2	2	2	2	2	2
AT3G61050	-2	-2	-2	-2	2	2	2	2	2	2	2
OG3950_2	-2	2	2	2	2	2	-2	2	2	2	2
AT2G26990	2	2	2	2	-1	2	2	2	2	2	2
OG3951_2	2	-2	3	2	3	-2	-2	-2	2	2	2
OG3982_1	2	2	2	2	2	2	-2	2	2	2	2
AT4G37300	3	1	1	1	-1	3	2	2	2	1	2
AT5G20920	-1	2	2	2	2	2	2	2	2	2	2
OG3985_2	2	2	2	2	-2	2	-2	2	2	2	2
OG3986_1	0	-2	-2	-2	-2	-1	-2	2	2	2	2
AT1G43710	-1	-2	-2	-2	-2	2	2	2	2	2	2
OG3987_1	2	2	2	2	-2	3	-2	2	2	2	2
AT5G53530	1	2	2	2	-2	2	2	2	2	2	2
AT4G27690	-2	-2	-2	-2	-2	-2	2	2	2	2	2
AT3G06960	2	-1	3	3	3	3	3	3	3	3	2
AT2G44640	-2	-2	-2	-2	3	2	2	2	2	2	2
OG3988_3	-2	-2	-2	-2	2	-2	-2	-2	2	2	2
AT5G53000	2	2	2	2	2	2	2	2	2	2	2
OG3993_2	-1	2	3	2	-1	2	-2	2	2	2	2
AT4G17330	-1	-1	-2	2	2	2	2	2	2	2	2
OG4005_2	-1	2	-2	2	-2	2	-2	2	2	2	2
AT4G35350	-2	2	2	2	-2	-2	3	2	2	2	2
AT1G20850	-2	2	2	2	3	2	2	2	2	2	2
OG4008_3	-2	-2	-2	-2	3	-2	-2	-2	2	2	2
AT1G54500	2	2	-2	2	2	1	2	2	2	2	2
OG4012_2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT2G11890	2	-1	1	1	1	1	1	1	1	1	2
OG4020_2	-1	-2	-2	-2	1	1	-2	1	1	1	2
AT5G39410	2	2	-1	2	-2	2	2	2	2	2	2
OG4026_2	2	-2	-2	-2	2	3	-2	2	2	2	2
OG4026_3	-2	-2	-2	-2	2	-2	-2	-2	2	2	2
AT1G60780	3	2	2	2	2	2	2	2	2	2	2
AT1G10730	2	2	0	2	-2	2	3	2	2	2	2
AT1G43190	2	2	2	2	2	2	2	2	2	2	2
OG4036_2	2	3	-1	2	3	2	-2	2	2	2	2
AT3G16850	-2	2	-1	2	3	1	2	2	2	2	2
AT5G49215	-2	2	2	2	2	2	2	2	2	2	2
AT3G06770	-2	-2	-2	-2	-2	-2	3	2	2	2	2
OG4063_1	2	2	2	2	-2	2	-2	2	2	2	2
AT4G02570	2	-2	-2	-2	2	2	2	2	2	2	2
OG4063_3	-2	-2	-2	-2	2	-2	-2	-2	2	2	2
AT2G42490	2	2	6	6	1	2	6	2	2	2	2
OG4070_2	-1	6	-2	6	-2	1	-2	2	2	2	2
OG4072_1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
OG4072_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
OG4092_1	2	2	-2	2	2	3	-2	2	2	2	2
OG4107_1	-2	2	-2	2	-1	-2	-2	2	2	2	2
OG4107_2	-2	-1	-2	2	2	-1	-2	2	2	2	2
OG4107_3	-2	-2	-2	-2	-2	2	-2	2	2	2	2
OG4107_4	-2	-2	-2	-2	-2	2	-2	2	2	2	2
AT4G34640	2	-2	1	1	2	2	2	2	2	1	2
AT4G34650	-2	-2	1	1	-1	-2	3	2	2	1	2
AT1G07510	2	-1	2	2	2	2	3	2	2	2	2
AT2G29080	-1	2	-2	2	-2	-2	2	2	2	2	2
AT3G51780	1	2	1	1	2	2	2	2	2	2	2
OG4131_2	2	-2	3	1	-1	2	-2	2	2	2	2
AT3G04520	3	2	2	2	2	1	2	2	2	2	2
AT1G08630	-2	-2	2	2	-2	2	-1	2	2	2	2
OG4169_1	-2	-2	-2	-2	2	-2	-2	-2	2	2	2
AT5G16340	-2	2	-2	2	-1	2	-1	2	2	2	2
AT5G16370	-2	-2	-2	-2	2	-2	2	2	2	2	2
AT5G45990	2	3	-1	2	2	2	-1	2	2	2	2
AT5G41770	-1	-2	-2	-2	-1	2	2	2	2	2	2
AT3G11880	2	6	-1	6	6	-2	5	5	6	6	2
AT1G70770	2	-2	2	6	2	-2	6	5	6	6	2
AT3G18090	2	2	2	2	6	2	-1	2	2	2	2
AT3G23780	-1	-2	-1	2	-2	-2	2	2	2	2	2
AT3G52190	-1	2	2	2	1	2	2	2	2	2	2
OG4205_2	3	-2	-2	-2	-1	-2	-2	-2	2	2	2
AT3G06930	-1	2	2	2	2	2	2	2	2	2	2
AT5G49020	2	-2	-2	-2	2	2	2	2	2	2	2
AT2G23420	2	2	2	2	2	-1	2	2	2	2	2
AT4G36940	-2	2	2	2	-2	2	2	2	2	2	2
AT3G51460	2	2	2	2	2	2	2	2	2	2	2
AT5G66020	2	2	3	2	-2	-2	-1	2	2	2	2
AT5G57690	2	2	2	2	2	2	-1	2	2	2	2
AT4G30340	2	-2	-2	-2	-2	-1	2	2	2	2	2
AT2G18730	-2	-2	-2	-2	-2	-2	2	2	2	2	2
AT1G35620	-1	2	2	2	2	2	2	2	2	2	2
OG4227_2	-2	0	2	2	2	-2	-2	-2	2	2	2
AT1G01910	2	2	2	2	-1	2	2	2	2	2	2
OG4229_2	2	-2	2	2	3	-2	-2	-2	2	2	2
AT5G51280	2	2	2	2	3	2	2	2	2	2	2
AT4G33370	-2	2	-2	2	2	2	-1	2	2	2	2
AT5G02080	2	2	-1	2	2	-1	-1	2	2	2	2
AT1G12350	-2	-1	1	2	-2	2	2	2	2	2	2
OG4263_1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT2G40980	3	2	2	2	2	2	2	2	2	2	2
OG4263_3	-2	-2	2	2	-1	-2	-2	-2	2	2	2
OG4265_1	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
OG4268_1	3	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT3G05230	-2	2	2	2	2	2	2	2	2	2	2
AT5G27430	-2	-2	-1	2	-2	2	2	2	2	2	2
AT1G62640	2	6	6	6	-1	3	6	6	6	6	2
OG4291_2	2	-2	1	6	-2	6	-2	6	6	6	2
AT5G67590	2	2	2	2	2	2	2	2	2	2	2
OG4295_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT2G36070	2	0	2	2	2	-2	2	2	2	2	2
AT2G20510	-1	-2	-2	-2	-2	2	-1	2	2	2	2
AT5G05520	2	2	2	2	2	2	2	2	2	2	2
AT3G11070	2	-2	3	2	-2	2	2	2	2	2	2
AT2G44180	2	2	2	2	2	2	2	2	2	2	2
AT3G59990	2	2	-2	2	-2	2	2	2	2	2	2
AT2G03820	2	2	2	2	2	2	2	2	2	2	2
OG4329_2	-1	-2	2	2	3	-1	-2	2	2	2	2
OG4332_1	-2	2	-2	2	-2	2	-2	2	2	2	2
AT1G24300	-2	-2	2	2	2	-2	2	2	2	2	2
AT1G27430	-2	-2	-2	-2	3	-2	2	2	2	2	2
AT4G04200	-1	-1	-2	2	2	2	2	2	2	2	2
AT2G39960	2	2	-2	2	-2	-2	2	2	2	2	2
AT2G21270	2	2	2	2	2	2	2	2	2	2	2
AT4G38930	-2	2	2	2	-1	-2	2	2	2	2	2
AT4G33650	2	6	6	6	-2	6	6	6	6	6	2
AT2G14120	2	-2	-1	6	-2	6	6	6	6	6	2
AT2G22400	-1	2	-1	2	2	2	2	2	2	2	2
AT4G40000	-2	-2	-2	-2	-2	3	3	2	2	2	2
AT5G16470	2	2	3	2	2	2	2	2	2	2	2
AT3G02790	2	-2	-1	2	-2	-2	-1	2	2	2	2
AT5G50550	2	1	1	1	2	2	3	2	2	2	2
AT5G50650	2	-2	1	1	-2	-2	3	2	2	2	2
AT5G46020	2	2	-1	2	2	2	2	2	2	2	2
OG4372_2	2	-2	2	2	-2	-1	-2	2	2	2	2
AT1G16610	-2	2	0	2	2	2	2	2	2	2	2
OG4382_2	2	2	1	2	-2	-2	-2	-2	-2	2	2
AT4G30220	2	2	2	2	3	1	2	2	2	2	2
AT2G14285	2	2	2	2	-2	-2	-1	2	2	2	2
AT4G19170	-2	-2	-2	-2	2	-2	1	2	2	2	2
OG4393_2	-2	-2	-2	-2	-1	2	-2	2	2	2	2
AT5G05670	2	-2	2	2	2	2	2	2	2	2	2
AT2G18770	-2	-2	2	2	-2	3	2	2	2	2	2
AT3G62860	2	-2	-2	-2	-1	-2	3	3	3	3	2
AT2G47630	2	-2	-2	-2	-2	-2	3	3	3	3	2
AT4G20410	2	2	-2	2	2	-1	2	2	2	2	2
OG4434_2	-2	-2	2	2	-2	2	-2	2	2	2	2
OG4434_3	-2	-2	-1	2	-2	-2	-2	-2	-2	2	2
AT1G07480	-1	-1	3	3	1	1	3	1	1	1	2
AT1G07470	2	-2	3	3	-2	-2	3	1	1	1	2
OG4438_1	2	-1	0	1	-2	-2	-2	-2	-2	1	2
AT3G29400	-2	-2	-2	-2	-1	1	3	1	1	1	2
OG4438_3	-2	-2	-2	-2	1	-2	-2	-2	1	1	2
OG4439_1	2	3	-1	1	-2	2	-2	2	2	2	2
AT3G47730	-2	-2	-2	-2	-2	-1	1	2	2	2	2
AT5G15270	2	2	2	2	-1	2	2	2	2	2	2
AT1G14170	-2	-2	-2	-2	2	2	2	2	2	2	2
AT2G23140	1	2	2	2	3	2	2	2	2	2	2
OG4442_2	0	-2	-1	2	-2	-2	-2	-2	-2	2	2
AT5G15760	2	2	-1	2	-1	2	3	2	2	2	2
AT1G68590	-1	-2	2	2	-1	-2	2	2	2	2	2
AT5G58060	2	2	4	2	2	2	2	2	2	2	2
AT5G58180	2	0	2	2	-2	-2	-1	2	2	2	2
AT5G16310	2	2	2	2	-2	-2	3	2	2	2	2
AT1G65650	-2	2	2	2	2	2	2	2	2	2	2
OG4482_3	-2	-2	-1	2	-2	-2	-2	-2	-2	2	2
AT1G54170	2	2	-2	2	-1	2	2	2	2	2	2
AT3G14010	2	-2	-2	-2	-2	-1	2	2	2	2	2
AT3G62840	-1	-2	-2	-2	2	2	-1	2	2	2	2
AT2G47640	-2	2	2	2	-2	2	2	2	2	2	2
AT4G35410	2	2	-1	2	2	-1	-1	2	2	2	2
AT2G17380	2	-1	-2	2	-2	2	2	2	2	2	2
AT5G63120	2	2	2	2	-2	2	3	2	2	2	2
AT1G55150	-2	2	-1	2	2	2	2	2	2	2	2
AT3G19590	-2	2	-2	2	2	2	2	2	2	2	2
AT1G49910	-1	-1	-2	2	-2	-2	0	2	2	2	2
OG4499_3	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT4G36480	1	1	-1	2	2	2	2	2	2	2	2
OG4500_2	-2	-1	2	2	-2	2	-2	2	2	2	2
OG4500_3	-2	2	-2	2	-2	-2	-2	-2	-2	2	2
AT1G51560	2	-1	2	2	2	2	2	2	2	2	2
AT3G21140	2	2	2	2	-2	-2	2	2	2	2	2
AT1G78510	2	2	2	2	2	2	3	2	2	2	2
AT1G17050	3	-1	2	2	-2	-2	2	2	2	2	2
OG4533_1	-1	-2	-2	-2	-2	-2	-2	-2	-2	3	2
AT4G31830	2	-2	-2	-2	-1	-1	3	3	3	3	2
OG4534_1	2	2	1	2	2	2	-2	2	6	6	2
AT3G04610	-1	-2	6	6	1	2	2	2	6	6	2
ATCG00430	-2	3	2	2	2	2	2	2	2	2	2
OG4538_2	-2	-1	-2	2	-2	-1	-2	2	2	2	2
OG4546_1	2	6	6	6	-2	6	-2	6	6	6	2
AT4G38800	2	-2	3	6	6	-2	6	6	6	6	2
AT4G34840	-2	-2	-2	-2	-2	-2	1	6	6	6	2
AT4G39420	2	-2	-2	-2	1	1	2	2	1	1	2
OG4547_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT4G21660	2	2	2	2	2	2	2	2	2	2	2
OG4567_2	2	-2	-1	2	1	-1	-2	2	2	2	2
AT2G46220	-1	-1	-2	0	3	-1	3	3	3	3	2
OG4568_2	2	-2	0	0	3	-2	-2	-2	3	3	2
AT2G36810	-2	-2	-2	-2	-1	-1	2	2	2	2	2
OG4571_2	2	-2	-2	-2	-2	1	-2	2	2	2	2
AT4G37830	-1	2	2	2	-2	2	2	2	2	2	2
OG4578_2	3	-2	-2	-2	2	-2	-2	-2	2	2	2
AT1G77122	2	2	2	2	-2	1	2	2	2	2	2
AT1G69210	-2	3	3	3	1	3	1	1	1	3	2
AT4G15093	3	2	2	2	3	3	2	2	2	2	2
OG4584_2	-2	2	-1	2	2	2	-2	2	2	2	2
AT5G42950	2	6	-2	6	6	6	6	6	6	6	2
OG4606_2	2	-2	-2	-2	-2	-1	-2	6	6	6	2
AT5G01260	2	-2	-2	-2	-2	1	1	1	1	1	2
OG4611_2	1	1	1	1	-2	-2	-2	-2	-2	1	2
AT4G18950	2	2	-1	2	2	2	2	2	2	2	2
AT3G58760	-2	-2	-2	-2	-1	-1	1	2	2	2	2
AT2G36310	2	2	2	2	3	2	2	2	2	2	2
OG4621_2	-1	2	3	2	-2	-2	-2	-2	-2	2	2
AT2G01460	2	-2	-2	-2	1	-1	2	2	2	2	2
AT5G47330	2	2	2	2	2	2	-1	2	2	2	2
AT3G60340	-2	2	-2	2	2	2	2	2	2	2	2
AT1G10950	2	-2	-2	-2	2	2	2	2	2	2	2
OG4647_2	-2	2	-1	2	2	-2	-2	-2	2	2	2
AT1G66260	-2	2	-1	2	2	2	2	2	2	2	2
AT5G37720	-2	0	2	2	2	-2	2	2	2	2	2
AT2G41970	-2	2	2	2	-2	-1	1	1	1	2	2
OG4685_2	-2	-2	2	2	-2	-2	-2	-2	-2	2	2
AT5G18400	2	2	2	2	2	2	2	2	2	2	2
OG4695_2	2	2	-2	2	2	2	-2	2	2	2	2
AT5G08160	2	2	2	2	1	2	2	2	2	2	2
OG4700_2	-2	2	2	2	2	-2	-2	-2	2	2	2
AT5G27720	1	2	2	2	-1	2	2	2	2	2	2
OG4701_2	-2	-2	-2	-2	-2	-1	-2	2	2	2	2
AT3G28730	2	3	2	2	2	1	2	2	2	2	2
OG4711_2	-2	-2	-2	-2	2	2	-2	2	2	2	2
AT4G25650	2	-2	-2	-2	2	2	2	2	2	2	2
OG4720_2	-2	-2	-2	-2	-2	2	-2	2	2	2	2
AT4G24730	-2	-2	-2	-2	2	-1	2	2	2	2	2
OG4731_2	-2	-2	-2	-2	-2	3	-2	2	2	2	2
AT5G62190	-2	-2	-2	-2	2	-1	2	2	2	2	2
OG4742_2	-2	-2	-2	-2	3	2	-2	2	2	2	2
AT5G28740	2	-2	3	2	-1	2	2	2	2	2	2
OG4749_2	-2	2	2	2	2	-2	-2	-2	2	2	2
AT3G51050	1	2	-2	2	2	2	2	2	2	2	2
OG4761_2	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	2
AT3G14920	-1	2	2	2	2	2	2	2	2	2	2
OG4763_2	2	-2	-2	-2	2	3	-2	2	2	2	2
OG4779_1	-2	2	3	2	-2	2	-2	2	2	2	2
OG4779_2	-2	5	2	2	-2	2	-2	2	2	2	2
OG4795_1	-2	2	-2	2	-2	-2	-2	-2	-2	2	2
AT5G50240	2	-1	2	2	-2	3	-1	2	2	2	2
AT3G48330	-2	2	-2	2	2	2	2	2	2	2	2
AT4G13550	2	2	-1	2	-2	2	2	2	2	2	2
OG4812_2	-2	-2	-2	-2	2	-2	-2	-2	2	2	2
OG4812_3	-2	-2	-2	-2	2	-2	-2	-2	2	2	2
AT4G27080	2	2	2	2	2	2	2	2	2	2	2
AT3G20560	-2	-2	-2	-2	-2	-1	3	2	2	2	2
AT1G50950	-2	-2	-2	-2	-2	-2	-1	2	2	2	2
OG4844_1	-1	2	-1	2	-2	-2	-2	-2	2	2	2
ATMG00516	-2	-2	-2	-2	-2	-2	2	2	2	2	2
AT4G31570	-1	1	-2	2	-2	-1	2	2	2	2	2
OG4847_2	-2	-2	-2	-2	-2	2	-2	2	2	2	2
AT4G10790	2	2	3	2	2	2	2	2	2	2	2
OG4851_2	-1	-2	2	2	2	-2	-2	-2	2	2	2
AT4G29670	-1	0	2	2	2	2	2	2	2	2	2
AT4G26160	2	-2	-2	-2	2	-2	3	2	2	2	2
AT5G16300	2	2	2	2	6	6	6	6	6	6	2
OG4862_2	-1	-2	2	2	-2	-2	-2	-2	-2	6	2
AT1G75210	2	-1	2	2	2	-2	2	2	2	2	2
OG4866_2	2	-2	-2	-2	-2	2	-2	2	2	2	2
AT3G12800	2	2	2	2	2	2	2	2	2	2	2
AT2G07640	2	-2	2	2	-2	-2	-1	2	2	2	2
AT2G32850	1	0	-1	1	2	2	2	2	2	2	2
OG4926_2	-2	2	1	2	-2	-2	-2	-2	-2	2	2
AT3G24090	-1	-2	-1	2	2	2	2	2	2	2	2
OG4930_2	2	2	-2	2	-2	-2	-2	-2	-2	2	2
AT3G10730	2	2	2	2	2	2	2	2	2	2	2
AT5G04990	-2	2	2	2	-2	-2	2	2	2	2	2
AT1G65660	2	2	-2	2	-1	2	3	2	2	2	2
AT4G37120	-2	-2	-2	-2	1	-2	1	2	2	2	2
AT2G35630	-1	-1	2	2	-2	-1	2	2	2	2	2
OG4961_2	2	2	-1	2	-2	2	-2	2	2	2	2
AT3G03340	2	2	2	2	2	2	2	2	2	2	2
AT5G17440	2	2	-2	2	-2	-2	2	2	2	2	2
AT5G47890	-1	2	2	2	2	2	2	2	2	2	2
OG4976_2	-2	-2	2	2	2	2	-2	2	2	2	2
AT2G31490	-2	-2	-2	-2	-2	2	2	2	2	2	2
OG4978_2	-2	-1	2	2	-2	-2	-2	-2	-2	2	2
AT5G35180	-2	2	2	2	-2	2	2	2	2	2	2
OG4987_2	-2	-2	-2	-2	-2	-1	-2	2	2	2	2
AT4G02980	2	2	2	2	3	2	2	2	2	2	2
OG4997_2	-2	-1	2	2	-2	-2	-2	-2	-2	2	2
ATCG00180	2	2	2	2	1	3	2	2	2	2	2
OG5000_2	-2	-2	-1	2	-2	-1	-2	2	2	2	2
AT3G18490	-2	2	-1	2	2	2	2	2	2	2	2
AT1G25510	-2	-2	-2	-2	-1	3	-1	2	2	2	2
OG5036_1	-2	2	2	2	-2	-2	-2	-2	-2	2	2
AT2G11520	-2	-1	-1	3	3	3	3	3	3	3	2
OG5036_3	-2	-2	3	3	-2	-2	-2	-2	-2	3	2
AT2G03450	0	6	6	6	2	2	2	2	2	2	2
AT1G13900	6	-2	-2	-2	-2	-1	2	2	2	2	2
AT5G52440	2	0	1	1	2	2	3	2	2	2	2
OG5054_2	2	0	-1	1	-2	-2	-2	-2	-2	2	2
AT5G50960	2	2	2	2	-1	3	2	2	2	2	2
OG5059_2	-2	-2	2	2	1	2	-2	2	2	2	2
AT2G18250	-1	-1	1	1	1	3	1	1	1	1	2
OG5071_2	2	-2	1	1	-2	1	-2	1	1	1	2
AT2G38760	-2	2	-1	2	2	2	2	2	2	2	2
OG5101_2	-2	-2	2	2	2	-2	-2	-2	2	2	2
AT3G15840	2	2	2	2	2	2	2	2	2	2	2
OG5106_2	2	-2	2	2	-2	-2	-2	-2	-2	2	2
