Gene	homo_sapiens	rattus_norvegicus	Anc4	bos_taurus	Anc3
ENSG00000182118	2	5	5	5	5
ENSG00000176018	2	5	5	5	5
ENSG00000175449	2	5	5	5	5
ENSG00000174903	2	5	5	5	5
ENSG00000174485	2	5	5	5	5
ENSG00000173064	2	5	5	5	5
ENSG00000169684	2	5	5	5	5
ENSG00000169248	2	5	5	5	5
ENSG00000167625	2	5	5	5	5
ENSG00000166813	2	5	5	5	5
ENSG00000164400	2	5	5	5	5
ENSG00000164038	2	5	5	5	5
DUMMY90	-100	-100	-100	-100	-100
ENSG00000029534	1	5	5	5	5
ENSG00000101850	1	5	5	5	5
ENSG00000197565	1	5	5	5	5
ENSG00000196632	1	5	5	5	5
ENSG00000101445	1	5	5	5	5
ENSG00000151704	1	5	5	5	5
ENSG00000154262	1	5	5	5	5
ENSG00000053438	1	5	5	5	5
ENSG00000131149	1	5	5	5	5
ENSG00000181035	1	5	5	5	5
ENSG00000117525	1	5	5	5	5
ENSG00000084674	1	5	5	5	5
ENSG00000132535	1	5	5	5	5
ENSG00000177565	1	5	5	5	5
ENSG00000119699	1	5	5	5	5
ENSG00000087301	1	5	5	5	5
ENSG00000135541	1	5	5	5	5
ENSG00000178921	1	5	5	5	5
ENSG00000118898	1	5	5	5	5
ENSG00000104941	1	5	5	5	5
ENSG00000105122	1	5	5	5	5
ENSG00000175707	1	5	5	5	5
ENSG00000215183	1	5	5	5	5
ENSG00000130433	1	5	5	5	5
ENSG00000135913	1	5	5	5	5
ENSG00000136098	1	5	5	5	5
ENSG00000135205	1	5	5	5	5
ENSG00000115170	1	5	5	5	5
ENSG00000136895	1	5	5	5	5
ENSG00000137872	1	5	5	5	5
ENSG00000171735	1	5	5	5	5
ENSG00000170791	1	5	5	5	5
ENSG00000138131	1	5	5	5	5
ENSG00000141519	1	5	5	5	5
ENSG00000170209	1	5	5	5	5
ENSG00000113594	1	5	5	5	5
ENSG00000144031	1	5	5	5	5
ENSG00000144488	1	5	5	5	5
ENSG00000168397	1	5	5	5	5
ENSG00000094755	1	5	5	5	5
ENSG00000148082	1	5	5	5	5
ENSG00000148680	1	5	5	5	5
ENSG00000149346	1	5	5	5	5
ENSG00000197790	1	5	5	5	5
ENSG00000072071	1	5	5	5	5
ENSG00000197321	1	5	5	5	5
ENSG00000047578	1	5	5	5	5
ENSG00000184465	1	5	5	5	5
ENSG00000070882	1	5	5	5	5
ENSG00000179981	1	5	5	5	5
ENSG00000100852	1	5	5	5	5
ENSG00000163154	1	5	5	5	5
ENSG00000112851	1	5	5	5	5
ENSG00000155714	1	5	5	5	5
ENSG00000091592	1	5	5	5	5
ENSG00000161798	1	5	5	5	5
ENSG00000161642	1	5	5	5	5
DUMMY91	-100	-100	-100	-100	-100
ENSG00000054793	5	4	5	5	5
ENSG00000240771	5	4	5	5	5
ENSG00000101443	5	4	5	5	5
ENSG00000179841	5	4	5	5	5
ENSG00000171517	5	4	5	5	5
ENSG00000166833	5	4	5	5	5
ENSG00000159166	5	4	5	5	5
ENSG00000149269	5	4	5	5	5
ENSG00000140563	5	4	5	5	5
ENSG00000134160	5	4	5	5	5
ENSG00000117266	5	4	5	5	5
ENSG00000110092	5	4	5	5	5
ENSG00000103647	5	4	5	5	5
ENSG00000076706	5	4	5	5	5
ENSG00000187045	5	4	5	5	5
ENSG00000103260	5	4	5	5	5
ENSG00000062038	5	4	5	5	5
ENSG00000176909	5	4	5	5	5
ENSG00000168952	5	4	5	5	5
ENSG00000165325	5	4	5	5	5
ENSG00000158869	5	4	5	5	5
ENSG00000147257	5	4	5	5	5
ENSG00000139187	5	4	5	5	5
ENSG00000133392	5	4	5	5	5
ENSG00000118492	5	4	5	5	5
ENSG00000111424	5	4	5	5	5
ENSG00000104824	5	4	5	5	5
ENSG00000086544	5	4	5	5	5
ENSG00000204219	5	4	5	5	5
ENSG00000074047	5	4	5	5	5
ENSG00000063180	5	4	5	5	5
ENSG00000182938	5	4	5	5	5
ENSG00000172640	5	4	5	5	5
ENSG00000167749	5	4	5	5	5
ENSG00000168267	5	4	5	5	5
ENSG00000159167	5	4	5	5	5
ENSG00000147799	5	4	5	5	5
ENSG00000140937	5	4	5	5	5
ENSG00000135175	5	4	5	5	5
ENSG00000122223	5	4	5	5	5
ENSG00000115594	5	4	5	5	5
ENSG00000108381	5	4	5	5	5
ENSG00000100285	5	4	5	5	5
ENSG00000079215	5	4	5	5	5
ENSG00000261857	5	4	5	5	5
ENSG00000101890	5	4	5	5	5
ENSG00000064195	5	4	5	5	5
ENSG00000184363	5	4	5	5	5
ENSG00000175336	5	4	5	5	5
ENSG00000168748	5	4	5	5	5
ENSG00000169903	5	4	5	5	5
ENSG00000101098	5	4	5	5	5
ENSG00000090661	5	4	5	5	5
ENSG00000141750	5	4	5	5	5
ENSG00000149634	5	4	5	5	5
ENSG00000110887	5	4	5	5	5
ENSG00000080007	5	4	5	5	5
ENSG00000133477	5	4	5	5	5
ENSG00000087495	5	4	5	5	5
ENSG00000198542	5	4	5	5	5
ENSG00000213023	5	4	5	5	5
ENSG00000075035	5	4	5	5	5
ENSG00000146005	5	4	5	5	5
ENSG00000109103	5	4	5	5	5
ENSG00000206557	5	4	5	5	5
ENSG00000238243	5	4	5	5	5
ENSG00000130675	5	4	5	5	5
ENSG00000215187	5	4	5	5	5
ENSG00000116183	5	4	5	5	5
ENSG00000137648	5	4	5	5	5
ENSG00000162374	5	4	5	5	5
ENSG00000092345	5	4	5	5	5
ENSG00000105428	5	4	5	5	5
ENSG00000205832	5	4	5	5	5
ENSG00000205595	5	4	5	5	5
ENSG00000134193	5	4	5	5	5
ENSG00000134909	5	4	5	5	5
ENSG00000205436	5	4	5	5	5
ENSG00000203734	5	4	5	5	5
ENSG00000135824	5	4	5	5	5
ENSG00000136630	5	4	5	5	5
ENSG00000161640	5	4	5	5	5
ENSG00000066405	5	4	5	5	5
ENSG00000137809	5	4	5	5	5
ENSG00000196154	5	4	5	5	5
ENSG00000185610	5	4	5	5	5
ENSG00000138615	5	4	5	5	5
ENSG00000139269	5	4	5	5	5
ENSG00000185070	5	4	5	5	5
ENSG00000181355	5	4	5	5	5
ENSG00000139438	5	4	5	5	5
ENSG00000148204	5	4	5	5	5
ENSG00000178826	5	4	5	5	5
ENSG00000178235	5	4	5	5	5
ENSG00000177106	5	4	5	5	5
ENSG00000176928	5	4	5	5	5
ENSG00000172199	5	4	5	5	5
ENSG00000066468	5	4	5	5	5
ENSG00000171680	5	4	5	5	5
ENSG00000171533	5	4	5	5	5
ENSG00000159339	5	4	5	5	5
ENSG00000112280	5	4	5	5	5
ENSG00000153233	5	4	5	5	5
ENSG00000090539	5	4	5	5	5
ENSG00000154269	5	4	5	5	5
ENSG00000064300	5	4	5	5	5
ENSG00000154188	5	4	5	5	5
ENSG00000110987	5	4	5	5	5
DUMMY92	-100	-100	-100	-100	-100
ENSG00000011451	2	1	1	1	1
ENSG00000146063	2	1	1	1	1
ENSG00000121621	2	1	1	1	1
ENSG00000153790	2	1	1	1	1
ENSG00000122008	2	1	1	1	1
ENSG00000165071	2	1	1	1	1
ENSG00000125304	2	1	1	1	1
ENSG00000182087	2	1	1	1	1
ENSG00000164574	2	1	1	1	1
ENSG00000071246	2	1	1	1	1
ENSG00000176542	2	1	1	1	1
ENSG00000110492	2	1	1	1	1
ENSG00000083444	2	1	1	1	1
ENSG00000124279	2	1	1	1	1
ENSG00000181513	2	1	1	1	1
ENSG00000204923	2	1	1	1	1
ENSG00000126215	2	1	1	1	1
ENSG00000025434	2	1	1	1	1
ENSG00000114779	2	1	1	1	1
ENSG00000139233	2	1	1	1	1
ENSG00000105866	2	1	1	1	1
ENSG00000020129	2	1	1	1	1
ENSG00000110888	2	1	1	1	1
ENSG00000112308	2	1	1	1	1
ENSG00000137413	2	1	1	1	1
ENSG00000092148	2	1	1	1	1
ENSG00000125743	2	1	1	1	1
ENSG00000184702	2	1	1	1	1
ENSG00000178922	2	1	1	1	1
ENSG00000012048	2	1	1	1	1
ENSG00000144136	2	1	1	1	1
ENSG00000119703	2	1	1	1	1
ENSG00000136918	2	1	1	1	1
ENSG00000114268	2	1	1	1	1
ENSG00000108510	2	1	1	1	1
ENSG00000064995	2	1	1	1	1
DUMMY93	-100	-100	-100	-100	-100
ENSG00000053770	2	2	2	1	2
ENSG00000158019	2	2	2	1	2
ENSG00000160211	2	2	2	1	2
ENSG00000162688	2	2	2	1	2
ENSG00000112306	2	2	2	1	2
ENSG00000173548	2	2	2	1	2
ENSG00000170860	2	2	2	1	2
ENSG00000076984	2	2	2	1	2
ENSG00000129197	2	2	2	1	2
ENSG00000198162	2	2	2	1	2
ENSG00000198089	2	2	2	1	2
ENSG00000103197	2	2	2	1	2
ENSG00000080986	2	2	2	1	2
ENSG00000132661	2	2	2	1	2
ENSG00000107175	2	2	2	1	2
ENSG00000136169	2	2	2	1	2
ENSG00000205268	2	2	2	1	2
ENSG00000117475	2	2	2	1	2
ENSG00000139618	2	2	2	1	2
ENSG00000149657	2	2	2	1	2
ENSG00000156509	2	2	2	1	2
ENSG00000214413	2	2	2	1	2
ENSG00000117289	2	2	2	1	2
ENSG00000198356	2	2	2	1	2
ENSG00000068724	2	2	2	1	2
ENSG00000186352	2	2	2	1	2
ENSG00000184445	2	2	2	1	2
ENSG00000181038	2	2	2	1	2
ENSG00000180423	2	2	2	1	2
ENSG00000180011	2	2	2	1	2
ENSG00000179886	2	2	2	1	2
ENSG00000167685	2	2	2	1	2
ENSG00000167094	2	2	2	1	2
ENSG00000166246	2	2	2	1	2
ENSG00000112773	2	2	2	1	2
DUMMY94	-100	-100	-100	-100	-100
ENSG00000103051	1	1	1	2	2
ENSG00000213859	1	1	1	2	2
ENSG00000182919	1	1	1	2	2
ENSG00000120129	1	1	1	2	2
ENSG00000196177	1	1	1	2	2
ENSG00000108883	1	1	1	2	2
ENSG00000158423	1	1	1	2	2
ENSG00000167680	1	1	1	2	2
ENSG00000171791	1	1	1	2	2
ENSG00000169764	1	1	1	2	2
ENSG00000106268	1	1	1	2	2
ENSG00000177951	1	1	1	2	2
ENSG00000174405	1	1	1	2	2
DUMMY95	-100	-100	-100	-100	-100
ENSG00000032742	3	2	3	1	1
ENSG00000160310	3	2	3	1	1
ENSG00000170222	3	2	3	1	1
ENSG00000170260	3	2	3	1	1
ENSG00000119943	3	2	3	1	1
ENSG00000172531	3	2	3	1	1
ENSG00000104889	3	2	3	1	1
ENSG00000163867	3	2	3	1	1
ENSG00000166855	3	2	3	1	1
ENSG00000154553	3	2	3	1	1
ENSG00000111237	3	2	3	1	1
ENSG00000133112	3	2	3	1	1
ENSG00000138442	3	2	3	1	1
ENSG00000143970	3	2	3	1	1
ENSG00000125871	3	2	3	1	1
ENSG00000180667	3	2	3	1	1
ENSG00000176946	3	2	3	1	1
ENSG00000103507	3	2	3	1	1
DUMMY97	-100	-100	-100	-100	-100
ENSG00000003987	5	5	5	2	2
ENSG00000162643	5	5	5	2	2
ENSG00000176049	5	5	5	2	2
ENSG00000163749	5	5	5	2	2
ENSG00000107816	5	5	5	2	2
ENSG00000152556	5	5	5	2	2
ENSG00000204323	5	5	5	2	2
ENSG00000120594	5	5	5	2	2
ENSG00000180828	5	5	5	2	2
ENSG00000069712	5	5	5	2	2
ENSG00000186951	5	5	5	2	2
ENSG00000162413	5	5	5	2	2
ENSG00000103528	5	5	5	2	2
ENSG00000196900	5	5	5	2	2
ENSG00000183826	5	5	5	2	2
DUMMY98	-100	-100	-100	-100	-100
ENSG00000064787	5	5	5	1	1
ENSG00000162390	5	5	5	1	1
ENSG00000157005	5	5	5	1	1
ENSG00000111254	5	5	5	1	1
ENSG00000080572	5	5	5	1	1
ENSG00000179846	5	5	5	1	1
ENSG00000213316	5	5	5	1	1
ENSG00000103313	5	5	5	1	1
ENSG00000106483	5	5	5	1	1
ENSG00000127074	5	5	5	1	1
ENSG00000198081	5	5	5	1	1
ENSG00000204335	5	5	5	1	1
ENSG00000101849	5	5	5	1	1
ENSG00000107929	5	5	5	1	1
ENSG00000141429	5	5	5	1	1
ENSG00000108219	5	5	5	1	1
ENSG00000134020	5	5	5	1	1
ENSG00000108312	5	5	5	1	1
ENSG00000140015	5	5	5	1	1
ENSG00000140481	5	5	5	1	1
ENSG00000141579	5	5	5	1	1
ENSG00000144015	5	5	5	1	1
ENSG00000146352	5	5	5	1	1
ENSG00000147408	5	5	5	1	1
ENSG00000147588	5	5	5	1	1
ENSG00000178217	5	5	5	1	1
ENSG00000116604	5	5	5	1	1
ENSG00000148942	5	5	5	1	1
ENSG00000182035	5	5	5	1	1
ENSG00000175745	5	5	5	1	1
ENSG00000170549	5	5	5	1	1
ENSG00000099204	5	5	5	1	1
ENSG00000163486	5	5	5	1	1
ENSG00000114248	5	5	5	1	1
DUMMY99	-100	-100	-100	-100	-100
ENSG00000108278	2	5	2	3	3
ENSG00000166526	2	5	2	3	3
ENSG00000168172	2	5	2	3	3
ENSG00000136213	2	5	2	3	3
ENSG00000111271	2	5	2	3	3
ENSG00000235162	2	5	2	3	3
ENSG00000214021	2	5	2	3	3
ENSG00000197959	2	5	2	3	3
ENSG00000186638	2	5	2	3	3
ENSG00000186314	2	5	2	3	3
ENSG00000185344	2	5	2	3	3
ENSG00000184988	2	5	2	3	3
ENSG00000179361	2	5	2	3	3
ENSG00000176390	2	5	2	3	3
ENSG00000170915	2	5	2	3	3
ENSG00000165209	2	5	2	3	3
ENSG00000163812	2	5	2	3	3
DUMMY100	-100	-100	-100	-100	-100
ENSG00000087245	4	4	4	1	1
ENSG00000163378	4	4	4	1	1
ENSG00000170004	4	4	4	1	1
ENSG00000163191	4	4	4	1	1
ENSG00000090372	4	4	4	1	1
ENSG00000104964	4	4	4	1	1
ENSG00000108671	4	4	4	1	1
ENSG00000133808	4	4	4	1	1
ENSG00000196576	4	4	4	1	1
ENSG00000100625	4	4	4	1	1
DUMMY102	-100	-100	-100	-100	-100
ENSG00000102921	2	3	3	1	1
ENSG00000196456	2	3	3	1	1
ENSG00000180263	2	3	3	1	1
ENSG00000124275	2	3	3	1	1
ENSG00000155158	2	3	3	1	1
ENSG00000150873	2	3	3	1	1
ENSG00000182831	2	3	3	1	1
ENSG00000165891	2	3	3	1	1
ENSG00000163482	2	3	3	1	1
ENSG00000162396	2	3	3	1	1
DUMMY103	-100	-100	-100	-100	-100
ENSG00000092439	3	4	4	5	5
ENSG00000163513	3	4	4	5	5
ENSG00000120820	3	4	4	5	5
ENSG00000205978	3	4	4	5	5
ENSG00000146083	3	4	4	5	5
ENSG00000141068	3	4	4	5	5
ENSG00000136816	3	4	4	5	5
ENSG00000160551	3	4	4	5	5
ENSG00000167123	3	4	4	5	5
ENSG00000180198	3	4	4	5	5
ENSG00000167536	3	4	4	5	5
ENSG00000108960	3	4	4	5	5
DUMMY105	-100	-100	-100	-100	-100
ENSG00000055483	4	3	4	5	5
ENSG00000160888	4	3	4	5	5
ENSG00000163171	4	3	4	5	5
ENSG00000155846	4	3	4	5	5
ENSG00000090376	4	3	4	5	5
ENSG00000058600	4	3	4	5	5
ENSG00000140391	4	3	4	5	5
ENSG00000183688	4	3	4	5	5
ENSG00000117151	4	3	4	5	5
ENSG00000185619	4	3	4	5	5
ENSG00000100242	4	3	4	5	5
ENSG00000164715	4	3	4	5	5
ENSG00000068366	4	3	4	5	5
ENSG00000153395	4	3	4	5	5
ENSG00000114982	4	3	4	5	5
DUMMY107	-100	-100	-100	-100	-100
ENSG00000005194	3	3	3	4	4
ENSG00000111911	3	3	3	4	4
ENSG00000027697	3	3	3	4	4
ENSG00000165916	3	3	3	4	4
ENSG00000070476	3	3	3	4	4
ENSG00000022840	3	3	3	4	4
ENSG00000085563	3	3	3	4	4
ENSG00000104885	3	3	3	4	4
ENSG00000168497	3	3	3	4	4
ENSG00000122550	3	3	3	4	4
ENSG00000127191	3	3	3	4	4
ENSG00000159593	3	3	3	4	4
ENSG00000183828	3	3	3	4	4
ENSG00000012174	3	3	3	4	4
ENSG00000159840	3	3	3	4	4
ENSG00000100836	3	3	3	4	4
ENSG00000151176	3	3	3	4	4
ENSG00000119537	3	3	3	4	4
ENSG00000142188	3	3	3	4	4
ENSG00000117859	3	3	3	4	4
ENSG00000132664	3	3	3	4	4
ENSG00000099385	3	3	3	4	4
ENSG00000133318	3	3	3	4	4
ENSG00000034677	3	3	3	4	4
DUMMY109	-100	-100	-100	-100	-100
ENSG00000099804	4	2	2	3	3
ENSG00000154727	4	2	2	3	3
ENSG00000120156	4	2	2	3	3
ENSG00000169026	4	2	2	3	3
ENSG00000123240	4	2	2	3	3
ENSG00000214114	4	2	2	3	3
ENSG00000140743	4	2	2	3	3
ENSG00000136950	4	2	2	3	3
ENSG00000132434	4	2	2	3	3
ENSG00000108551	4	2	2	3	3
ENSG00000149798	4	2	2	3	3
ENSG00000151135	4	2	2	3	3
ENSG00000107960	4	2	2	3	3
DUMMY112	-100	-100	-100	-100	-100
ENSG00000064666	4	1	4	5	5
ENSG00000154447	4	1	4	5	5
ENSG00000165072	4	1	4	5	5
ENSG00000180209	4	1	4	5	5
ENSG00000102802	4	1	4	5	5
ENSG00000137710	4	1	4	5	5
ENSG00000138759	4	1	4	5	5
ENSG00000143842	4	1	4	5	5
ENSG00000150760	4	1	4	5	5
ENSG00000174010	4	1	4	5	5
ENSG00000123094	4	1	4	5	5
DUMMY113	-100	-100	-100	-100	-100
ENSG00000084092	5	2	2	3	3
ENSG00000164220	5	2	2	3	3
ENSG00000149591	5	2	2	3	3
ENSG00000105829	5	2	2	3	3
ENSG00000142961	5	2	2	3	3
ENSG00000148541	5	2	2	3	3
ENSG00000185272	5	2	2	3	3
ENSG00000100321	5	2	2	3	3
ENSG00000184402	5	2	2	3	3
ENSG00000112655	5	2	2	3	3
DUMMY114	-100	-100	-100	-100	-100
ENSG00000055955	1	5	1	1	1
ENSG00000167083	1	5	1	1	1
ENSG00000196476	1	5	1	1	1
ENSG00000164306	1	5	1	1	1
ENSG00000162460	1	5	1	1	1
ENSG00000104804	1	5	1	1	1
ENSG00000134532	1	5	1	1	1
ENSG00000144579	1	5	1	1	1
ENSG00000153292	1	5	1	1	1
ENSG00000212864	1	5	1	1	1
ENSG00000251322	1	5	1	1	1
ENSG00000073009	1	5	1	1	1
ENSG00000186174	1	5	1	1	1
ENSG00000100116	1	5	1	1	1
DUMMY115	-100	-100	-100	-100	-100
ENSG00000013364	4	1	4	4	4
ENSG00000211455	4	1	4	4	4
ENSG00000164107	4	1	4	4	4
ENSG00000136404	4	1	4	4	4
ENSG00000135631	4	1	4	4	4
ENSG00000108187	4	1	4	4	4
ENSG00000111726	4	1	4	4	4
ENSG00000165233	4	1	4	4	4
ENSG00000167601	4	1	4	4	4
ENSG00000043143	4	1	4	4	4
DUMMY116	-100	-100	-100	-100	-100
ENSG00000005882	2	1	2	2	2
ENSG00000158467	2	1	2	2	2
ENSG00000168393	2	1	2	2	2
ENSG00000167535	2	1	2	2	2
ENSG00000105245	2	1	2	2	2
ENSG00000108389	2	1	2	2	2
ENSG00000131373	2	1	2	2	2
ENSG00000139405	2	1	2	2	2
ENSG00000141252	2	1	2	2	2
ENSG00000141543	2	1	2	2	2
ENSG00000148459	2	1	2	2	2
ENSG00000163138	2	1	2	2	2
ENSG00000197774	2	1	2	2	2
ENSG00000116525	2	1	2	2	2
ENSG00000188895	2	1	2	2	2
ENSG00000116161	2	1	2	2	2
ENSG00000176155	2	1	2	2	2
ENSG00000174151	2	1	2	2	2
ENSG00000174013	2	1	2	2	2
ENSG00000171988	2	1	2	2	2
DUMMY117	-100	-100	-100	-100	-100
ENSG00000004975	3	3	3	2	2
ENSG00000113593	3	3	3	2	2
ENSG00000163512	3	3	3	2	2
ENSG00000155096	3	3	3	2	2
ENSG00000009954	3	3	3	2	2
ENSG00000153187	3	3	3	2	2
ENSG00000112118	3	3	3	2	2
ENSG00000082213	3	3	3	2	2
ENSG00000086589	3	3	3	2	2
ENSG00000137210	3	3	3	2	2
ENSG00000179988	3	3	3	2	2
ENSG00000123485	3	3	3	2	2
ENSG00000163312	3	3	3	2	2
ENSG00000115267	3	3	3	2	2
ENSG00000104408	3	3	3	2	2
ENSG00000104635	3	3	3	2	2
ENSG00000107404	3	3	3	2	2
ENSG00000143093	3	3	3	2	2
ENSG00000164307	3	3	3	2	2
ENSG00000100813	3	3	3	2	2
ENSG00000108479	3	3	3	2	2
ENSG00000131043	3	3	3	2	2
ENSG00000133119	3	3	3	2	2
ENSG00000139278	3	3	3	2	2
ENSG00000177548	3	3	3	2	2
ENSG00000101290	3	3	3	2	2
ENSG00000134905	3	3	3	2	2
ENSG00000139428	3	3	3	2	2
ENSG00000141084	3	3	3	2	2
ENSG00000143033	3	3	3	2	2
ENSG00000166794	3	3	3	2	2
ENSG00000070669	3	3	3	2	2
ENSG00000146066	3	3	3	2	2
ENSG00000149187	3	3	3	2	2
ENSG00000177084	3	3	3	2	2
ENSG00000122970	3	3	3	2	2
ENSG00000169139	3	3	3	2	2
ENSG00000121931	3	3	3	2	2
ENSG00000126067	3	3	3	2	2
ENSG00000184178	3	3	3	2	2
ENSG00000182307	3	3	3	2	2
ENSG00000125901	3	3	3	2	2
ENSG00000127481	3	3	3	2	2
ENSG00000196865	3	3	3	2	2
ENSG00000196497	3	3	3	2	2
ENSG00000074319	3	3	3	2	2
ENSG00000129055	3	3	3	2	2
ENSG00000228716	3	3	3	2	2
ENSG00000205670	3	3	3	2	2
ENSG00000128654	3	3	3	2	2
ENSG00000168291	3	3	3	2	2
ENSG00000118096	3	3	3	2	2
ENSG00000165480	3	3	3	2	2
ENSG00000117751	3	3	3	2	2
ENSG00000159461	3	3	3	2	2
ENSG00000066427	3	3	3	2	2
ENSG00000162980	3	3	3	2	2
ENSG00000113384	3	3	3	2	2
ENSG00000162623	3	3	3	2	2
ENSG00000094880	3	3	3	2	2
ENSG00000158604	3	3	3	2	2
ENSG00000113163	3	3	3	2	2
DUMMY118	-100	-100	-100	-100	-100
ENSG00000003989	5	2	5	5	5
ENSG00000179583	5	2	5	5	5
ENSG00000139800	5	2	5	5	5
ENSG00000134533	5	2	5	5	5
ENSG00000132205	5	2	5	5	5
ENSG00000125084	5	2	5	5	5
ENSG00000197381	5	2	5	5	5
ENSG00000198121	5	2	5	5	5
ENSG00000132182	5	2	5	5	5
ENSG00000131067	5	2	5	5	5
ENSG00000115361	5	2	5	5	5
ENSG00000177045	5	2	5	5	5
ENSG00000148408	5	2	5	5	5
ENSG00000131044	5	2	5	5	5
ENSG00000107562	5	2	5	5	5
ENSG00000099849	5	2	5	5	5
ENSG00000172379	5	2	5	5	5
ENSG00000138138	5	2	5	5	5
ENSG00000106852	5	2	5	5	5
ENSG00000106617	5	2	5	5	5
ENSG00000116661	5	2	5	5	5
ENSG00000183186	5	2	5	5	5
ENSG00000136931	5	2	5	5	5
ENSG00000105732	5	2	5	5	5
ENSG00000105278	5	2	5	5	5
ENSG00000117091	5	2	5	5	5
ENSG00000183019	5	2	5	5	5
ENSG00000137460	5	2	5	5	5
ENSG00000085741	5	2	5	5	5
ENSG00000078699	5	2	5	5	5
ENSG00000118322	5	2	5	5	5
ENSG00000179532	5	2	5	5	5
ENSG00000163053	5	2	5	5	5
ENSG00000163424	5	2	5	5	5
ENSG00000171766	5	2	5	5	5
ENSG00000169245	5	2	5	5	5
ENSG00000055917	5	2	5	5	5
ENSG00000143416	5	2	5	5	5
ENSG00000149243	5	2	5	5	5
ENSG00000159184	5	2	5	5	5
ENSG00000127249	5	2	5	5	5
ENSG00000173868	5	2	5	5	5
ENSG00000206052	5	2	5	5	5
ENSG00000006576	5	2	5	5	5
ENSG00000188620	5	2	5	5	5
ENSG00000121542	5	2	5	5	5
ENSG00000179294	5	2	5	5	5
ENSG00000228594	5	2	5	5	5
ENSG00000102230	5	2	5	5	5
ENSG00000177363	5	2	5	5	5
ENSG00000114923	5	2	5	5	5
ENSG00000170561	5	2	5	5	5
ENSG00000037280	5	2	5	5	5
ENSG00000166816	5	2	5	5	5
ENSG00000113645	5	2	5	5	5
ENSG00000169031	5	2	5	5	5
ENSG00000168418	5	2	5	5	5
ENSG00000164694	5	2	5	5	5
ENSG00000092470	5	2	5	5	5
ENSG00000165917	5	2	5	5	5
ENSG00000091513	5	2	5	5	5
DUMMY119	-100	-100	-100	-100	-100
ENSG00000090857	4	5	4	2	2
ENSG00000158195	4	5	4	2	2
ENSG00000167632	4	5	4	2	2
ENSG00000113621	4	5	4	2	2
ENSG00000104517	4	5	4	2	2
ENSG00000135108	4	5	4	2	2
ENSG00000138134	4	5	4	2	2
ENSG00000214193	4	5	4	2	2
ENSG00000120217	4	5	4	2	2
ENSG00000205726	4	5	4	2	2
ENSG00000188554	4	5	4	2	2
DUMMY120	-100	-100	-100	-100	-100
ENSG00000008394	4	4	4	3	3
ENSG00000113648	4	4	4	3	3
ENSG00000182500	4	4	4	3	3
ENSG00000140464	4	4	4	3	3
ENSG00000111875	4	4	4	3	3
ENSG00000057252	4	4	4	3	3
ENSG00000086666	4	4	4	3	3
ENSG00000135441	4	4	4	3	3
ENSG00000137404	4	4	4	3	3
ENSG00000142192	4	4	4	3	3
ENSG00000215717	4	4	4	3	3
ENSG00000101160	4	4	4	3	3
ENSG00000197261	4	4	4	3	3
ENSG00000118707	4	4	4	3	3
DUMMY121	-100	-100	-100	-100	-100
ENSG00000056972	4	3	4	1	1
ENSG00000154889	4	3	4	1	1
ENSG00000108946	4	3	4	1	1
ENSG00000105401	4	3	4	1	1
ENSG00000136238	4	3	4	1	1
ENSG00000136699	4	3	4	1	1
ENSG00000142867	4	3	4	1	1
ENSG00000146242	4	3	4	1	1
ENSG00000148384	4	3	4	1	1
ENSG00000181830	4	3	4	1	1
ENSG00000101421	4	3	4	1	1
DUMMY122	-100	-100	-100	-100	-100
ENSG00000008226	5	4	4	4	4
ENSG00000141854	5	4	4	4	4
ENSG00000108924	5	4	4	4	4
ENSG00000083857	5	4	4	4	4
ENSG00000084636	5	4	4	4	4
ENSG00000105141	5	4	4	4	4
ENSG00000182521	5	4	4	4	4
ENSG00000011332	5	4	4	4	4
ENSG00000183255	5	4	4	4	4
ENSG00000100234	5	4	4	4	4
ENSG00000157211	5	4	4	4	4
ENSG00000203772	5	4	4	4	4
ENSG00000075426	5	4	4	4	4
DUMMY123	-100	-100	-100	-100	-100
ENSG00000108474	1	2	1	3	3
ENSG00000163703	1	2	1	3	3
ENSG00000172936	1	2	1	3	3
ENSG00000183010	1	2	1	3	3
ENSG00000214113	1	2	1	3	3
ENSG00000129071	1	2	1	3	3
ENSG00000137463	1	2	1	3	3
ENSG00000137509	1	2	1	3	3
ENSG00000187498	1	2	1	3	3
ENSG00000120533	1	2	1	3	3
DUMMY125	-100	-100	-100	-100	-100
ENSG00000104325	2	4	4	3	3
ENSG00000151413	2	4	4	3	3
ENSG00000148362	2	4	4	3	3
ENSG00000137502	2	4	4	3	3
ENSG00000138867	2	4	4	3	3
ENSG00000204138	2	4	4	3	3
ENSG00000171045	2	4	4	3	3
ENSG00000168175	2	4	4	3	3
ENSG00000167645	2	4	4	3	3
ENSG00000167642	2	4	4	3	3
ENSG00000112658	2	4	4	3	3
DUMMY126	-100	-100	-100	-100	-100
ENSG00000082014	3	5	3	4	4
ENSG00000113649	3	5	3	4	4
ENSG00000168646	3	5	3	4	4
ENSG00000163535	3	5	3	4	4
ENSG00000091986	3	5	3	4	4
ENSG00000135636	3	5	3	4	4
ENSG00000179862	3	5	3	4	4
ENSG00000120963	3	5	3	4	4
ENSG00000179965	3	5	3	4	4
ENSG00000177125	3	5	3	4	4
ENSG00000176273	3	5	3	4	4
ENSG00000173992	3	5	3	4	4
ENSG00000167470	3	5	3	4	4
ENSG00000166228	3	5	3	4	4
